segtype,startsec,endsec
FAN,6173.08,6174.14
OLN,6174.14,6175.08
CXN,6175.08,6175.98
OLN,6175.98,6180.48
MAF,6180.48,6182.08
OLF,6182.08,6184.25
CHNSP,6184.25,6185.51
CXN,6185.51,6186.13
MAF,6186.13,6186.94
FAN,6186.94,6188.38
TVN,6188.38,6190.18
OLF,6190.18,6191.15
TVN,6191.15,6192.15
MAN,6192.15,6194.07
FAN,6194.07,6195.87
OLN,6195.87,6197.34
CXN,6197.34,6198.57
OLN,6198.57,6199.37
FAN,6199.37,6200.37
MAN,6200.37,6201.37
FAN,6201.37,6203.06
OLN,6203.06,6203.91
MAF,6203.91,6204.91
OLN,6204.91,6206.12
FAN,6206.12,6207.12
OLN,6207.12,6208.30
OLF,6208.30,6210.16
CHNSP,6210.16,6210.77
NOF,6210.77,6213.97
SIL,6213.97,6214.98
CHNSP,6214.98,6215.72
FAN,6215.72,6216.72
NOF,6216.72,6217.78
OLN,6217.78,6218.75
CXN,6218.75,6219.76
NOF,6219.76,6220.61
FAN,6220.61,6223.82
OLF,6223.82,6224.68
CHNSP,6224.68,6225.96
CHNSP,6225.96,6227.03
NOF,6227.03,6228.88
CHNSP,6228.88,6230.08
FAN,6230.08,6230.86
FAN,6230.86,6232.64
OLN,6232.64,6233.57
OLF,6233.57,6234.43
FAN,6234.43,6236.21
FAN,6236.21,6237.63
NOF,6237.63,6239.78
OLN,6239.78,6240.77
CXN,6240.77,6241.77
OLN,6241.77,6245.44
NON,6245.44,6246.81
OLF,6246.81,6247.66
CXN,6247.66,6248.50
OLN,6248.50,6250.92
CXN,6250.92,6251.72
OLN,6251.72,6252.62
CXN,6252.62,6253.42
MAN,6253.42,6254.42
CXN,6254.42,6255.05
OLN,6255.05,6255.86
CXN,6255.86,6257.27
CXN,6257.27,6257.87
CXN,6257.87,6259.66
OLN,6259.66,6260.98
CXN,6260.98,6261.79
CHNSP,6261.79,6262.44
CXN,6262.44,6264.15
OLN,6264.15,6264.95
CXN,6264.95,6268.89
CXN,6268.89,6269.89
CXN,6269.89,6271.59
NOF,6271.59,6272.90
CXN,6272.90,6274.27
TVF,6274.27,6275.61
FAF,6275.61,6276.21
TVF,6276.21,6277.28
SIL,6277.28,6278.51
NOF,6278.51,6279.42
SIL,6279.42,6280.75
SIL,6280.75,6281.55
CXN,6281.55,6284.36
TVF,6284.36,6285.36
CXN,6285.36,6287.61
TVF,6287.61,6289.25
SIL,6289.25,6290.08
SIL,6290.08,6291.70
CXN,6291.70,6292.78
CXN,6292.78,6293.38
CXN,6293.38,6294.82
TVF,6294.82,6295.82
CXN,6295.82,6296.88
CXN,6296.88,6298.12
CXN,6298.12,6299.30
TVF,6299.30,6300.87
FAF,6300.87,6301.67
NOF,6301.67,6302.62
FAN,6302.62,6303.22
TVF,6303.22,6304.59
CXN,6304.59,6306.09
CXN,6306.09,6307.38
OLN,6307.38,6308.29
CXN,6308.29,6309.62
TVF,6309.62,6310.62
CXN,6310.62,6312.15
TVF,6312.15,6313.15
CXN,6313.15,6314.25
TVF,6314.25,6316.12
CXN,6316.12,6317.04
TVF,6317.04,6317.88
OLN,6317.88,6318.64
SIL,6318.64,6319.80
CXN,6319.80,6321.16
CXN,6321.16,6321.77
CXN,6321.77,6323.09
CXN,6323.09,6324.23
CXN,6324.23,6325.24
CXN,6325.24,6325.84
CXN,6325.84,6327.98
CHF,6327.98,6328.78
CXN,6328.78,6329.75
CHNSP,6329.75,6330.54
CXN,6330.54,6332.22
CXN,6332.22,6332.82
CXN,6332.82,6334.53
CXN,6334.53,6335.13
CXN,6335.13,6336.42
FAN,6336.42,6337.59
CXN,6337.59,6338.39
CXN,6338.39,6338.99
CXN,6338.99,6340.31
CXN,6340.31,6341.34
CXN,6341.34,6342.43
CXN,6342.43,6343.17
FAN,6343.17,6344.99
CXN,6344.99,6345.68
CXN,6345.68,6347.92
FAF,6347.92,6348.95
CXN,6348.95,6349.75
FAN,6349.75,6350.92
NOF,6350.92,6353.05
SIL,6353.05,6354.05
NOF,6354.05,6359.29
FAN,6359.29,6360.31
OLN,6360.31,6361.11
FAN,6361.11,6363.38
NOF,6363.38,6364.47
FAN,6364.47,6366.64
NON,6366.64,6368.75
FAN,6368.75,6369.75
NOF,6369.75,6370.78
SIL,6370.78,6371.81
TVF,6371.81,6373.19
OLN,6373.19,6374.11
SIL,6374.11,6374.91
SIL,6374.91,6376.38
SIL,6376.38,6378.42
SIL,6378.42,6381.60
SIL,6381.60,6382.41
SIL,6382.41,6383.56
NOF,6383.56,6384.55
SIL,6384.55,6392.16
CHNNSP,6392.16,6393.18
SIL,6393.18,6394.22
CHF,6394.22,6395.69
CHNSP,6395.69,6396.54
SIL,6396.54,6398.87
SIL,6398.87,6400.25
CXN,6400.25,6402.00
FAN,6402.00,6403.00
TVF,6403.00,6404.65
CXN,6404.65,6406.31
SIL,6406.31,6407.11
CXN,6407.11,6408.00
CXN,6408.00,6408.68
CXN,6408.68,6409.52
FAN,6409.52,6410.54
TVF,6410.54,6411.54
FAN,6411.54,6413.15
SIL,6413.15,6414.05
CXN,6414.05,6414.69
FAN,6414.69,6415.73
TVF,6415.73,6418.02
SIL,6418.02,6418.92
SIL,6418.92,6420.01
SIL,6420.01,6421.18
SIL,6421.18,6422.43
SIL,6422.43,6424.54
CHNSP,6424.54,6425.14
SIL,6425.14,6427.31
SIL,6427.31,6428.73
SIL,6428.73,6430.12
NOF,6430.12,6431.07
SIL,6431.07,6432.09
SIL,6432.09,6433.53
SIL,6433.53,6434.67
SIL,6434.67,6437.58
NOF,6437.58,6438.44
SIL,6438.44,6439.41
NOF,6439.41,6440.21
SIL,6440.21,6441.27
NOF,6441.27,6442.07
SIL,6442.07,6443.31
SIL,6443.31,6445.09
SIL,6445.09,6446.59
SIL,6446.59,6447.55
SIL,6447.55,6448.56
SIL,6448.56,6449.39
SIL,6449.39,6451.80
NON,6451.80,6452.87
SIL,6452.87,6454.00
SIL,6454.00,6455.16
NOF,6455.16,6455.96
SIL,6455.96,6460.94
TVF,6460.94,6464.43
CXN,6464.43,6465.91
TVF,6465.91,6467.24
FAF,6467.24,6468.61
SIL,6468.61,6469.88
FAN,6469.88,6470.95
SIL,6470.95,6472.03
SIL,6472.03,6473.48
SIL,6473.48,6474.59
SIL,6474.59,6476.20
TVF,6476.20,6477.91
SIL,6477.91,6479.33
FAF,6479.33,6480.14
TVF,6480.14,6481.18
SIL,6481.18,6482.48
SIL,6482.48,6483.54
NOF,6483.54,6484.99
SIL,6484.99,6486.71
SIL,6486.71,6487.58
SIL,6487.58,6489.46
SIL,6489.46,6490.59
NOF,6490.59,6491.60
SIL,6491.60,6495.35
NOF,6495.35,6496.61
SIL,6496.61,6498.19
SIL,6498.19,6499.05
SIL,6499.05,6500.62
SIL,6500.62,6501.97
SIL,6501.97,6504.04
SIL,6504.04,6505.20
NOF,6505.20,6506.10
SIL,6506.10,6507.91
NOF,6507.91,6508.97
SIL,6508.97,6510.23
NOF,6510.23,6511.06
SIL,6511.06,6515.75
SIL,6515.75,6516.79
SIL,6516.79,6517.71
CHNSP,6517.71,6518.31
SIL,6518.31,6519.12
CHNSP,6519.12,6519.72
TVF,6519.72,6523.19
SIL,6523.19,6524.41
NOF,6524.41,6525.34
SIL,6525.34,6527.65
SIL,6527.65,6528.46
SIL,6528.46,6533.39
CXN,6533.39,6534.17
SIL,6534.17,6535.89
FAN,6535.89,6537.07
SIL,6537.07,6538.07
OLN,6538.07,6538.98
CXF,6538.98,6540.22
FAN,6540.22,6541.23
SIL,6541.23,6543.70
SIL,6543.70,6547.17
NOF,6547.17,6547.97
SIL,6547.97,6548.95
OLF,6548.95,6550.12
SIL,6550.12,6551.21
SIL,6551.21,6553.43
NOF,6553.43,6554.45
TVF,6554.45,6555.63
SIL,6555.63,6557.03
SIL,6557.03,6564.03
SIL,6564.03,6564.89
SIL,6564.89,6566.86
SIL,6566.86,6569.60
TVF,6569.60,6570.70
SIL,6570.70,6571.62
SIL,6571.62,6573.33
SIL,6573.33,6574.34
SIL,6574.34,6575.34
CXF,6575.34,6575.94
SIL,6575.94,6576.96
CXN,6576.96,6577.65
SIL,6577.65,6578.63
SIL,6578.63,6581.46
SIL,6581.46,6582.28
SIL,6582.28,6585.01
SIL,6585.01,6586.08
TVF,6586.08,6588.47
NOF,6588.47,6589.67
SIL,6589.67,6590.60
SIL,6590.60,6591.60
NOF,6591.60,6593.49
FAF,6593.49,6594.49
NOF,6594.49,6595.29
SIL,6595.29,6597.56
NOF,6597.56,6599.36
SIL,6599.36,6600.75
SIL,6600.75,6601.55
CHNSP,6601.55,6602.15
SIL,6602.15,6603.39
NOF,6603.39,6604.19
SIL,6604.19,6605.25
CHNSP,6605.25,6605.86
SIL,6605.86,6606.89
CXN,6606.89,6607.49
SIL,6607.49,6608.30
CHF,6608.30,6608.90
SIL,6608.90,6609.90
NOF,6609.90,6611.07
TVF,6611.07,6612.20
NOF,6612.20,6613.85
CHNSP,6613.85,6614.47
SIL,6614.47,6615.47
SIL,6615.47,6616.27
NOF,6616.27,6618.34
SIL,6618.34,6619.14
NOF,6619.14,6620.49
TVF,6620.49,6621.98
SIL,6621.98,6623.33
CHNSP,6623.33,6624.13
SIL,6624.13,6624.93
NOF,6624.93,6625.73
SIL,6625.73,6626.86
CHF,6626.86,6627.46
NOF,6627.46,6628.28
SIL,6628.28,6629.11
NOF,6629.11,6631.57
SIL,6631.57,6632.56
NOF,6632.56,6633.40
SIL,6633.40,6636.34
FAF,6636.34,6638.24
OLN,6638.24,6639.24
OLF,6639.24,6640.24
NOF,6640.24,6641.05
OLF,6641.05,6643.18
SIL,6643.18,6645.11
SIL,6645.11,6646.35
SIL,6646.35,6648.25
FAN,6648.25,6648.85
SIL,6648.85,6649.85
SIL,6649.85,6650.99
NOF,6650.99,6652.14
SIL,6652.14,6655.41
FAN,6655.41,6656.89
SIL,6656.89,6657.77
CXN,6657.77,6658.57
SIL,6658.57,6659.38
FAN,6659.38,6660.74
OLN,6660.74,6661.54
OLF,6661.54,6662.34
CXN,6662.34,6662.94
OLN,6662.94,6664.04
FAF,6664.04,6665.67
NOF,6665.67,6667.39
SIL,6667.39,6670.39
SIL,6670.39,6671.59
SIL,6671.59,6672.58
SIL,6672.58,6673.63
SIL,6673.63,6674.44
SIL,6674.44,6676.90
SIL,6676.90,6678.38
SIL,6678.38,6679.38
SIL,6679.38,6680.19
SIL,6680.19,6687.23
SIL,6687.23,6689.76
SIL,6689.76,6691.87
SIL,6691.87,6692.67
SIL,6692.67,6693.67
SIL,6693.67,6694.51
SIL,6694.51,6696.42
SIL,6696.42,6697.40
CHNSP,6697.40,6698.67
SIL,6698.67,6700.13
CHF,6700.13,6701.39
CHNSP,6701.39,6701.99
MAN,6701.99,6702.99
SIL,6702.99,6703.98
SIL,6703.98,6704.98
SIL,6704.98,6706.72
SIL,6706.72,6707.73
SIL,6707.73,6708.54
NOF,6708.54,6709.34
SIL,6709.34,6710.39
SIL,6710.39,6712.40
CXN,6712.40,6713.20
MAF,6713.20,6714.25
FAN,6714.25,6714.85
FAN,6714.85,6716.40
TVF,6716.40,6717.55
SIL,6717.55,6718.36
TVF,6718.36,6721.34
CXN,6721.34,6722.88
OLF,6722.88,6723.68
FAF,6723.68,6725.12
CHNSP,6725.12,6725.96
FAN,6725.96,6726.96
NOF,6726.96,6728.21
OLN,6728.21,6729.09
CXF,6729.09,6729.89
NOF,6729.89,6730.79
CXN,6730.79,6732.44
OLN,6732.44,6733.55
CXN,6733.55,6734.41
OLN,6734.41,6735.30
FAN,6735.30,6735.90
OLN,6735.90,6737.20
CXN,6737.20,6738.98
CXN,6738.98,6740.24
CXN,6740.24,6741.35
CXN,6741.35,6742.04
CXN,6742.04,6744.06
NOF,6744.06,6744.94
FAF,6744.94,6745.55
NON,6745.55,6746.35
OLN,6746.35,6748.08
CXN,6748.08,6748.88
OLN,6748.88,6752.04
NON,6752.04,6752.99
FAF,6752.99,6753.59
NOF,6753.59,6754.50
CHNSP,6754.50,6755.10
SIL,6755.10,6755.95
CHNNSP,6755.95,6756.55
SIL,6756.55,6758.23
SIL,6758.23,6759.30
SIL,6759.30,6761.55
SIL,6761.55,6763.05
SIL,6763.05,6763.95
CXN,6763.95,6764.96
SIL,6764.96,6765.79
CXN,6765.79,6766.64
CXN,6766.64,6767.24
CXN,6767.24,6769.03
FAN,6769.03,6769.87
FAF,6769.87,6770.87
SIL,6770.87,6771.70
CXF,6771.70,6773.41
MAN,6773.41,6774.60
CXF,6774.60,6776.49
SIL,6776.49,6777.29
CHF,6777.29,6778.07
SIL,6778.07,6779.46
NOF,6779.46,6780.32
SIL,6780.32,6781.13
NOF,6781.13,6782.11
SIL,6782.11,6782.93
NON,6782.93,6783.73
SIL,6783.73,6785.68
TVF,6785.68,6786.68
CXN,6786.68,6787.28
SIL,6787.28,6788.30
SIL,6788.30,6789.47
NOF,6789.47,6790.85
SIL,6790.85,6793.46
NOF,6793.46,6795.40
CHNSP,6795.40,6796.23
NOF,6796.23,6798.90
SIL,6798.90,6799.71
NOF,6799.71,6801.42
SIL,6801.42,6802.28
NOF,6802.28,6803.47
OLF,6803.47,6804.29
NOF,6804.29,6805.25
SIL,6805.25,6806.31
NOF,6806.31,6807.67
CHNSP,6807.67,6808.28
SIL,6808.28,6809.38
NOF,6809.38,6810.43
SIL,6810.43,6813.75
NOF,6813.75,6814.55
SIL,6814.55,6818.18
NOF,6818.18,6819.41
OLN,6819.41,6820.21
SIL,6820.21,6821.01
OLN,6821.01,6821.84
NOF,6821.84,6824.06
SIL,6824.06,6825.06
NOF,6825.06,6826.08
SIL,6826.08,6826.88
OLF,6826.88,6828.94
OLN,6828.94,6830.18
CHNNSP,6830.18,6830.79
OLN,6830.79,6831.89
NOF,6831.89,6835.02
SIL,6835.02,6836.62
NOF,6836.62,6839.58
SIL,6839.58,6840.38
NOF,6840.38,6841.92
SIL,6841.92,6843.77
NOF,6843.77,6847.08
SIL,6847.08,6848.98
NOF,6848.98,6850.08
SIL,6850.08,6853.54
NOF,6853.54,6854.34
SIL,6854.34,6859.41
SIL,6859.41,6861.79
NOF,6861.79,6863.83
SIL,6863.83,6864.69
NON,6864.69,6868.01
OLN,6868.01,6870.93
NOF,6870.93,6871.93
OLN,6871.93,6872.84
NOF,6872.84,6874.35
OLN,6874.35,6875.42
NOF,6875.42,6876.55
SIL,6876.55,6877.36
NOF,6877.36,6878.97
SIL,6878.97,6881.10
NOF,6881.10,6881.92
OLN,6881.92,6882.76
NOF,6882.76,6889.76
SIL,6889.76,6890.56
NOF,6890.56,6891.40
OLN,6891.40,6892.40
NOF,6892.40,6894.28
OLN,6894.28,6896.15
OLF,6896.15,6898.18
CHNSP,6898.18,6898.78
NOF,6898.78,6900.31
SIL,6900.31,6901.11
NOF,6901.11,6902.53
SIL,6902.53,6904.33
MAF,6904.33,6905.18
SIL,6905.18,6906.23
NOF,6906.23,6908.16
SIL,6908.16,6909.46
NOF,6909.46,6911.61
SIL,6911.61,6912.43
NOF,6912.43,6916.89
OLF,6916.89,6917.87
MAF,6917.87,6918.47
OLF,6918.47,6922.27
FAF,6922.27,6923.27
OLF,6923.27,6925.35
CXN,6925.35,6926.15
SIL,6926.15,6927.37
FAN,6927.37,6931.32
SIL,6931.32,6932.13
FAN,6932.13,6933.63
NOF,6933.63,6934.60
CXN,6934.60,6935.91
SIL,6935.91,6936.71
CXN,6936.71,6938.51
OLF,6938.51,6940.21
SIL,6940.21,6941.93
FAF,6941.93,6943.40
NOF,6943.40,6946.16
SIL,6946.16,6949.11
FAF,6949.11,6951.09
SIL,6951.09,6952.51
FAN,6952.51,6953.56
CXF,6953.56,6954.43
CHF,6954.43,6955.04
CXN,6955.04,6956.92
FAF,6956.92,6957.58
CXF,6957.58,6958.88
MAF,6958.88,6959.74
OLF,6959.74,6961.04
NOF,6961.04,6962.21
OLF,6962.21,6963.63
NOF,6963.63,6964.46
OLN,6964.46,6965.26
NOF,6965.26,6966.93
MAF,6966.93,6967.96
CXF,6967.96,6969.08
SIL,6969.08,6974.01
SIL,6974.01,6976.02
SIL,6976.02,6976.92
SIL,6976.92,6977.92
SIL,6977.92,6978.79
TVF,6978.79,6979.79
SIL,6979.79,6986.08
NOF,6986.08,6987.03
SIL,6987.03,6988.34
NOF,6988.34,6989.22
SIL,6989.22,6990.48
NOF,6990.48,6991.60
SIL,6991.60,6993.77
SIL,6993.77,6995.84
SIL,6995.84,6997.18
SIL,6997.18,6998.18
SIL,6998.18,6999.01
SIL,6999.01,7000.27
SIL,7000.27,7001.93
TVF,7001.93,7002.93
SIL,7002.93,7003.73
SIL,7003.73,7006.53
SIL,7006.53,7007.54
SIL,7007.54,7008.75
NOF,7008.75,7012.32
SIL,7012.32,7013.13
NOF,7013.13,7016.00
FAN,7016.00,7016.60
SIL,7016.60,7017.78
SIL,7017.78,7018.73
SIL,7018.73,7019.73
SIL,7019.73,7020.53
SIL,7020.53,7022.92
SIL,7022.92,7023.74
SIL,7023.74,7026.88
SIL,7026.88,7027.68
SIL,7027.68,7028.71
SIL,7028.71,7029.98
SIL,7029.98,7031.82
SIL,7031.82,7032.73
SIL,7032.73,7034.26
SIL,7034.26,7035.08
SIL,7035.08,7038.14
SIL,7038.14,7039.20
SIL,7039.20,7042.05
CXN,7042.05,7043.19
TVF,7043.19,7044.50
CXF,7044.50,7046.32
CXN,7046.32,7047.03
SIL,7047.03,7047.89
SIL,7047.89,7049.58
SIL,7049.58,7050.38
SIL,7050.38,7053.93
CXN,7053.93,7055.22
SIL,7055.22,7057.24
MAN,7057.24,7058.51
FAN,7058.51,7059.56
TVF,7059.56,7061.42
FAN,7061.42,7063.28
SIL,7063.28,7066.24
CXN,7066.24,7068.55
FAN,7068.55,7071.38
SIL,7071.38,7072.52
FAN,7072.52,7075.87
SIL,7075.87,7077.50
FAN,7077.50,7078.76
TVN,7078.76,7079.97
CXN,7079.97,7080.77
FAF,7080.77,7081.77
CXN,7081.77,7083.32
TVF,7083.32,7084.67
SIL,7084.67,7085.53
SIL,7085.53,7086.53
CXN,7086.53,7087.25
SIL,7087.25,7088.31
TVF,7088.31,7090.13
FAF,7090.13,7091.13
NOF,7091.13,7091.93
TVF,7091.93,7093.11
CXF,7093.11,7093.71
SIL,7093.71,7094.89
SIL,7094.89,7096.48
SIL,7096.48,7097.60
SIL,7097.60,7098.87
SIL,7098.87,7099.73
SIL,7099.73,7100.73
SIL,7100.73,7102.14
CXN,7102.14,7102.96
FAF,7102.96,7103.56
SIL,7103.56,7104.54
SIL,7104.54,7107.80
SIL,7107.80,7108.75
SIL,7108.75,7112.13
SIL,7112.13,7114.44
SIL,7114.44,7115.61
SIL,7115.61,7116.46
SIL,7116.46,7117.46
SIL,7117.46,7120.42
NOF,7120.42,7121.33
SIL,7121.33,7122.13
NOF,7122.13,7122.94
SIL,7122.94,7123.76
CHNSP,7123.76,7124.36
SIL,7124.36,7127.04
NOF,7127.04,7127.88
CHF,7127.88,7128.48
SIL,7128.48,7130.67
SIL,7130.67,7131.47
SIL,7131.47,7133.93
SIL,7133.93,7134.79
SIL,7134.79,7139.70
SIL,7139.70,7140.84
SIL,7140.84,7145.25
SIL,7145.25,7146.14
SIL,7146.14,7148.33
SIL,7148.33,7149.13
SIL,7149.13,7150.21
SIL,7150.21,7151.14
SIL,7151.14,7152.31
SIL,7152.31,7153.12
SIL,7153.12,7157.37
SIL,7157.37,7158.45
SIL,7158.45,7160.32
SIL,7160.32,7161.20
CXN,7161.20,7162.01
SIL,7162.01,7163.46
SIL,7163.46,7164.46
SIL,7164.46,7166.92
SIL,7166.92,7168.35
SIL,7168.35,7174.14
SIL,7174.14,7175.75
SIL,7175.75,7176.56
SIL,7176.56,7177.58
SIL,7177.58,7178.38
SIL,7178.38,7187.35
SIL,7187.35,7188.15
TVN,7188.15,7190.53
FAF,7190.53,7191.33
SIL,7191.33,7192.47
SIL,7192.47,7193.27
CXN,7193.27,7194.37
TVF,7194.37,7196.28
SIL,7196.28,7197.18
CXN,7197.18,7198.19
SIL,7198.19,7199.08
FAF,7199.08,7199.90
TVF,7199.90,7201.01
CXN,7201.01,7202.38
TVF,7202.38,7203.38
FAN,7203.38,7204.97
CXN,7204.97,7205.96
CXF,7205.96,7206.96
CXN,7206.96,7208.44
SIL,7208.44,7209.41
CXN,7209.41,7211.32
TVF,7211.32,7212.72
CXN,7212.72,7215.35
TVF,7215.35,7216.86
CXN,7216.86,7221.54
FAF,7221.54,7222.88
CXN,7222.88,7224.12
FAN,7224.12,7225.12
CXN,7225.12,7226.74
TVF,7226.74,7228.08
SIL,7228.08,7229.15
CXN,7229.15,7230.26
CXN,7230.26,7233.84
CXF,7233.84,7234.84
CXN,7234.84,7237.33
TVF,7237.33,7242.60
CXF,7242.60,7245.12
TVF,7245.12,7246.79
SIL,7246.79,7247.85
TVF,7247.85,7250.42
CXN,7250.42,7251.35
TVF,7251.35,7254.17
FAF,7254.17,7254.77
TVF,7254.77,7258.70
FAN,7258.70,7259.82
TVF,7259.82,7261.10
FAF,7261.10,7262.53
TVF,7262.53,7263.72
FAF,7263.72,7264.74
TVF,7264.74,7266.47
SIL,7266.47,7269.17
TVF,7269.17,7272.85
SIL,7272.85,7273.65
SIL,7273.65,7276.60
SIL,7276.60,7277.52
SIL,7277.52,7278.69
SIL,7278.69,7279.63
SIL,7279.63,7283.92
SIL,7283.92,7284.73
SIL,7284.73,7286.51
SIL,7286.51,7289.39
FAN,7289.39,7291.00
SIL,7291.00,7291.85
CXN,7291.85,7292.76
SIL,7292.76,7294.32
FAN,7294.32,7295.32
SIL,7295.32,7297.01
CXN,7297.01,7298.33
FAN,7298.33,7300.31
CHNSP,7300.31,7301.26
CXN,7301.26,7302.71
SIL,7302.71,7303.51
CXN,7303.51,7304.69
MAN,7304.69,7305.86
SIL,7305.86,7307.91
FAN,7307.91,7309.82
SIL,7309.82,7310.68
CXN,7310.68,7311.85
FAN,7311.85,7312.85
SIL,7312.85,7313.86
FAF,7313.86,7314.96
SIL,7314.96,7316.26
FAN,7316.26,7316.87
FAN,7316.87,7317.69
SIL,7317.69,7318.65
CXN,7318.65,7321.12
SIL,7321.12,7322.31
CXN,7322.31,7323.70
CXN,7323.70,7325.41
SIL,7325.41,7326.21
CXN,7326.21,7328.43
CXN,7328.43,7329.77
CXN,7329.77,7330.57
SIL,7330.57,7331.42
CXN,7331.42,7332.96
CXN,7332.96,7334.19
SIL,7334.19,7335.26
CXN,7335.26,7336.06
SIL,7336.06,7336.86
CXF,7336.86,7337.73
FAN,7337.73,7338.73
CXN,7338.73,7340.88
SIL,7340.88,7342.18
CXN,7342.18,7343.58
CXN,7343.58,7344.22
CHNSP,7344.22,7345.02
FAN,7345.02,7345.87
CXN,7345.87,7347.06
SIL,7347.06,7347.86
FAN,7347.86,7349.09
CXN,7349.09,7350.26
CXN,7350.26,7351.40
CXN,7351.40,7355.13
CXN,7355.13,7356.17
CXN,7356.17,7358.62
FAN,7358.62,7360.16
SIL,7360.16,7361.74
CXN,7361.74,7362.35
FAN,7362.35,7364.03
CHNSP,7364.03,7364.65
FAN,7364.65,7366.05
CXN,7366.05,7366.91
FAN,7366.91,7367.91
CXN,7367.91,7370.10
FAN,7370.10,7370.71
CXN,7370.71,7371.51
FAN,7371.51,7373.08
SIL,7373.08,7374.13
FAN,7374.13,7376.58
CXF,7376.58,7377.58
FAF,7377.58,7380.13
SIL,7380.13,7401.32
FAN,7401.32,7402.32
SIL,7402.32,7403.95
FAN,7403.95,7404.95
TVF,7404.95,7406.01
FAN,7406.01,7407.01
TVF,7407.01,7411.44
SIL,7411.44,7412.24
SIL,7412.24,7413.87
CXN,7413.87,7414.67
SIL,7414.67,7416.13
FAN,7416.13,7416.99
SIL,7416.99,7417.99
SIL,7417.99,7418.97
TVF,7418.97,7420.01
CXN,7420.01,7421.08
SIL,7421.08,7422.70
SIL,7422.70,7423.50
TVF,7423.50,7424.69
CXN,7424.69,7425.59
SIL,7425.59,7426.69
FAN,7426.69,7427.85
SIL,7427.85,7429.14
CXN,7429.14,7430.50
TVF,7430.50,7431.73
CXN,7431.73,7432.54
FAN,7432.54,7433.59
SIL,7433.59,7434.71
SIL,7434.71,7435.51
SIL,7435.51,7438.94
SIL,7438.94,7440.19
CXN,7440.19,7441.81
CXN,7441.81,7442.96
SIL,7442.96,7444.24
SIL,7444.24,7445.04
SIL,7445.04,7446.16
SIL,7446.16,7447.01
SIL,7447.01,7448.01
CXN,7448.01,7448.95
SIL,7448.95,7451.31
SIL,7451.31,7452.17
SIL,7452.17,7454.51
SIL,7454.51,7455.32
SIL,7455.32,7456.70
SIL,7456.70,7457.50
SIL,7457.50,7459.58
SIL,7459.58,7460.59
SIL,7460.59,7461.84
SIL,7461.84,7462.64
SIL,7462.64,7463.80
SIL,7463.80,7465.38
SIL,7465.38,7466.88
SIL,7466.88,7467.68
SIL,7467.68,7469.61
SIL,7469.61,7470.50
SIL,7470.50,7471.50
SIL,7471.50,7472.44
SIL,7472.44,7474.76
SIL,7474.76,7475.56
SIL,7475.56,7477.59
SIL,7477.59,7478.58
SIL,7478.58,7479.67
CXN,7479.67,7481.58
SIL,7481.58,7482.69
FAN,7482.69,7483.72
TVF,7483.72,7485.77
FAN,7485.77,7486.80
CXN,7486.80,7487.61
CXN,7487.61,7488.72
TVF,7488.72,7489.73
FAN,7489.73,7491.36
CXN,7491.36,7492.16
FAN,7492.16,7493.18
CXN,7493.18,7494.03
FAN,7494.03,7495.25
CXN,7495.25,7496.90
TVF,7496.90,7497.91
FAN,7497.91,7500.41
SIL,7500.41,7501.41
FAN,7501.41,7502.41
FAN,7502.41,7503.84
SIL,7503.84,7504.64
CXN,7504.64,7505.70
CXN,7505.70,7506.30
TVF,7506.30,7507.88
CXN,7507.88,7508.86
SIL,7508.86,7509.66
CXN,7509.66,7510.26
CXN,7510.26,7512.41
FAN,7512.41,7513.44
TVF,7513.44,7515.48
CXN,7515.48,7517.67
SIL,7517.67,7518.67
CXN,7518.67,7519.66
SIL,7519.66,7520.57
CXN,7520.57,7521.40
TVF,7521.40,7522.81
CXN,7522.81,7524.78
SIL,7524.78,7525.59
SIL,7525.59,7527.92
CXN,7527.92,7529.55
SIL,7529.55,7530.75
CXN,7530.75,7531.87
CXN,7531.87,7532.68
SIL,7532.68,7533.84
CXN,7533.84,7534.69
FAN,7534.69,7535.71
SIL,7535.71,7536.96
FAN,7536.96,7537.99
SIL,7537.99,7538.79
CXN,7538.79,7539.39
TVF,7539.39,7540.39
CXN,7540.39,7541.41
TVN,7541.41,7543.29
FAN,7543.29,7543.97
CXN,7543.97,7544.77
FAN,7544.77,7545.44
SIL,7545.44,7549.65
SIL,7549.65,7551.57
SIL,7551.57,7552.80
SIL,7552.80,7555.43
SIL,7555.43,7558.10
SIL,7558.10,7558.90
TVF,7558.90,7561.19
FAN,7561.19,7562.37
SIL,7562.37,7564.05
FAN,7564.05,7565.05
TVN,7565.05,7566.91
SIL,7566.91,7567.71
CXN,7567.71,7568.51
SIL,7568.51,7569.31
TVF,7569.31,7574.04
SIL,7574.04,7574.93
SIL,7574.93,7576.34
CXN,7576.34,7576.94
SIL,7576.94,7580.22
SIL,7580.22,7581.03
CXN,7581.03,7582.11
SIL,7582.11,7584.86
CXN,7584.86,7585.66
SIL,7585.66,7587.26
SIL,7587.26,7588.06
TVF,7588.06,7590.01
FAN,7590.01,7591.08
SIL,7591.08,7592.08
CXN,7592.08,7592.88
SIL,7592.88,7593.88
CXN,7593.88,7594.48
TVF,7594.48,7596.49
CXN,7596.49,7597.35
TVF,7597.35,7598.35
CXN,7598.35,7599.39
FAN,7599.39,7600.45
SIL,7600.45,7601.29
TVF,7601.29,7602.39
CXN,7602.39,7603.22
