segtype,startsec,endsec
OLF,217.08,218.00
NON,218.00,219.79
FAN,219.79,220.79
NOF,220.79,222.26
OLN,222.26,223.06
NOF,223.06,234.43
CXN,234.43,235.43
NOF,235.43,239.16
SIL,239.16,240.25
SIL,240.25,242.16
NOF,242.16,244.30
CXN,244.30,245.10
OLF,245.10,245.90
OLN,245.90,246.72
NOF,246.72,252.22
FAN,252.22,253.22
FAN,253.22,254.24
FAF,254.24,255.29
SIL,255.29,256.09
NOF,256.09,257.68
OLF,257.68,258.48
FAN,258.48,260.06
SIL,260.06,261.01
NOF,261.01,263.37
FAF,263.37,264.37
SIL,264.37,266.12
SIL,266.12,266.96
SIL,266.96,268.81
CXF,268.81,269.89
NOF,269.89,270.69
OLF,270.69,271.29
SIL,271.29,272.88
FAN,272.88,274.16
TVF,274.16,275.16
FAN,275.16,276.16
CHF,276.16,277.38
FAN,277.38,278.82
SIL,278.82,279.66
FAN,279.66,281.23
CHNSP,281.23,282.01
FAN,282.01,283.12
MAN,283.12,284.15
TVF,284.15,285.34
NOF,285.34,286.14
TVF,286.14,287.14
FAN,287.14,289.69
FAN,289.69,290.29
SIL,290.29,291.30
MAN,291.30,294.43
FAN,294.43,295.43
NOF,295.43,296.39
SIL,296.39,297.46
SIL,297.46,298.46
SIL,298.46,299.53
SIL,299.53,304.23
SIL,304.23,305.08
MAN,305.08,306.15
SIL,306.15,307.35
FAN,307.35,308.56
SIL,308.56,309.66
FAN,309.66,310.68
TVF,310.68,311.68
FAN,311.68,313.02
SIL,313.02,313.84
FAN,313.84,314.89
TVF,314.89,318.46
CHNSP,318.46,319.06
SIL,319.06,321.01
NOF,321.01,322.46
SIL,322.46,323.46
FAF,323.46,324.72
SIL,324.72,326.22
FAN,326.22,328.27
FAN,328.27,328.87
FAN,328.87,329.87
NOF,329.87,331.12
FAN,331.12,332.55
NOF,332.55,333.53
CXN,333.53,334.14
SIL,334.14,335.10
TVF,335.10,339.81
FAN,339.81,340.81
SIL,340.81,345.23
FAF,345.23,347.01
SIL,347.01,348.01
SIL,348.01,349.22
SIL,349.22,350.66
NOF,350.66,351.62
OLN,351.62,352.47
NOF,352.47,354.21
OLN,354.21,355.01
NOF,355.01,355.83
OLN,355.83,356.82
NON,356.82,357.62
OLN,357.62,359.01
FAF,359.01,360.01
NOF,360.01,361.84
SIL,361.84,363.16
NOF,363.16,363.96
CXN,363.96,364.76
SIL,364.76,366.81
SIL,366.81,367.61
SIL,367.61,369.25
NOF,369.25,371.26
TVF,371.26,372.26
NOF,372.26,373.70
SIL,373.70,381.37
FAF,381.37,382.57
SIL,382.57,383.82
FAN,383.82,386.37
NOF,386.37,387.32
FAN,387.32,388.33
FAN,388.33,389.03
MAN,389.03,390.90
TVF,390.90,391.90
FAN,391.90,392.50
NOF,392.50,395.14
FAN,395.14,396.14
NOF,396.14,396.94
FAN,396.94,398.06
CHF,398.06,398.86
CHNNSP,398.86,399.48
FAN,399.48,400.48
TVF,400.48,401.52
CHNSP,401.52,402.12
SIL,402.12,403.12
FAN,403.12,403.72
TVF,403.72,405.78
FAN,405.78,406.80
TVF,406.80,407.80
NOF,407.80,408.60
SIL,408.60,410.80
FAN,410.80,411.80
SIL,411.80,412.99
CHNNSP,412.99,414.26
FAN,414.26,415.52
SIL,415.52,416.96
FAN,416.96,418.27
SIL,418.27,419.08
SIL,419.08,420.67
SIL,420.67,423.74
NOF,423.74,424.54
SIL,424.54,426.02
OLF,426.02,427.20
SIL,427.20,428.37
CXF,428.37,429.28
SIL,429.28,430.47
NOF,430.47,431.27
SIL,431.27,433.73
NOF,433.73,434.54
FAN,434.54,435.75
NOF,435.75,436.55
FAF,436.55,437.95
NOF,437.95,438.97
SIL,438.97,440.00
FAN,440.00,441.00
SIL,441.00,442.53
FAF,442.53,443.62
SIL,443.62,444.63
SIL,444.63,445.67
SIL,445.67,446.67
CXF,446.67,447.27
SIL,447.27,449.20
CHNSP,449.20,450.14
TVF,450.14,451.24
NOF,451.24,452.14
FAN,452.14,452.74
SIL,452.74,456.58
FAN,456.58,457.62
CHNSP,457.62,459.24
FAN,459.24,460.24
CXN,460.24,461.50
FAN,461.50,462.67
SIL,462.67,464.08
FAN,464.08,465.10
SIL,465.10,466.21
CHNSP,466.21,467.00
FAN,467.00,468.00
SIL,468.00,469.01
CHNNSP,469.01,472.30
MAN,472.30,473.30
SIL,473.30,474.22
NOF,474.22,475.11
OLN,475.11,476.40
NOF,476.40,477.24
FAN,477.24,478.40
NOF,478.40,479.60
OLF,479.60,480.40
NOF,480.40,481.33
OLN,481.33,485.57
NOF,485.57,486.46
OLN,486.46,487.91
NOF,487.91,488.75
OLN,488.75,492.16
CHNSP,492.16,493.24
OLN,493.24,495.86
CHNSP,495.86,497.18
NOF,497.18,498.93
FAN,498.93,499.53
OLN,499.53,500.33
CHNSP,500.33,503.68
SIL,503.68,504.48
FAF,504.48,505.28
OLN,505.28,506.62
NOF,506.62,508.24
OLN,508.24,509.37
NON,509.37,510.68
OLN,510.68,512.36
OLF,512.36,514.22
CHNSP,514.22,514.82
SIL,514.82,515.74
MAN,515.74,516.74
FAN,516.74,518.35
OLF,518.35,519.19
OLN,519.19,521.07
FAN,521.07,521.67
NON,521.67,522.57
FAN,522.57,523.17
OLN,523.17,524.59
FAN,524.59,525.59
OLN,525.59,526.41
FAN,526.41,528.50
OLN,528.50,529.97
NOF,529.97,530.98
CHNSP,530.98,531.98
NOF,531.98,533.09
FAN,533.09,534.10
SIL,534.10,535.01
FAN,535.01,536.01
SIL,536.01,537.91
CHNNSP,537.91,539.75
NON,539.75,540.90
CHNNSP,540.90,541.54
NOF,541.54,542.40
CHNNSP,542.40,543.00
FAN,543.00,545.03
NOF,545.03,546.46
CHNNSP,546.46,547.09
FAN,547.09,548.15
OLN,548.15,549.11
NOF,549.11,550.37
FAN,550.37,551.39
NOF,551.39,553.52
OLN,553.52,554.42
NOF,554.42,555.22
FAN,555.22,556.22
NOF,556.22,557.44
SIL,557.44,558.24
CHNNSP,558.24,559.22
NOF,559.22,560.13
SIL,560.13,561.11
NOF,561.11,562.47
SIL,562.47,563.86
NOF,563.86,565.55
FAN,565.55,566.96
NOF,566.96,568.43
FAN,568.43,569.53
NOF,569.53,570.33
SIL,570.33,571.31
FAF,571.31,572.47
OLN,572.47,574.27
CHNNSP,574.27,574.92
OLF,574.92,575.99
NOF,575.99,578.19
OLN,578.19,579.91
FAN,579.91,580.55
NOF,580.55,585.27
OLN,585.27,586.95
CHNNSP,586.95,589.00
NOF,589.00,590.32
OLN,590.32,592.50
NOF,592.50,593.32
OLN,593.32,594.16
NON,594.16,604.25
OLN,604.25,605.30
NOF,605.30,607.13
OLN,607.13,607.93
NOF,607.93,611.11
OLN,611.11,611.94
NOF,611.94,615.73
OLN,615.73,616.53
NOF,616.53,624.84
SIL,624.84,625.74
NOF,625.74,627.95
SIL,627.95,628.76
NOF,628.76,630.01
OLN,630.01,631.20
NOF,631.20,633.37
OLF,633.37,634.23
NOF,634.23,635.30
OLN,635.30,638.43
NOF,638.43,639.80
OLN,639.80,640.61
NOF,640.61,645.73
SIL,645.73,647.63
NOF,647.63,649.86
SIL,649.86,650.80
NON,650.80,663.35
OLN,663.35,664.35
NON,664.35,665.23
OLN,665.23,666.44
NOF,666.44,674.28
OLN,674.28,675.08
NON,675.08,676.63
OLN,676.63,678.32
NON,678.32,679.58
OLN,679.58,680.38
NOF,680.38,691.79
CXN,691.79,692.59
SIL,692.59,693.46
NOF,693.46,694.79
OLN,694.79,696.57
SIL,696.57,697.39
NOF,697.39,698.30
SIL,698.30,699.32
NOF,699.32,704.55
OLN,704.55,706.33
NOF,706.33,707.27
OLN,707.27,708.07
NOF,708.07,710.89
SIL,710.89,712.04
OLF,712.04,712.86
NOF,712.86,715.22
OLN,715.22,716.04
MAN,716.04,716.84
SIL,716.84,717.72
NOF,717.72,718.54
SIL,718.54,719.69
NOF,719.69,721.52
OLN,721.52,722.44
NOF,722.44,723.34
OLN,723.34,724.24
NOF,724.24,725.35
OLF,725.35,726.25
NOF,726.25,728.00
OLF,728.00,728.80
NOF,728.80,734.74
SIL,734.74,735.54
NOF,735.54,737.65
SIL,737.65,738.52
NOF,738.52,740.87
SIL,740.87,741.74
NOF,741.74,743.06
OLN,743.06,746.01
NOF,746.01,746.84
OLN,746.84,749.44
NOF,749.44,750.97
FAN,750.97,751.98
FAN,751.98,752.82
NOF,752.82,753.63
FAN,753.63,755.38
CHF,755.38,755.98
FAN,755.98,757.22
OLN,757.22,758.03
OLF,758.03,759.82
NOF,759.82,760.62
SIL,760.62,761.72
MAN,761.72,762.72
NOF,762.72,763.84
SIL,763.84,764.64
NOF,764.64,765.44
OLF,765.44,766.24
NOF,766.24,768.08
OLF,768.08,768.90
NOF,768.90,771.63
OLN,771.63,772.44
NOF,772.44,784.52
OLF,784.52,785.32
NOF,785.32,788.55
OLF,788.55,790.67
NOF,790.67,791.98
OLN,791.98,793.99
NOF,793.99,794.79
OLN,794.79,795.59
NOF,795.59,796.50
CHNSP,796.50,798.51
OLN,798.51,799.35
CHNNSP,799.35,803.30
NON,803.30,810.63
OLN,810.63,811.43
NON,811.43,815.04
OLN,815.04,815.85
NON,815.85,816.93
CHNSP,816.93,821.64
OLN,821.64,822.45
CHNSP,822.45,823.87
OLN,823.87,825.85
CHNSP,825.85,826.88
NON,826.88,833.57
CHNSP,833.57,835.21
OLN,835.21,836.01
CHNNSP,836.01,844.14
OLF,844.14,845.06
NOF,845.06,845.98
CHNNSP,845.98,846.61
NOF,846.61,847.55
CHNSP,847.55,849.30
NOF,849.30,853.21
CHNNSP,853.21,856.19
OLN,856.19,857.00
CHNSP,857.00,859.20
OLN,859.20,860.12
CHNSP,860.12,861.71
OLN,861.71,862.67
CHNNSP,862.67,865.15
NON,865.15,866.77
OLN,866.77,869.27
NON,869.27,875.77
OLN,875.77,876.72
NON,876.72,880.07
OLN,880.07,880.87
NON,880.87,884.14
OLN,884.14,885.24
NOF,885.24,886.41
OLN,886.41,887.21
NON,887.21,888.26
CHNSP,888.26,888.93
NOF,888.93,889.86
OLN,889.86,890.88
NON,890.88,891.77
OLF,891.77,892.57
NON,892.57,894.65
OLF,894.65,895.45
NOF,895.45,896.63
OLN,896.63,897.43
NON,897.43,900.80
FAN,900.80,901.90
NOF,901.90,904.51
CHNSP,904.51,905.19
OLN,905.19,907.24
NOF,907.24,908.38
CHNNSP,908.38,910.66
NON,910.66,913.77
OLN,913.77,914.72
CHNSP,914.72,915.72
NON,915.72,916.52
CHNNSP,916.52,922.97
NON,922.97,923.77
CHNSP,923.77,925.41
OLN,925.41,926.21
CHNSP,926.21,927.82
NON,927.82,928.62
CHNNSP,928.62,930.44
NON,930.44,931.55
CHNSP,931.55,933.58
NON,933.58,934.79
CHNSP,934.79,938.30
NON,938.30,939.41
OLN,939.41,940.35
NON,940.35,942.88
OLN,942.88,943.97
CHNNSP,943.97,947.40
OLN,947.40,948.61
NOF,948.61,949.51
OLF,949.51,950.33
NOF,950.33,951.16
OLN,951.16,952.04
NOF,952.04,952.99
OLN,952.99,953.98
NOF,953.98,956.69
FAN,956.69,957.72
OLN,957.72,959.97
NOF,959.97,962.28
OLF,962.28,963.08
NOF,963.08,963.88
OLN,963.88,965.02
NOF,965.02,967.45
OLN,967.45,969.20
CHNSP,969.20,972.03
NOF,972.03,973.22
OLN,973.22,974.18
CHNNSP,974.18,976.78
NON,976.78,980.03
OLN,980.03,980.83
NON,980.83,981.64
OLN,981.64,982.90
CHNSP,982.90,985.52
NON,985.52,986.81
CHNSP,986.81,987.57
NON,987.57,989.52
OLN,989.52,990.32
NON,990.32,991.39
CHNNSP,991.39,995.39
OLN,995.39,996.19
FAN,996.19,997.19
NON,997.19,998.24
OLN,998.24,1000.22
CHNSP,1000.22,1001.59
OLN,1001.59,1003.16
CXN,1003.16,1003.76
OLN,1003.76,1009.26
CHNNSP,1009.26,1009.88
OLN,1009.88,1011.28
NON,1011.28,1012.08
OLN,1012.08,1015.40
NON,1015.40,1016.21
CHNNSP,1016.21,1016.84
OLN,1016.84,1017.93
NON,1017.93,1018.83
CHNNSP,1018.83,1019.80
OLN,1019.80,1020.72
CHNNSP,1020.72,1021.32
OLN,1021.32,1022.26
CHNNSP,1022.26,1022.86
OLN,1022.86,1024.95
OLF,1024.95,1026.01
OLN,1026.01,1028.16
OLF,1028.16,1029.45
NOF,1029.45,1031.29
OLN,1031.29,1033.68
NON,1033.68,1034.59
TVN,1034.59,1036.31
OLN,1036.31,1037.28
NOF,1037.28,1038.90
OLF,1038.90,1039.70
CXN,1039.70,1040.54
OLF,1040.54,1043.32
CXN,1043.32,1044.12
OLN,1044.12,1044.92
FAF,1044.92,1045.52
MAF,1045.52,1046.52
NON,1046.52,1047.32
OLN,1047.32,1048.18
NOF,1048.18,1048.98
OLN,1048.98,1050.64
NOF,1050.64,1051.44
OLN,1051.44,1052.74
CXN,1052.74,1053.54
OLN,1053.54,1055.59
NOF,1055.59,1056.50
OLN,1056.50,1057.43
NON,1057.43,1059.67
OLN,1059.67,1060.58
NOF,1060.58,1061.48
CXF,1061.48,1062.59
MAF,1062.59,1063.99
OLN,1063.99,1064.86
NOF,1064.86,1065.99
OLF,1065.99,1067.14
NOF,1067.14,1068.59
OLN,1068.59,1069.42
NOF,1069.42,1070.58
OLF,1070.58,1071.38
NOF,1071.38,1075.07
OLN,1075.07,1075.87
NOF,1075.87,1076.88
OLN,1076.88,1079.67
CHNSP,1079.67,1080.44
OLN,1080.44,1081.24
OLF,1081.24,1083.32
OLN,1083.32,1088.33
CHNSP,1088.33,1090.88
NON,1090.88,1091.70
OLN,1091.70,1093.75
CHNNSP,1093.75,1094.90
OLN,1094.90,1096.90
NOF,1096.90,1097.74
OLN,1097.74,1098.55
TVN,1098.55,1099.55
OLN,1099.55,1100.35
FAN,1100.35,1101.56
OLN,1101.56,1104.36
CHNNSP,1104.36,1107.47
OLN,1107.47,1108.27
CHNSP,1108.27,1110.38
OLN,1110.38,1111.40
CHNSP,1111.40,1112.24
CXN,1112.24,1113.04
OLN,1113.04,1114.32
NON,1114.32,1115.13
OLN,1115.13,1116.19
NOF,1116.19,1117.74
OLN,1117.74,1118.54
CHNSP,1118.54,1119.14
OLN,1119.14,1120.51
CHNNSP,1120.51,1125.23
CHNNSP,1125.23,1126.32
CHNNSP,1126.32,1131.90
OLN,1131.90,1133.42
NOF,1133.42,1134.26
OLN,1134.26,1136.37
CHNSP,1136.37,1137.00
OLN,1137.00,1137.80
CHNNSP,1137.80,1138.40
OLN,1138.40,1139.36
CHNNSP,1139.36,1139.97
OLN,1139.97,1140.97
CHNNSP,1140.97,1141.57
OLN,1141.57,1142.38
CHNSP,1142.38,1143.69
OLN,1143.69,1144.99
CHNNSP,1144.99,1146.33
CHNSP,1146.33,1151.83
OLN,1151.83,1153.19
CHNSP,1153.19,1155.63
OLN,1155.63,1158.02
CHNNSP,1158.02,1159.15
OLN,1159.15,1160.36
CHNNSP,1160.36,1166.79
OLN,1166.79,1168.10
CHNSP,1168.10,1169.85
OLN,1169.85,1172.14
CHF,1172.14,1172.74
OLN,1172.74,1174.83
CHNSP,1174.83,1177.81
OLN,1177.81,1178.66
CHNNSP,1178.66,1179.26
OLN,1179.26,1180.75
NON,1180.75,1181.55
OLN,1181.55,1182.58
CHNNSP,1182.58,1183.18
OLN,1183.18,1186.33
CHNSP,1186.33,1186.93
CXN,1186.93,1188.07
OLN,1188.07,1189.60
CHNNSP,1189.60,1191.11
CXN,1191.11,1191.91
CHNNSP,1191.91,1192.51
OLN,1192.51,1193.33
CHNSP,1193.33,1194.96
OLN,1194.96,1197.21
NON,1197.21,1198.16
OLN,1198.16,1199.48
CHNNSP,1199.48,1202.68
OLN,1202.68,1203.48
CHNNSP,1203.48,1208.29
CHNNSP,1208.29,1209.29
OLN,1209.29,1210.42
CHNNSP,1210.42,1211.02
CHNNSP,1211.02,1212.14
CHNNSP,1212.14,1212.74
OLN,1212.74,1213.83
CHNNSP,1213.83,1214.43
OLN,1214.43,1215.42
NON,1215.42,1216.22
OLN,1216.22,1219.10
NOF,1219.10,1220.09
OLN,1220.09,1220.89
NOF,1220.89,1221.69
OLF,1221.69,1223.25
CXN,1223.25,1224.21
OLF,1224.21,1227.63
OLN,1227.63,1228.68
CHNNSP,1228.68,1230.28
OLN,1230.28,1231.87
CHNNSP,1231.87,1232.74
OLN,1232.74,1237.22
CHNSP,1237.22,1237.82
OLN,1237.82,1239.40
CHNSP,1239.40,1240.60
FAN,1240.60,1241.82
OLN,1241.82,1242.88
FAN,1242.88,1243.88
OLN,1243.88,1245.22
NOF,1245.22,1246.02
OLN,1246.02,1246.93
NON,1246.93,1247.76
CHNNSP,1247.76,1248.59
OLN,1248.59,1250.07
FAN,1250.07,1251.07
FAN,1251.07,1251.75
OLN,1251.75,1252.80
FAN,1252.80,1253.40
FAN,1253.40,1254.79
NOF,1254.79,1255.60
SIL,1255.60,1256.49
CHNNSP,1256.49,1257.10
NOF,1257.10,1258.04
CHNSP,1258.04,1258.65
SIL,1258.65,1259.45
NOF,1259.45,1261.22
SIL,1261.22,1262.02
FAN,1262.02,1263.02
NOF,1263.02,1264.00
FAN,1264.00,1265.47
NOF,1265.47,1266.60
FAN,1266.60,1267.96
NOF,1267.96,1268.86
CHNSP,1268.86,1270.20
SIL,1270.20,1271.62
FAN,1271.62,1273.53
SIL,1273.53,1274.69
NOF,1274.69,1277.23
FAN,1277.23,1278.63
SIL,1278.63,1280.07
NOF,1280.07,1281.38
SIL,1281.38,1282.73
NOF,1282.73,1284.63
FAN,1284.63,1287.00
NOF,1287.00,1289.08
OLN,1289.08,1290.16
FAN,1290.16,1290.76
NOF,1290.76,1292.49
FAN,1292.49,1293.97
NOF,1293.97,1295.98
FAN,1295.98,1296.73
MAF,1296.73,1297.80
SIL,1297.80,1299.65
NOF,1299.65,1300.92
SIL,1300.92,1301.72
NOF,1301.72,1306.17
SIL,1306.17,1306.97
OLF,1306.97,1307.77
FAN,1307.77,1308.77
NOF,1308.77,1312.86
OLN,1312.86,1313.98
NOF,1313.98,1317.94
SIL,1317.94,1318.77
NOF,1318.77,1319.62
FAN,1319.62,1321.77
OLN,1321.77,1322.78
FAN,1322.78,1323.78
OLF,1323.78,1325.52
NOF,1325.52,1326.67
OLF,1326.67,1327.48
NOF,1327.48,1328.30
OLF,1328.30,1329.11
FAN,1329.11,1331.43
NOF,1331.43,1333.03
OLN,1333.03,1333.86
NOF,1333.86,1335.03
FAN,1335.03,1336.03
OLN,1336.03,1337.68
NOF,1337.68,1339.04
FAN,1339.04,1339.64
CXN,1339.64,1340.55
OLN,1340.55,1341.70
NOF,1341.70,1343.10
FAN,1343.10,1345.35
OLN,1345.35,1347.49
NOF,1347.49,1348.34
FAN,1348.34,1349.34
OLF,1349.34,1350.14
OLN,1350.14,1352.89
FAN,1352.89,1353.68
OLN,1353.68,1354.69
CHNSP,1354.69,1355.39
OLN,1355.39,1356.49
CHNSP,1356.49,1357.63
FAN,1357.63,1358.92
OLN,1358.92,1359.83
FAN,1359.83,1362.06
NOF,1362.06,1363.49
FAN,1363.49,1365.09
NOF,1365.09,1365.89
FAN,1365.89,1366.89
SIL,1366.89,1367.71
NOF,1367.71,1368.85
FAN,1368.85,1370.02
NOF,1370.02,1371.76
SIL,1371.76,1372.56
FAN,1372.56,1373.37
SIL,1373.37,1374.26
OLF,1374.26,1375.06
FAF,1375.06,1376.29
SIL,1376.29,1377.81
CXN,1377.81,1378.42
OLF,1378.42,1380.34
OLN,1380.34,1381.14
FAN,1381.14,1383.12
CXN,1383.12,1383.72
TVF,1383.72,1384.79
OLN,1384.79,1386.04
SIL,1386.04,1386.95
FAN,1386.95,1387.96
CXF,1387.96,1389.05
FAN,1389.05,1390.62
TVN,1390.62,1391.69
CXF,1391.69,1392.89
CXN,1392.89,1394.02
NOF,1394.02,1394.96
SIL,1394.96,1395.99
CHNNSP,1395.99,1396.59
NOF,1396.59,1398.02
FAN,1398.02,1399.41
CXN,1399.41,1400.58
NOF,1400.58,1401.54
SIL,1401.54,1402.34
FAN,1402.34,1403.40
NOF,1403.40,1404.98
SIL,1404.98,1405.90
FAN,1405.90,1406.90
NOF,1406.90,1408.45
FAN,1408.45,1409.70
FAF,1409.70,1410.66
CXN,1410.66,1411.46
TVF,1411.46,1412.69
SIL,1412.69,1413.58
NOF,1413.58,1415.37
SIL,1415.37,1416.96
CHNSP,1416.96,1417.56
NOF,1417.56,1418.98
FAN,1418.98,1420.09
NOF,1420.09,1421.50
SIL,1421.50,1422.47
FAN,1422.47,1423.82
SIL,1423.82,1424.62
NOF,1424.62,1425.42
SIL,1425.42,1426.80
NOF,1426.80,1427.66
TVF,1427.66,1431.05
SIL,1431.05,1432.33
CXN,1432.33,1433.01
SIL,1433.01,1434.64
NOF,1434.64,1435.44
SIL,1435.44,1436.24
NOF,1436.24,1438.26
SIL,1438.26,1439.91
NOF,1439.91,1440.85
SIL,1440.85,1442.21
NOF,1442.21,1443.28
SIL,1443.28,1445.39
NOF,1445.39,1448.69
SIL,1448.69,1449.49
NOF,1449.49,1450.30
SIL,1450.30,1451.52
NOF,1451.52,1452.92
SIL,1452.92,1455.83
NOF,1455.83,1458.31
SIL,1458.31,1461.45
NOF,1461.45,1463.26
SIL,1463.26,1465.33
NOF,1465.33,1466.34
CXF,1466.34,1467.72
NOF,1467.72,1468.80
SIL,1468.80,1469.78
NOF,1469.78,1470.58
SIL,1470.58,1472.92
NOF,1472.92,1474.86
SIL,1474.86,1476.60
CXN,1476.60,1477.44
NOF,1477.44,1478.24
SIL,1478.24,1479.64
SIL,1479.64,1481.84
SIL,1481.84,1482.64
OLN,1482.64,1483.26
NOF,1483.26,1484.17
SIL,1484.17,1484.97
NOF,1484.97,1485.77
SIL,1485.77,1486.57
NOF,1486.57,1488.34
FAN,1488.34,1490.90
NOF,1490.90,1494.25
FAN,1494.25,1495.25
SIL,1495.25,1496.15
NOF,1496.15,1497.77
SIL,1497.77,1498.57
NOF,1498.57,1499.37
SIL,1499.37,1500.28
NOF,1500.28,1501.75
SIL,1501.75,1502.66
NOF,1502.66,1503.49
SIL,1503.49,1505.67
NOF,1505.67,1507.89
SIL,1507.89,1508.78
NON,1508.78,1510.83
TVF,1510.83,1512.80
NOF,1512.80,1514.99
CXN,1514.99,1515.79
TVF,1515.79,1516.79
FAN,1516.79,1520.15
OLN,1520.15,1520.95
NON,1520.95,1522.09
TVN,1522.09,1524.16
SIL,1524.16,1525.18
FAN,1525.18,1526.61
SIL,1526.61,1527.41
MAF,1527.41,1528.65
SIL,1528.65,1529.89
CHNSP,1529.89,1531.12
SIL,1531.12,1532.88
TVF,1532.88,1533.98
NOF,1533.98,1536.22
FAN,1536.22,1538.06
SIL,1538.06,1539.12
NOF,1539.12,1545.94
SIL,1545.94,1546.76
NOF,1546.76,1549.46
SIL,1549.46,1550.26
NOF,1550.26,1551.92
SIL,1551.92,1552.72
NOF,1552.72,1555.30
SIL,1555.30,1556.33
NOF,1556.33,1557.17
SIL,1557.17,1557.97
NOF,1557.97,1559.07
SIL,1559.07,1561.43
NOF,1561.43,1563.20
SIL,1563.20,1565.01
NOF,1565.01,1565.81
SIL,1565.81,1567.44
SIL,1567.44,1568.53
NOF,1568.53,1569.33
CHF,1569.33,1570.01
NOF,1570.01,1570.84
SIL,1570.84,1571.78
NON,1571.78,1572.68
FAN,1572.68,1574.07
SIL,1574.07,1575.25
NOF,1575.25,1578.40
SIL,1578.40,1579.20
NOF,1579.20,1582.05
SIL,1582.05,1582.96
TVN,1582.96,1583.96
SIL,1583.96,1584.82
NOF,1584.82,1586.92
SIL,1586.92,1587.90
NOF,1587.90,1590.05
SIL,1590.05,1591.68
NOF,1591.68,1596.21
TVF,1596.21,1597.26
SIL,1597.26,1598.39
NOF,1598.39,1600.31
SIL,1600.31,1602.79
NOF,1602.79,1603.76
SIL,1603.76,1604.56
NOF,1604.56,1608.08
CHNNSP,1608.08,1608.88
NOF,1608.88,1610.43
OLF,1610.43,1611.03
NOF,1611.03,1612.23
TVN,1612.23,1615.40
SIL,1615.40,1616.33
NOF,1616.33,1618.00
CHNSP,1618.00,1618.88
CXN,1618.88,1619.94
CXN,1619.94,1621.96
SIL,1621.96,1622.76
NOF,1622.76,1623.87
SIL,1623.87,1626.44
