segtype,startsec,endsec
CHNNSP,377.62,378.39
SIL,378.39,379.19
CXN,379.19,380.00
CHNNSP,380.00,380.90
TVN,380.90,381.70
TVN,381.70,382.70
CHNNSP,382.70,384.07
TVN,384.07,385.27
CHNNSP,385.27,386.32
TVF,386.32,387.16
SIL,387.16,389.03
FAF,389.03,390.27
TVF,390.27,391.07
TVN,391.07,392.07
CXN,392.07,392.98
CHNNSP,392.98,394.55
TVN,394.55,396.41
TVF,396.41,397.88
NOF,397.88,399.52
MAF,399.52,401.49
TVN,401.49,403.43
CHNSP,403.43,405.28
TVN,405.28,406.95
CXN,406.95,409.21
OLN,409.21,410.01
CXN,410.01,412.61
FAN,412.61,414.05
TVF,414.05,415.05
TVN,415.05,419.90
FAN,419.90,420.52
TVN,420.52,421.71
TVF,421.71,422.32
TVN,422.32,423.41
CHNSP,423.41,424.72
CXN,424.72,428.18
CHNNSP,428.18,430.77
CXN,430.77,431.84
TVN,431.84,433.99
SIL,433.99,435.16
SIL,435.16,436.19
CXN,436.19,438.33
CHNNSP,438.33,439.53
FAN,439.53,440.95
NOF,440.95,442.10
TVF,442.10,443.24
SIL,443.24,444.24
NON,444.24,448.44
TVN,448.44,450.70
NOF,450.70,451.51
TVN,451.51,453.90
SIL,453.90,454.87
CXN,454.87,455.67
CHNSP,455.67,457.54
TVN,457.54,460.41
TVN,460.41,464.65
TVN,464.65,465.50
SIL,465.50,466.68
CXN,466.68,467.48
CHNSP,467.48,468.10
TVF,468.10,468.96
TVF,468.96,471.64
SIL,471.64,472.82
CHNNSP,472.82,473.57
CXN,473.57,474.58
TVN,474.58,475.38
SIL,475.38,476.38
CHNNSP,476.38,477.43
CHNNSP,477.43,478.48
TVN,478.48,479.28
SIL,479.28,481.67
CHNNSP,481.67,483.39
TVN,483.39,486.80
CHNNSP,486.80,488.39
TVN,488.39,489.39
CHNNSP,489.39,489.99
TVN,489.99,491.02
TVN,491.02,491.82
CHNSP,491.82,492.57
TVN,492.57,493.74
TVF,493.74,494.54
TVN,494.54,496.43
TVN,496.43,497.23
TVN,497.23,498.67
TVN,498.67,501.12
TVN,501.12,504.65
TVN,504.65,505.92
TVN,505.92,507.30
TVN,507.30,508.57
TVN,508.57,509.95
TVN,509.95,511.11
TVN,511.11,512.32
TVN,512.32,513.55
TVN,513.55,518.01
TVF,518.01,519.72
CHNNSP,519.72,520.92
TVN,520.92,522.52
CXN,522.52,523.35
CHNSP,523.35,524.09
CHNNSP,524.09,524.89
CHNNSP,524.89,525.60
TVF,525.60,527.32
SIL,527.32,528.22
CHNSP,528.22,528.93
CXN,528.93,530.06
SIL,530.06,531.23
CXN,531.23,532.27
OLN,532.27,533.28
SIL,533.28,534.66
SIL,534.66,541.95
CHNNSP,541.95,542.56
CXN,542.56,543.87
TVN,543.87,544.94
CHNNSP,544.94,546.83
TVN,546.83,547.90
CHNSP,547.90,548.50
CXN,548.50,549.50
CHNNSP,549.50,551.98
SIL,551.98,552.79
TVN,552.79,557.78
CHNNSP,557.78,558.76
OLN,558.76,559.62
CHNNSP,559.62,560.39
MAN,560.39,561.39
TVN,561.39,562.39
CHNNSP,562.39,564.39
SIL,564.39,565.77
TVN,565.77,567.82
SIL,567.82,568.83
SIL,568.83,570.34
SIL,570.34,572.70
CHNSP,572.70,573.49
TVN,573.49,574.49
TVN,574.49,575.29
CHNNSP,575.29,577.34
SIL,577.34,578.53
CHNNSP,578.53,580.62
TVN,580.62,581.55
CHNNSP,581.55,582.61
MAF,582.61,583.61
TVN,583.61,586.68
FAN,586.68,587.68
CHNNSP,587.68,588.76
TVN,588.76,590.25
CHNNSP,590.25,592.22
SIL,592.22,593.02
CXN,593.02,593.62
TVF,593.62,595.39
CHF,595.39,596.02
TVF,596.02,596.83
TVN,596.83,598.17
TVN,598.17,599.08
FAF,599.08,600.89
TVN,600.89,602.96
TVF,602.96,603.97
TVN,603.97,605.48
CHNNSP,605.48,607.52
TVN,607.52,609.87
SIL,609.87,611.04
TVN,611.04,612.04
TVN,612.04,613.20
TVN,613.20,618.63
SIL,618.63,619.43
TVN,619.43,621.57
SIL,621.57,622.39
TVN,622.39,630.47
SIL,630.47,631.57
SIL,631.57,640.26
SIL,640.26,641.17
TVN,641.17,645.99
TVN,645.99,646.79
SIL,646.79,665.61
TVN,665.61,666.61
TVN,666.61,678.41
TVF,678.41,679.41
TVN,679.41,684.33
TVN,684.33,685.40
TVN,685.40,687.13
TVN,687.13,688.13
TVN,688.13,689.15
TVN,689.15,690.15
SIL,690.15,699.19
SIL,699.19,700.37
SIL,700.37,701.38
TVN,701.38,702.38
TVN,702.38,705.84
TVN,705.84,706.86
TVN,706.86,709.74
TVN,709.74,710.54
TVN,710.54,711.58
TVN,711.58,712.72
TVN,712.72,715.23
SIL,715.23,716.06
TVN,716.06,717.75
TVN,717.75,718.98
TVN,718.98,720.02
TVN,720.02,721.03
TVN,721.03,722.70
TVN,722.70,724.03
TVN,724.03,725.28
TVN,725.28,726.58
FAN,726.58,727.26
OLN,727.26,728.06
CHNNSP,728.06,729.10
TVN,729.10,730.47
CXN,730.47,731.27
OLN,731.27,732.03
TVN,732.03,733.03
TVN,733.03,734.05
TVN,734.05,739.65
SIL,739.65,740.45
TVN,740.45,742.02
TVN,742.02,743.11
TVN,743.11,747.39
CXN,747.39,748.49
TVN,748.49,751.62
CXN,751.62,752.44
CHNNSP,752.44,753.28
FAN,753.28,754.42
CHNNSP,754.42,755.54
FAN,755.54,756.56
TVN,756.56,757.36
TVN,757.36,758.45
TVN,758.45,759.58
CXN,759.58,760.62
TVN,760.62,762.86
TVN,762.86,763.86
TVN,763.86,766.45
TVN,766.45,767.70
SIL,767.70,769.82
TVF,769.82,770.89
TVN,770.89,771.49
TVN,771.49,772.64
TVN,772.64,773.74
TVN,773.74,774.74
CXN,774.74,776.05
SIL,776.05,777.26
FAN,777.26,778.50
CHNNSP,778.50,779.63
TVN,779.63,781.05
CXF,781.05,781.86
TVN,781.86,783.19
TVN,783.19,785.86
SIL,785.86,787.07
FAF,787.07,789.11
TVF,789.11,790.11
TVN,790.11,791.33
TVF,791.33,792.25
TVN,792.25,793.55
FAF,793.55,794.87
TVN,794.87,796.84
TVN,796.84,797.97
TVF,797.97,799.01
SIL,799.01,799.84
SIL,799.84,800.85
FAN,800.85,801.99
TVN,801.99,803.25
TVN,803.25,804.28
OLN,804.28,805.08
TVN,805.08,806.53
CXN,806.53,807.33
OLN,807.33,808.43
CXN,808.43,809.25
OLN,809.25,810.05
TVN,810.05,811.05
TVN,811.05,812.60
TVN,812.60,813.55
TVN,813.55,815.29
FAN,815.29,816.29
CXN,816.29,817.10
TVN,817.10,818.10
TVF,818.10,819.15
TVN,819.15,820.15
MAN,820.15,821.44
TVN,821.44,822.81
CXN,822.81,824.28
TVN,824.28,825.55
TVN,825.55,827.06
CXN,827.06,827.92
OLN,827.92,828.72
CHNNSP,828.72,830.01
OLN,830.01,830.89
TVN,830.89,832.18
CXN,832.18,832.98
TVN,832.98,833.83
CXN,833.83,835.29
TVN,835.29,839.49
TVN,839.49,840.49
CHNNSP,840.49,841.74
TVN,841.74,844.93
TVN,844.93,846.44
FAN,846.44,847.46
CHNNSP,847.46,849.49
MAN,849.49,850.75
TVN,850.75,855.12
FAN,855.12,856.12
TVN,856.12,857.16
FAN,857.16,858.18
OLN,858.18,859.00
MAN,859.00,860.00
FAN,860.00,861.00
TVN,861.00,862.10
FAN,862.10,863.35
OLN,863.35,864.16
FAN,864.16,867.28
TVF,867.28,868.38
CHNNSP,868.38,869.06
OLN,869.06,870.24
TVN,870.24,871.29
CHNNSP,871.29,873.04
CXF,873.04,874.05
TVF,874.05,874.87
TVN,874.87,875.95
TVN,875.95,877.35
TVN,877.35,878.83
TVN,878.83,879.83
TVN,879.83,880.92
TVN,880.92,882.61
TVN,882.61,883.62
TVN,883.62,884.43
TVN,884.43,885.46
CXN,885.46,886.34
CHNNSP,886.34,887.46
TVN,887.46,892.54
NON,892.54,893.34
TVN,893.34,894.34
NOF,894.34,895.17
SIL,895.17,898.84
CXN,898.84,902.03
CHNSP,902.03,903.42
OLN,903.42,904.58
TVN,904.58,905.58
CHNSP,905.58,906.18
SIL,906.18,907.92
TVF,907.92,909.15
TVN,909.15,911.04
SIL,911.04,912.03
TVN,912.03,913.08
TVF,913.08,914.09
SIL,914.09,916.91
TVN,916.91,917.97
TVN,917.97,922.13
CXN,922.13,923.05
FAN,923.05,924.92
TVN,924.92,932.74
TVN,932.74,933.74
TVN,933.74,937.42
TVN,937.42,938.32
TVN,938.32,939.67
CXF,939.67,940.47
TVN,940.47,941.50
CXN,941.50,944.12
MAF,944.12,945.13
TVN,945.13,946.14
TVN,946.14,947.14
TVN,947.14,948.47
TVN,948.47,949.60
TVN,949.60,951.67
TVN,951.67,952.27
TVN,952.27,953.56
CXN,953.56,954.36
OLN,954.36,954.96
CXF,954.96,956.04
OLN,956.04,957.06
TVN,957.06,959.27
CXN,959.27,960.02
TVN,960.02,961.18
CHNNSP,961.18,962.34
TVN,962.34,964.51
TVF,964.51,966.08
CHNSP,966.08,967.16
SIL,967.16,968.56
TVN,968.56,969.56
CHNNSP,969.56,970.52
TVN,970.52,971.52
CXN,971.52,972.32
TVN,972.32,973.32
OLF,973.32,974.12
SIL,974.12,975.10
TVF,975.10,975.96
TVN,975.96,976.96
TVF,976.96,978.04
TVN,978.04,979.28
TVN,979.28,980.30
TVN,980.30,981.94
TVF,981.94,982.96
OLN,982.96,984.50
NON,984.50,985.37
TVF,985.37,986.37
CXN,986.37,987.17
CXN,987.17,987.85
NON,987.85,988.65
TVF,988.65,989.65
TVF,989.65,991.71
TVF,991.71,992.71
SIL,992.71,993.59
CXN,993.59,994.19
CXN,994.19,994.99
CHNNSP,994.99,995.68
TVN,995.68,997.28
CXN,997.28,998.56
CHNNSP,998.56,1000.35
OLN,1000.35,1001.15
NON,1001.15,1003.45
CXN,1003.45,1004.29
CXN,1004.29,1005.31
CXN,1005.31,1006.26
OLN,1006.26,1007.33
CXN,1007.33,1009.30
OLN,1009.30,1012.59
MAF,1012.59,1013.61
CXN,1013.61,1014.48
OLN,1014.48,1016.70
CXN,1016.70,1019.71
FAN,1019.71,1020.71
NOF,1020.71,1024.88
FAN,1024.88,1025.88
NOF,1025.88,1027.43
SIL,1027.43,1028.23
NOF,1028.23,1029.84
MAN,1029.84,1031.04
TVN,1031.04,1032.30
MAF,1032.30,1033.36
FAN,1033.36,1034.36
MAF,1034.36,1035.30
SIL,1035.30,1036.11
NOF,1036.11,1039.78
SIL,1039.78,1040.89
NOF,1040.89,1041.69
FAF,1041.69,1042.69
NOF,1042.69,1047.71
SIL,1047.71,1048.51
NOF,1048.51,1056.78
SIL,1056.78,1058.21
SIL,1058.21,1059.91
TVF,1059.91,1061.08
TVN,1061.08,1062.13
MAN,1062.13,1063.30
TVF,1063.30,1064.30
TVN,1064.30,1065.10
SIL,1065.10,1066.10
TVF,1066.10,1067.95
CHF,1067.95,1068.64
TVF,1068.64,1069.44
TVN,1069.44,1070.44
OLN,1070.44,1071.44
TVF,1071.44,1072.25
SIL,1072.25,1073.05
NOF,1073.05,1074.20
FAF,1074.20,1075.35
SIL,1075.35,1076.15
NOF,1076.15,1077.60
OLF,1077.60,1079.42
NOF,1079.42,1080.30
OLN,1080.30,1081.35
MAN,1081.35,1083.07
SIL,1083.07,1083.96
OLF,1083.96,1085.63
NOF,1085.63,1087.68
OLF,1087.68,1088.48
NOF,1088.48,1092.14
CHF,1092.14,1092.76
NOF,1092.76,1094.14
SIL,1094.14,1094.94
NOF,1094.94,1095.92
SIL,1095.92,1096.91
TVF,1096.91,1097.71
SIL,1097.71,1098.51
NOF,1098.51,1100.98
CHNNSP,1100.98,1101.76
NOF,1101.76,1103.07
OLN,1103.07,1103.95
TVF,1103.95,1105.06
CHNSP,1105.06,1105.66
OLN,1105.66,1106.59
NOF,1106.59,1107.85
OLN,1107.85,1108.70
NOF,1108.70,1112.25
SIL,1112.25,1113.85
NOF,1113.85,1115.10
SIL,1115.10,1115.90
SIL,1115.90,1117.21
NOF,1117.21,1120.59
SIL,1120.59,1121.39
SIL,1121.39,1122.39
SIL,1122.39,1123.23
SIL,1123.23,1125.64
MAN,1125.64,1128.35
SIL,1128.35,1129.45
FAF,1129.45,1130.60
MAN,1130.60,1136.33
TVF,1136.33,1138.06
MAN,1138.06,1141.19
TVF,1141.19,1142.65
SIL,1142.65,1144.06
TVN,1144.06,1145.71
SIL,1145.71,1146.82
MAN,1146.82,1149.59
SIL,1149.59,1153.25
SIL,1153.25,1154.39
MAN,1154.39,1155.98
TVF,1155.98,1157.02
FAN,1157.02,1158.08
OLN,1158.08,1159.13
NOF,1159.13,1160.90
OLF,1160.90,1162.23
FAN,1162.23,1162.83
SIL,1162.83,1163.63
NOF,1163.63,1165.73
OLF,1165.73,1166.63
FAN,1166.63,1167.63
OLN,1167.63,1168.65
MAN,1168.65,1169.66
TVF,1169.66,1171.11
MAF,1171.11,1172.11
NOF,1172.11,1173.27
MAN,1173.27,1174.44
NOF,1174.44,1175.34
FAN,1175.34,1177.28
MAF,1177.28,1178.34
NOF,1178.34,1180.04
MAN,1180.04,1181.06
NOF,1181.06,1181.87
FAN,1181.87,1182.87
OLF,1182.87,1183.91
NOF,1183.91,1193.61
OLN,1193.61,1194.53
NOF,1194.53,1200.54
SIL,1200.54,1202.78
CHNSP,1202.78,1203.38
NOF,1203.38,1204.54
SIL,1204.54,1205.35
NOF,1205.35,1206.98
SIL,1206.98,1207.84
TVF,1207.84,1209.26
SIL,1209.26,1211.53
NOF,1211.53,1212.72
OLN,1212.72,1213.90
NOF,1213.90,1215.39
OLN,1215.39,1216.25
NOF,1216.25,1219.01
OLN,1219.01,1221.59
NOF,1221.59,1223.78
OLN,1223.78,1224.58
NON,1224.58,1225.41
OLN,1225.41,1226.63
NOF,1226.63,1227.74
OLF,1227.74,1228.54
NON,1228.54,1229.67
OLF,1229.67,1230.51
NOF,1230.51,1236.97
OLN,1236.97,1237.81
NOF,1237.81,1238.71
OLF,1238.71,1240.08
SIL,1240.08,1240.88
TVF,1240.88,1242.89
OLN,1242.89,1243.69
OLF,1243.69,1244.49
OLN,1244.49,1245.29
NOF,1245.29,1246.09
OLN,1246.09,1246.92
NOF,1246.92,1249.06
OLN,1249.06,1250.71
CXN,1250.71,1251.52
NOF,1251.52,1252.97
SIL,1252.97,1253.77
NOF,1253.77,1258.59
SIL,1258.59,1259.46
SIL,1259.46,1262.16
CXF,1262.16,1262.76
TVN,1262.76,1263.56
CHNNSP,1263.56,1264.16
SIL,1264.16,1265.67
CHF,1265.67,1266.35
SIL,1266.35,1267.48
FAN,1267.48,1268.74
SIL,1268.74,1269.54
FAN,1269.54,1270.54
CHNNSP,1270.54,1271.36
CXN,1271.36,1272.33
CHNNSP,1272.33,1273.84
SIL,1273.84,1274.64
CHNNSP,1274.64,1275.97
TVF,1275.97,1276.77
FAN,1276.77,1277.90
CHNSP,1277.90,1279.17
FAN,1279.17,1281.28
OLN,1281.28,1282.10
SIL,1282.10,1285.87
SIL,1285.87,1287.10
SIL,1287.10,1288.16
SIL,1288.16,1289.35
CXF,1289.35,1289.95
SIL,1289.95,1291.09
TVF,1291.09,1292.06
SIL,1292.06,1292.91
NOF,1292.91,1296.34
SIL,1296.34,1297.14
SIL,1297.14,1298.57
SIL,1298.57,1299.58
TVN,1299.58,1300.77
SIL,1300.77,1302.21
SIL,1302.21,1304.00
SIL,1304.00,1304.80
SIL,1304.80,1310.21
SIL,1310.21,1311.03
SIL,1311.03,1312.99
TVF,1312.99,1313.79
SIL,1313.79,1315.00
TVF,1315.00,1316.40
TVN,1316.40,1317.46
SIL,1317.46,1318.57
TVF,1318.57,1319.70
SIL,1319.70,1320.50
SIL,1320.50,1321.66
SIL,1321.66,1322.46
TVN,1322.46,1325.56
TVN,1325.56,1326.49
SIL,1326.49,1328.00
SIL,1328.00,1328.83
SIL,1328.83,1330.55
SIL,1330.55,1331.36
SIL,1331.36,1333.39
SIL,1333.39,1334.95
TVN,1334.95,1336.34
SIL,1336.34,1338.15
NOF,1338.15,1340.19
SIL,1340.19,1341.35
FAN,1341.35,1343.95
SIL,1343.95,1344.87
FAN,1344.87,1345.92
SIL,1345.92,1347.02
SIL,1347.02,1348.50
CXN,1348.50,1349.56
SIL,1349.56,1350.37
SIL,1350.37,1351.79
FAN,1351.79,1353.05
TVN,1353.05,1353.85
FAN,1353.85,1354.85
SIL,1354.85,1356.00
CHNSP,1356.00,1356.76
FAN,1356.76,1358.17
SIL,1358.17,1362.88
SIL,1362.88,1364.12
SIL,1364.12,1365.25
SIL,1365.25,1366.05
SIL,1366.05,1367.98
SIL,1367.98,1368.95
SIL,1368.95,1370.19
SIL,1370.19,1370.99
SIL,1370.99,1373.56
SIL,1373.56,1374.43
TVN,1374.43,1375.43
SIL,1375.43,1376.24
SIL,1376.24,1378.30
FAF,1378.30,1378.90
SIL,1378.90,1380.76
SIL,1380.76,1383.27
SIL,1383.27,1384.22
SIL,1384.22,1385.47
SIL,1385.47,1386.41
SIL,1386.41,1387.41
SIL,1387.41,1388.23
SIL,1388.23,1393.61
SIL,1393.61,1394.84
SIL,1394.84,1395.89
SIL,1395.89,1397.24
SIL,1397.24,1398.24
SIL,1398.24,1399.70
SIL,1399.70,1400.75
SIL,1400.75,1401.79
SIL,1401.79,1405.63
SIL,1405.63,1408.06
SIL,1408.06,1409.09
SIL,1409.09,1410.08
SIL,1410.08,1413.50
SIL,1413.50,1414.30
SIL,1414.30,1415.79
SIL,1415.79,1416.81
SIL,1416.81,1417.85
SIL,1417.85,1418.65
SIL,1418.65,1421.92
SIL,1421.92,1423.67
TVN,1423.67,1427.13
SIL,1427.13,1427.95
SIL,1427.95,1429.14
SIL,1429.14,1430.06
TVN,1430.06,1432.22
SIL,1432.22,1433.78
SIL,1433.78,1434.58
SIL,1434.58,1436.72
FAN,1436.72,1438.85
TVN,1438.85,1439.85
FAN,1439.85,1441.11
SIL,1441.11,1442.12
SIL,1442.12,1443.07
CXN,1443.07,1443.87
SIL,1443.87,1445.16
FAN,1445.16,1446.27
TVN,1446.27,1447.74
SIL,1447.74,1448.54
TVF,1448.54,1449.54
SIL,1449.54,1451.42
SIL,1451.42,1452.55
CXN,1452.55,1453.35
CHNNSP,1453.35,1454.32
SIL,1454.32,1456.95
SIL,1456.95,1457.88
TVF,1457.88,1458.71
SIL,1458.71,1460.75
NOF,1460.75,1463.69
SIL,1463.69,1464.92
TVF,1464.92,1465.73
TVN,1465.73,1467.43
NOF,1467.43,1469.58
OLF,1469.58,1470.38
TVF,1470.38,1471.73
SIL,1471.73,1472.84
SIL,1472.84,1473.67
FAN,1473.67,1474.67
NOF,1474.67,1475.75
OLN,1475.75,1476.55
NOF,1476.55,1478.03
SIL,1478.03,1478.88
TVF,1478.88,1481.95
CHNSP,1481.95,1483.19
TVF,1483.19,1485.05
TVN,1485.05,1486.20
SIL,1486.20,1487.05
SIL,1487.05,1488.05
SIL,1488.05,1489.06
SIL,1489.06,1490.09
CHNNSP,1490.09,1490.83
NOF,1490.83,1494.51
OLN,1494.51,1495.43
NOF,1495.43,1496.70
SIL,1496.70,1497.50
TVN,1497.50,1498.34
SIL,1498.34,1500.35
SIL,1500.35,1501.85
SIL,1501.85,1504.04
SIL,1504.04,1504.84
SIL,1504.84,1506.13
NOF,1506.13,1507.30
FAN,1507.30,1508.30
TVF,1508.30,1509.12
TVN,1509.12,1510.49
TVF,1510.49,1511.51
SIL,1511.51,1512.73
SIL,1512.73,1513.53
TVN,1513.53,1516.32
SIL,1516.32,1517.12
TVN,1517.12,1518.69
CXN,1518.69,1519.69
CXN,1519.69,1520.38
SIL,1520.38,1521.60
SIL,1521.60,1522.55
NOF,1522.55,1523.42
SIL,1523.42,1525.82
SIL,1525.82,1526.62
SIL,1526.62,1527.62
SIL,1527.62,1528.97
TVN,1528.97,1530.24
SIL,1530.24,1531.04
SIL,1531.04,1532.06
NOF,1532.06,1538.87
SIL,1538.87,1540.08
SIL,1540.08,1540.95
TVN,1540.95,1543.40
CHF,1543.40,1544.00
SIL,1544.00,1544.80
TVN,1544.80,1545.80
FAN,1545.80,1546.95
TVN,1546.95,1547.97
SIL,1547.97,1548.77
TVN,1548.77,1550.07
TVN,1550.07,1551.07
SIL,1551.07,1553.22
TVN,1553.22,1554.85
SIL,1554.85,1557.23
NOF,1557.23,1560.30
SIL,1560.30,1562.37
NOF,1562.37,1563.17
SIL,1563.17,1564.06
NOF,1564.06,1565.22
SIL,1565.22,1567.18
NOF,1567.18,1569.04
SIL,1569.04,1570.35
NOF,1570.35,1571.16
SIL,1571.16,1572.86
NOF,1572.86,1573.66
SIL,1573.66,1577.94
OLF,1577.94,1578.74
SIL,1578.74,1580.39
NOF,1580.39,1581.47
MAN,1581.47,1582.59
CXN,1582.59,1583.39
NOF,1583.39,1584.45
OLN,1584.45,1586.46
NOF,1586.46,1587.95
SIL,1587.95,1588.77
NOF,1588.77,1589.80
MAN,1589.80,1590.93
OLF,1590.93,1591.87
MAN,1591.87,1592.67
SIL,1592.67,1593.79
NOF,1593.79,1595.46
CXN,1595.46,1597.27
