segtype,startsec,endsec
SIL,5569.15,5570.24
SIL,5570.24,5571.04
TVF,5571.04,5572.04
NOF,5572.04,5573.11
TVF,5573.11,5574.21
NOF,5574.21,5575.18
SIL,5575.18,5576.55
SIL,5576.55,5578.41
NOF,5578.41,5579.32
SIL,5579.32,5580.93
TVF,5580.93,5584.33
NOF,5584.33,5585.13
TVF,5585.13,5586.13
NOF,5586.13,5586.93
SIL,5586.93,5589.45
SIL,5589.45,5590.27
TVF,5590.27,5591.27
SIL,5591.27,5592.07
SIL,5592.07,5594.42
FAF,5594.42,5595.29
TVF,5595.29,5596.60
SIL,5596.60,5597.88
SIL,5597.88,5598.96
NOF,5598.96,5599.56
TVF,5599.56,5603.49
SIL,5603.49,5604.30
TVF,5604.30,5607.17
NOF,5607.17,5608.93
SIL,5608.93,5609.76
TVF,5609.76,5611.23
NOF,5611.23,5612.03
TVF,5612.03,5613.03
SIL,5613.03,5613.87
OLF,5613.87,5616.17
SIL,5616.17,5619.89
SIL,5619.89,5620.94
NOF,5620.94,5623.08
TVF,5623.08,5624.52
NOF,5624.52,5625.51
SIL,5625.51,5626.57
OLF,5626.57,5628.26
TVF,5628.26,5629.28
NOF,5629.28,5630.14
SIL,5630.14,5631.87
NOF,5631.87,5632.70
SIL,5632.70,5634.57
SIL,5634.57,5635.91
TVF,5635.91,5637.61
NOF,5637.61,5638.63
TVF,5638.63,5639.63
NOF,5639.63,5640.68
TVF,5640.68,5646.53
MAF,5646.53,5647.71
SIL,5647.71,5648.51
TVF,5648.51,5649.65
NOF,5649.65,5651.00
SIL,5651.00,5651.85
NOF,5651.85,5652.74
SIL,5652.74,5657.19
SIL,5657.19,5658.00
NOF,5658.00,5659.54
SIL,5659.54,5660.79
NOF,5660.79,5663.58
TVF,5663.58,5666.77
NOF,5666.77,5667.83
SIL,5667.83,5669.58
TVF,5669.58,5670.78
SIL,5670.78,5671.79
NOF,5671.79,5673.98
TVF,5673.98,5674.98
CHF,5674.98,5675.78
SIL,5675.78,5676.97
SIL,5676.97,5679.63
SIL,5679.63,5680.80
NOF,5680.80,5682.13
TVF,5682.13,5683.34
CHNSP,5683.34,5683.95
NOF,5683.95,5684.79
FAF,5684.79,5685.52
SIL,5685.52,5686.36
NOF,5686.36,5688.29
SIL,5688.29,5689.58
NOF,5689.58,5693.14
OLN,5693.14,5693.94
CXN,5693.94,5694.91
NOF,5694.91,5695.71
OLN,5695.71,5696.70
CXN,5696.70,5697.50
FAF,5697.50,5698.70
FAN,5698.70,5700.09
OLN,5700.09,5701.21
CHNSP,5701.21,5701.92
FAN,5701.92,5702.85
CXN,5702.85,5704.59
CXN,5704.59,5705.62
FAN,5705.62,5706.62
CXN,5706.62,5707.42
CXN,5707.42,5708.63
CXN,5708.63,5709.53
FAN,5709.53,5715.89
OLN,5715.89,5716.70
FAN,5716.70,5721.72
TVF,5721.72,5722.72
FAN,5722.72,5724.13
TVF,5724.13,5725.40
NON,5725.40,5726.00
SIL,5726.00,5727.13
FAN,5727.13,5728.26
CHF,5728.26,5729.06
FAN,5729.06,5730.66
NON,5730.66,5731.50
CXN,5731.50,5732.36
OLN,5732.36,5733.40
CHNSP,5733.40,5735.07
CHNSP,5735.07,5735.67
CHNSP,5735.67,5736.74
OLN,5736.74,5737.54
CHNSP,5737.54,5738.57
CHNSP,5738.57,5739.17
OLN,5739.17,5740.02
CHNSP,5740.02,5741.03
FAN,5741.03,5742.03
OLN,5742.03,5745.28
NOF,5745.28,5746.32
FAN,5746.32,5747.32
OLN,5747.32,5748.62
NON,5748.62,5749.63
CHNSP,5749.63,5750.23
OLN,5750.23,5751.55
FAN,5751.55,5752.78
NOF,5752.78,5753.58
FAN,5753.58,5755.02
NOF,5755.02,5756.07
CHNSP,5756.07,5757.70
OLN,5757.70,5759.36
NON,5759.36,5761.42
OLN,5761.42,5763.77
FAN,5763.77,5764.77
OLN,5764.77,5766.30
NON,5766.30,5767.10
CHNSP,5767.10,5768.27
OLF,5768.27,5769.09
FAN,5769.09,5773.55
FAN,5773.55,5774.46
NOF,5774.46,5775.33
FAN,5775.33,5778.72
MAF,5778.72,5779.72
FAN,5779.72,5783.54
NOF,5783.54,5784.34
FAN,5784.34,5785.34
OLF,5785.34,5786.14
FAN,5786.14,5787.14
OLN,5787.14,5788.10
FAN,5788.10,5790.07
CXF,5790.07,5790.93
FAN,5790.93,5793.12
NOF,5793.12,5794.38
FAN,5794.38,5796.99
SIL,5796.99,5798.08
CHNNSP,5798.08,5800.67
CHNSP,5800.67,5801.60
CHNSP,5801.60,5804.83
SIL,5804.83,5805.68
FAN,5805.68,5807.64
CHNNSP,5807.64,5808.24
FAN,5808.24,5812.81
CHNNSP,5812.81,5813.54
FAN,5813.54,5815.43
CHNNSP,5815.43,5816.44
FAN,5816.44,5817.94
CHF,5817.94,5818.80
FAN,5818.80,5819.80
MAF,5819.80,5820.80
FAN,5820.80,5822.79
FAN,5822.79,5823.41
FAN,5823.41,5824.93
FAN,5824.93,5825.55
FAN,5825.55,5826.68
FAN,5826.68,5827.28
FAN,5827.28,5829.70
NON,5829.70,5831.16
OLN,5831.16,5831.96
NOF,5831.96,5835.54
FAN,5835.54,5839.52
NOF,5839.52,5840.32
CHNSP,5840.32,5841.92
CHNNSP,5841.92,5842.53
FAN,5842.53,5843.57
TVF,5843.57,5844.73
CHNSP,5844.73,5845.63
FAN,5845.63,5847.63
CHNSP,5847.63,5848.38
FAN,5848.38,5849.95
SIL,5849.95,5850.76
FAN,5850.76,5851.76
TVN,5851.76,5852.76
NOF,5852.76,5853.56
FAN,5853.56,5855.11
CHNSP,5855.11,5855.71
CHNSP,5855.71,5856.87
SIL,5856.87,5858.08
TVF,5858.08,5860.12
FAN,5860.12,5866.01
OLN,5866.01,5866.89
FAN,5866.89,5869.81
NOF,5869.81,5870.61
FAN,5870.61,5873.92
TVF,5873.92,5875.89
FAF,5875.89,5876.91
SIL,5876.91,5878.06
FAF,5878.06,5878.80
SIL,5878.80,5879.71
FAN,5879.71,5880.71
NON,5880.71,5881.89
OLN,5881.89,5882.99
FAN,5882.99,5886.07
OLF,5886.07,5887.18
FAN,5887.18,5888.18
NOF,5888.18,5888.98
SIL,5888.98,5889.78
FAF,5889.78,5893.57
NOF,5893.57,5898.54
FAN,5898.54,5900.98
OLN,5900.98,5902.12
FAN,5902.12,5903.26
NON,5903.26,5904.08
OLN,5904.08,5905.01
NOF,5905.01,5906.39
FAN,5906.39,5907.78
CHNSP,5907.78,5908.82
CHNSP,5908.82,5909.59
OLN,5909.59,5910.39
CHNSP,5910.39,5910.99
OLN,5910.99,5911.79
CHNSP,5911.79,5912.67
NOF,5912.67,5913.47
CHNSP,5913.47,5914.15
OLN,5914.15,5919.33
CHNSP,5919.33,5920.51
CHNSP,5920.51,5921.79
OLF,5921.79,5922.59
CHNSP,5922.59,5923.91
NOF,5923.91,5924.85
CHNSP,5924.85,5925.57
OLN,5925.57,5926.53
CHNSP,5926.53,5927.21
FAN,5927.21,5928.46
FAN,5928.46,5929.33
OLN,5929.33,5930.66
NOF,5930.66,5931.84
FAN,5931.84,5933.50
OLN,5933.50,5934.93
SIL,5934.93,5936.06
TVF,5936.06,5937.06
FAN,5937.06,5941.49
TVF,5941.49,5942.82
FAN,5942.82,5943.86
FAN,5943.86,5946.53
OLN,5946.53,5947.44
NON,5947.44,5948.32
FAN,5948.32,5950.12
FAN,5950.12,5950.77
FAN,5950.77,5952.12
CHF,5952.12,5952.92
FAN,5952.92,5954.73
OLN,5954.73,5955.53
FAN,5955.53,5960.88
OLN,5960.88,5962.39
FAN,5962.39,5963.29
FAN,5963.29,5965.89
OLN,5965.89,5966.69
FAN,5966.69,5967.77
CHNSP,5967.77,5968.43
FAN,5968.43,5969.57
FAN,5969.57,5970.36
FAN,5970.36,5971.96
FAN,5971.96,5972.59
FAN,5972.59,5973.68
CHNSP,5973.68,5974.28
CHNSP,5974.28,5975.80
CHNNSP,5975.80,5976.57
FAN,5976.57,5979.41
TVF,5979.41,5980.41
FAN,5980.41,5982.91
OLN,5982.91,5983.72
FAN,5983.72,5985.77
MAF,5985.77,5986.57
FAN,5986.57,5992.42
CHNSP,5992.42,5993.02
FAN,5993.02,5995.40
CHNSP,5995.40,5996.05
FAN,5996.05,5997.43
FAN,5997.43,5998.17
FAN,5998.17,5999.29
NOF,5999.29,6000.12
CHNSP,6000.12,6001.15
FAN,6001.15,6003.21
FAN,6003.21,6003.85
FAN,6003.85,6005.86
OLN,6005.86,6006.66
CHNSP,6006.66,6007.66
OLN,6007.66,6009.37
NOF,6009.37,6010.17
OLN,6010.17,6011.00
FAN,6011.00,6013.10
NOF,6013.10,6013.95
CHNSP,6013.95,6014.56
FAN,6014.56,6015.63
TVF,6015.63,6016.63
FAN,6016.63,6018.00
NON,6018.00,6019.04
FAN,6019.04,6019.64
NOF,6019.64,6021.63
FAN,6021.63,6023.29
OLF,6023.29,6024.11
FAN,6024.11,6025.21
OLF,6025.21,6026.09
FAN,6026.09,6028.15
NOF,6028.15,6029.26
FAN,6029.26,6032.85
NOF,6032.85,6033.91
FAF,6033.91,6036.03
SIL,6036.03,6036.83
CHNSP,6036.83,6038.57
NON,6038.57,6040.19
FAN,6040.19,6042.72
OLN,6042.72,6044.82
NOF,6044.82,6045.62
FAN,6045.62,6046.76
TVF,6046.76,6047.76
FAN,6047.76,6049.11
OLF,6049.11,6049.91
NOF,6049.91,6050.71
FAN,6050.71,6051.71
NOF,6051.71,6053.49
SIL,6053.49,6054.29
FAN,6054.29,6056.02
TVN,6056.02,6056.71
FAN,6056.71,6058.10
SIL,6058.10,6059.17
FAN,6059.17,6061.76
SIL,6061.76,6062.56
FAN,6062.56,6063.22
FAN,6063.22,6064.92
TVN,6064.92,6067.02
FAN,6067.02,6069.23
CHNSP,6069.23,6070.21
NOF,6070.21,6072.31
CHF,6072.31,6073.13
TVF,6073.13,6074.60
FAN,6074.60,6076.78
FAN,6076.78,6077.41
FAN,6077.41,6079.32
FAN,6079.32,6080.01
FAN,6080.01,6081.36
CHNSP,6081.36,6081.96
FAN,6081.96,6083.35
CHNNSP,6083.35,6084.17
FAN,6084.17,6085.36
CHNSP,6085.36,6086.28
FAN,6086.28,6091.82
NOF,6091.82,6092.74
FAN,6092.74,6093.74
NOF,6093.74,6094.58
FAN,6094.58,6096.20
NOF,6096.20,6097.95
FAN,6097.95,6098.98
FAN,6098.98,6099.60
FAN,6099.60,6104.33
OLN,6104.33,6105.85
FAN,6105.85,6108.56
TVF,6108.56,6109.38
FAN,6109.38,6112.09
NOF,6112.09,6112.94
FAN,6112.94,6117.05
FAN,6117.05,6117.65
OLN,6117.65,6118.59
FAN,6118.59,6120.14
TVF,6120.14,6120.74
FAN,6120.74,6122.93
OLN,6122.93,6123.79
FAN,6123.79,6125.94
FAN,6125.94,6126.60
FAN,6126.60,6128.87
SIL,6128.87,6129.97
FAN,6129.97,6131.12
SIL,6131.12,6132.51
FAN,6132.51,6134.33
NOF,6134.33,6135.23
FAN,6135.23,6137.06
CHNSP,6137.06,6137.69
FAN,6137.69,6142.30
CHNNSP,6142.30,6143.57
CXN,6143.57,6144.38
FAN,6144.38,6146.31
FAF,6146.31,6147.11
FAN,6147.11,6150.43
NOF,6150.43,6152.68
FAN,6152.68,6153.87
SIL,6153.87,6154.88
FAN,6154.88,6156.63
SIL,6156.63,6157.87
FAN,6157.87,6159.30
CHNSP,6159.30,6160.04
FAN,6160.04,6162.31
NON,6162.31,6163.79
OLN,6163.79,6165.04
FAN,6165.04,6167.05
TVN,6167.05,6168.14
FAN,6168.14,6169.81
OLN,6169.81,6170.61
NOF,6170.61,6171.97
OLN,6171.97,6172.85
CHNNSP,6172.85,6173.45
OLN,6173.45,6177.46
NOF,6177.46,6178.33
OLN,6178.33,6180.22
NON,6180.22,6182.20
FAN,6182.20,6183.07
NOF,6183.07,6183.88
OLN,6183.88,6186.42
NOF,6186.42,6188.08
FAN,6188.08,6189.45
SIL,6189.45,6190.26
FAF,6190.26,6191.28
NOF,6191.28,6192.20
SIL,6192.20,6193.00
FAN,6193.00,6193.60
NOF,6193.60,6195.41
OLN,6195.41,6197.64
FAN,6197.64,6200.42
NOF,6200.42,6201.73
FAN,6201.73,6203.15
OLF,6203.15,6206.12
NOF,6206.12,6209.04
OLN,6209.04,6210.03
NON,6210.03,6211.17
FAF,6211.17,6211.77
NOF,6211.77,6212.70
FAN,6212.70,6214.50
OLN,6214.50,6215.30
NON,6215.30,6216.13
OLN,6216.13,6216.97
FAN,6216.97,6220.59
FAN,6220.59,6221.20
FAN,6221.20,6222.29
OLN,6222.29,6223.98
NOF,6223.98,6225.91
FAN,6225.91,6231.15
SIL,6231.15,6232.06
FAN,6232.06,6233.45
SIL,6233.45,6234.30
MAF,6234.30,6235.42
NOF,6235.42,6236.46
SIL,6236.46,6237.28
TVN,6237.28,6238.28
OLN,6238.28,6239.14
FAF,6239.14,6240.78
OLN,6240.78,6241.58
NOF,6241.58,6242.60
FAN,6242.60,6245.73
OLN,6245.73,6246.63
FAN,6246.63,6249.22
OLF,6249.22,6251.51
CXN,6251.51,6252.76
OLN,6252.76,6255.33
FAN,6255.33,6256.13
OLN,6256.13,6257.11
FAN,6257.11,6258.12
OLF,6258.12,6258.92
NOF,6258.92,6259.72
OLN,6259.72,6261.43
FAN,6261.43,6262.43
OLN,6262.43,6263.23
NOF,6263.23,6264.03
CXN,6264.03,6265.04
NOF,6265.04,6266.01
OLN,6266.01,6272.19
CHNNSP,6272.19,6273.06
OLN,6273.06,6274.05
CHNNSP,6274.05,6274.74
OLN,6274.74,6275.57
CHNSP,6275.57,6276.17
OLN,6276.17,6280.73
NOF,6280.73,6281.92
FAN,6281.92,6283.40
OLN,6283.40,6284.30
FAN,6284.30,6284.90
OLN,6284.90,6285.73
CHNSP,6285.73,6286.34
OLN,6286.34,6288.88
NOF,6288.88,6290.15
OLN,6290.15,6291.80
CHNSP,6291.80,6292.40
NON,6292.40,6293.27
FAN,6293.27,6294.27
NOF,6294.27,6295.62
CHNSP,6295.62,6296.69
CHNSP,6296.69,6297.84
FAN,6297.84,6298.88
FAN,6298.88,6299.56
FAN,6299.56,6300.62
OLF,6300.62,6301.92
NOF,6301.92,6303.01
FAN,6303.01,6304.19
OLN,6304.19,6305.00
CHNSP,6305.00,6306.10
OLN,6306.10,6307.88
CHNSP,6307.88,6308.93
OLN,6308.93,6309.97
CHNSP,6309.97,6310.68
OLN,6310.68,6311.64
FAN,6311.64,6313.59
OLN,6313.59,6314.52
FAN,6314.52,6317.50
CXN,6317.50,6318.13
FAN,6318.13,6322.06
CHNSP,6322.06,6322.84
OLN,6322.84,6324.61
FAN,6324.61,6325.61
CHNNSP,6325.61,6326.21
FAN,6326.21,6328.48
OLN,6328.48,6329.28
CHNSP,6329.28,6330.82
OLN,6330.82,6331.80
CHNNSP,6331.80,6332.41
OLN,6332.41,6333.76
FAN,6333.76,6336.08
OLN,6336.08,6336.88
NOF,6336.88,6339.50
OLN,6339.50,6340.30
SIL,6340.30,6341.11
NON,6341.11,6345.01
OLN,6345.01,6346.44
FAN,6346.44,6347.73
OLN,6347.73,6348.72
FAN,6348.72,6349.32
OLN,6349.32,6350.99
FAN,6350.99,6351.99
OLN,6351.99,6353.85
CHNSP,6353.85,6355.30
OLN,6355.30,6356.47
CHNNSP,6356.47,6357.07
CHNSP,6357.07,6358.07
CHNNSP,6358.07,6359.32
OLN,6359.32,6360.12
FAN,6360.12,6361.12
NOF,6361.12,6361.92
FAN,6361.92,6362.93
OLN,6362.93,6364.13
CHNSP,6364.13,6364.79
OLN,6364.79,6365.67
NOF,6365.67,6366.50
OLN,6366.50,6367.30
NOF,6367.30,6368.11
OLN,6368.11,6368.91
NOF,6368.91,6370.13
OLN,6370.13,6370.95
FAN,6370.95,6371.95
OLN,6371.95,6372.76
OLF,6372.76,6373.56
MAF,6373.56,6374.58
FAN,6374.58,6375.84
NOF,6375.84,6376.64
CHNSP,6376.64,6377.24
CHNSP,6377.24,6379.46
OLN,6379.46,6380.61
NOF,6380.61,6382.65
CHNNSP,6382.65,6383.73
OLN,6383.73,6384.78
CHNSP,6384.78,6385.95
OLN,6385.95,6386.99
OLF,6386.99,6387.79
FAN,6387.79,6389.63
FAN,6389.63,6390.30
FAN,6390.30,6392.35
FAN,6392.35,6393.45
NOF,6393.45,6394.41
CHNSP,6394.41,6395.88
CHNSP,6395.88,6396.49
OLF,6396.49,6397.30
CHNSP,6397.30,6399.75
CHNNSP,6399.75,6400.40
CHNSP,6400.40,6401.40
CHNSP,6401.40,6402.17
CHNSP,6402.17,6403.43
OLN,6403.43,6404.54
CHNSP,6404.54,6405.80
OLN,6405.80,6406.60
FAN,6406.60,6407.90
CHNSP,6407.90,6408.75
FAN,6408.75,6410.66
OLN,6410.66,6411.46
CHNNSP,6411.46,6412.46
CHNSP,6412.46,6413.51
CHNNSP,6413.51,6414.51
CHNNSP,6414.51,6415.84
CHF,6415.84,6416.64
CHNSP,6416.64,6418.36
CHNSP,6418.36,6419.42
OLN,6419.42,6420.42
CHNSP,6420.42,6421.63
OLF,6421.63,6422.44
FAN,6422.44,6424.24
OLF,6424.24,6425.63
FAN,6425.63,6427.27
NOF,6427.27,6428.35
CHNSP,6428.35,6429.35
CHNSP,6429.35,6430.51
TVF,6430.51,6431.95
FAN,6431.95,6432.98
CHNSP,6432.98,6433.62
CXN,6433.62,6435.05
CHNSP,6435.05,6436.81
TVN,6436.81,6438.01
CHNSP,6438.01,6438.67
FAN,6438.67,6440.17
SIL,6440.17,6440.97
NOF,6440.97,6441.77
FAN,6441.77,6443.24
OLF,6443.24,6444.04
FAN,6444.04,6445.04
OLN,6445.04,6446.18
CHNSP,6446.18,6447.27
OLN,6447.27,6448.18
CHNSP,6448.18,6449.37
CHNSP,6449.37,6452.04
OLN,6452.04,6453.34
CHNSP,6453.34,6455.26
NOF,6455.26,6456.31
CHNSP,6456.31,6457.47
FAN,6457.47,6458.47
OLN,6458.47,6459.34
NOF,6459.34,6460.73
CHNSP,6460.73,6461.34
FAN,6461.34,6462.49
NOF,6462.49,6463.29
CHNNSP,6463.29,6464.07
FAN,6464.07,6465.26
CHNSP,6465.26,6466.32
FAN,6466.32,6467.35
OLN,6467.35,6468.15
CHNNSP,6468.15,6469.22
CHNSP,6469.22,6470.22
CHNNSP,6470.22,6471.43
OLN,6471.43,6472.25
SIL,6472.25,6473.10
NOF,6473.10,6474.30
OLN,6474.30,6475.96
CHNSP,6475.96,6478.70
FAN,6478.70,6479.75
FAN,6479.75,6480.35
NOF,6480.35,6481.34
FAN,6481.34,6482.41
NOF,6482.41,6483.32
FAN,6483.32,6484.41
SIL,6484.41,6485.22
FAN,6485.22,6489.42
CHF,6489.42,6490.32
SIL,6490.32,6491.42
FAN,6491.42,6492.69
SIL,6492.69,6493.49
TVF,6493.49,6494.42
FAN,6494.42,6495.02
SIL,6495.02,6495.83
FAN,6495.83,6498.32
FAF,6498.32,6499.48
FAN,6499.48,6503.57
NOF,6503.57,6505.16
FAN,6505.16,6509.02
NOF,6509.02,6509.82
FAN,6509.82,6511.78
NOF,6511.78,6512.58
SIL,6512.58,6513.40
FAN,6513.40,6514.54
TVF,6514.54,6515.54
FAN,6515.54,6517.84
TVF,6517.84,6518.64
FAN,6518.64,6519.64
CHF,6519.64,6520.24
MAF,6520.24,6521.05
CHF,6521.05,6521.65
FAN,6521.65,6523.28
SIL,6523.28,6524.09
FAN,6524.09,6526.44
TVN,6526.44,6527.44
FAN,6527.44,6528.87
TVN,6528.87,6529.87
FAN,6529.87,6531.82
FAN,6531.82,6532.43
TVF,6532.43,6533.91
FAN,6533.91,6538.30
MAF,6538.30,6539.33
TVF,6539.33,6540.92
FAN,6540.92,6543.37
SIL,6543.37,6544.46
CHF,6544.46,6545.06
FAN,6545.06,6546.44
MAN,6546.44,6547.75
OLF,6547.75,6548.74
FAN,6548.74,6550.18
TVN,6550.18,6551.23
FAN,6551.23,6552.40
TVN,6552.40,6553.40
FAF,6553.40,6554.40
TVN,6554.40,6555.40
FAN,6555.40,6559.81
CXF,6559.81,6560.61
FAN,6560.61,6562.02
CXF,6562.02,6562.84
FAN,6562.84,6566.26
TVF,6566.26,6568.14
FAN,6568.14,6568.74
FAN,6568.74,6575.69
TVN,6575.69,6576.78
SIL,6576.78,6577.61
FAN,6577.61,6580.48
TVN,6580.48,6581.53
FAN,6581.53,6583.41
SIL,6583.41,6584.22
FAN,6584.22,6585.22
SIL,6585.22,6586.02
FAN,6586.02,6586.62
SIL,6586.62,6587.45
FAN,6587.45,6592.75
TVF,6592.75,6594.30
FAN,6594.30,6595.51
TVF,6595.51,6596.51
FAN,6596.51,6597.51
TVN,6597.51,6598.51
FAN,6598.51,6599.72
TVF,6599.72,6600.89
FAN,6600.89,6603.26
TVN,6603.26,6604.29
CHNSP,6604.29,6604.89
SIL,6604.89,6605.69
FAN,6605.69,6611.98
TVN,6611.98,6614.15
FAN,6614.15,6615.15
SIL,6615.15,6615.95
FAN,6615.95,6619.73
TVF,6619.73,6620.34
FAN,6620.34,6623.94
FAN,6623.94,6624.64
FAN,6624.64,6628.10
TVF,6628.10,6629.73
FAN,6629.73,6630.86
MAN,6630.86,6631.86
CHF,6631.86,6632.49
FAN,6632.49,6637.17
TVN,6637.17,6638.17
FAN,6638.17,6641.82
TVF,6641.82,6643.52
CHNSP,6643.52,6644.16
SIL,6644.16,6645.16
FAN,6645.16,6646.55
SIL,6646.55,6647.35
FAN,6647.35,6651.80
TVF,6651.80,6652.80
FAN,6652.80,6655.12
CHF,6655.12,6655.72
FAN,6655.72,6657.29
TVN,6657.29,6658.29
FAN,6658.29,6659.54
TVN,6659.54,6660.84
FAN,6660.84,6662.59
TVN,6662.59,6663.59
CHF,6663.59,6664.19
SIL,6664.19,6665.06
FAN,6665.06,6666.40
TVN,6666.40,6669.74
TVF,6669.74,6670.34
TVN,6670.34,6671.34
FAN,6671.34,6674.65
SIL,6674.65,6675.65
FAN,6675.65,6677.27
CHF,6677.27,6677.90
FAN,6677.90,6679.29
TVN,6679.29,6680.33
FAF,6680.33,6680.93
TVN,6680.93,6681.93
TVF,6681.93,6682.53
TVF,6682.53,6683.79
CHNSP,6683.79,6684.87
SIL,6684.87,6685.86
TVN,6685.86,6687.50
SIL,6687.50,6688.34
FAN,6688.34,6689.99
TVF,6689.99,6690.99
FAN,6690.99,6692.10
SIL,6692.10,6693.23
CHF,6693.23,6694.32
TVN,6694.32,6696.27
CHNNSP,6696.27,6696.87
SIL,6696.87,6698.77
CHF,6698.77,6699.37
TVN,6699.37,6700.37
FAN,6700.37,6701.79
SIL,6701.79,6703.54
CHF,6703.54,6704.14
SIL,6704.14,6704.98
TVN,6704.98,6705.99
TVF,6705.99,6706.73
FAF,6706.73,6707.99
TVF,6707.99,6709.08
CXN,6709.08,6709.68
TVN,6709.68,6711.61
FAN,6711.61,6712.21
TVN,6712.21,6713.99
FAN,6713.99,6714.59
TVN,6714.59,6715.60
CHNSP,6715.60,6716.20
FAF,6716.20,6717.20
CHF,6717.20,6717.80
SIL,6717.80,6718.60
FAN,6718.60,6719.60
TVF,6719.60,6720.65
FAN,6720.65,6721.25
TVN,6721.25,6722.25
SIL,6722.25,6723.71
FAN,6723.71,6724.79
CXF,6724.79,6725.43
SIL,6725.43,6726.26
FAN,6726.26,6727.30
TVF,6727.30,6729.23
TVF,6729.23,6729.83
SIL,6729.83,6730.83
CHF,6730.83,6731.53
TVN,6731.53,6732.75
FAN,6732.75,6733.92
TVF,6733.92,6735.06
FAN,6735.06,6737.66
CHNSP,6737.66,6738.26
NOF,6738.26,6740.16
OLN,6740.16,6740.96
NOF,6740.96,6741.84
SIL,6741.84,6742.84
NOF,6742.84,6745.85
SIL,6745.85,6747.03
NOF,6747.03,6747.91
OLN,6747.91,6748.96
SIL,6748.96,6749.80
FAF,6749.80,6751.02
TVF,6751.02,6752.01
TVF,6752.01,6753.11
SIL,6753.11,6753.91
TVN,6753.91,6756.05
CHF,6756.05,6756.69
TVN,6756.69,6761.97
FAN,6761.97,6763.47
TVN,6763.47,6764.47
FAF,6764.47,6765.30
TVF,6765.30,6766.98
SIL,6766.98,6768.13
TVN,6768.13,6769.32
NOF,6769.32,6770.12
TVN,6770.12,6771.12
SIL,6771.12,6772.01
SIL,6772.01,6774.20
SIL,6774.20,6775.64
SIL,6775.64,6776.64
SIL,6776.64,6777.44
NOF,6777.44,6778.24
FAN,6778.24,6779.91
TVF,6779.91,6780.93
FAN,6780.93,6781.93
SIL,6781.93,6782.89
FAF,6782.89,6783.89
SIL,6783.89,6785.26
FAN,6785.26,6786.71
TVN,6786.71,6789.32
FAN,6789.32,6790.40
FAN,6790.40,6791.00
SIL,6791.00,6791.82
FAF,6791.82,6793.07
FAN,6793.07,6793.67
NOF,6793.67,6794.54
FAN,6794.54,6796.20
NOF,6796.20,6797.16
FAN,6797.16,6798.16
SIL,6798.16,6800.30
FAN,6800.30,6801.90
TVN,6801.90,6802.90
FAN,6802.90,6804.36
SIL,6804.36,6805.16
TVN,6805.16,6806.16
FAN,6806.16,6807.25
TVN,6807.25,6808.27
TVF,6808.27,6809.75
TVN,6809.75,6811.13
FAN,6811.13,6812.83
TVN,6812.83,6814.87
TVN,6814.87,6815.48
TVN,6815.48,6817.30
TVN,6817.30,6817.95
TVN,6817.95,6820.56
SIL,6820.56,6821.43
FAN,6821.43,6826.19
TVN,6826.19,6827.59
TVF,6827.59,6828.79
FAF,6828.79,6830.98
TVN,6830.98,6832.38
FAN,6832.38,6832.98
TVN,6832.98,6834.02
FAN,6834.02,6836.46
TVF,6836.46,6837.07
FAN,6837.07,6839.26
TVN,6839.26,6841.50
FAN,6841.50,6844.15
TVN,6844.15,6847.19
FAN,6847.19,6848.78
TVN,6848.78,6849.87
FAN,6849.87,6850.94
FAN,6850.94,6851.58
FAN,6851.58,6852.58
TVN,6852.58,6853.76
FAN,6853.76,6854.76
TVN,6854.76,6856.83
FAN,6856.83,6857.86
TVN,6857.86,6858.90
FAN,6858.90,6859.90
SIL,6859.90,6860.72
FAN,6860.72,6862.15
TVN,6862.15,6863.15
FAN,6863.15,6865.44
TVN,6865.44,6866.67
FAN,6866.67,6867.72
TVN,6867.72,6868.72
FAN,6868.72,6869.72
CHNSP,6869.72,6870.34
FAN,6870.34,6872.37
SIL,6872.37,6873.17
FAN,6873.17,6876.27
TVN,6876.27,6877.37
CHNSP,6877.37,6878.10
FAN,6878.10,6879.21
FAN,6879.21,6879.93
FAN,6879.93,6881.82
TVN,6881.82,6882.82
FAN,6882.82,6883.46
SIL,6883.46,6886.06
FAN,6886.06,6887.91
SIL,6887.91,6889.09
SIL,6889.09,6890.75
SIL,6890.75,6891.55
SIL,6891.55,6893.16
TVN,6893.16,6894.16
TVN,6894.16,6898.80
FAN,6898.80,6899.80
TVN,6899.80,6902.68
NOF,6902.68,6903.48
SIL,6903.48,6904.79
FAN,6904.79,6907.31
NOF,6907.31,6908.11
SIL,6908.11,6908.91
OLN,6908.91,6910.78
NOF,6910.78,6913.02
SIL,6913.02,6913.87
OLF,6913.87,6914.47
SIL,6914.47,6915.80
FAF,6915.80,6916.80
NOF,6916.80,6918.88
SIL,6918.88,6920.24
TVN,6920.24,6921.28
SIL,6921.28,6922.25
SIL,6922.25,6923.90
SIL,6923.90,6924.86
NOF,6924.86,6926.08
SIL,6926.08,6932.02
TVN,6932.02,6933.33
SIL,6933.33,6934.41
TVN,6934.41,6935.53
SIL,6935.53,6936.33
SIL,6936.33,6937.33
SIL,6937.33,6938.95
TVF,6938.95,6939.80
SIL,6939.80,6941.01
SIL,6941.01,6942.01
SIL,6942.01,6943.88
SIL,6943.88,6944.88
SIL,6944.88,6947.19
FAN,6947.19,6948.19
