segtype,startsec,endsec
CXN,240.28,241.08
TVF,241.08,243.55
SIL,243.55,244.39
TVF,244.39,248.41
SIL,248.41,249.45
TVN,249.45,251.23
CXN,251.23,252.03
TVF,252.03,255.53
SIL,255.53,257.34
TVF,257.34,258.34
SIL,258.34,259.55
TVF,259.55,260.88
CHNSP,260.88,261.52
TVF,261.52,262.54
SIL,262.54,263.38
TVF,263.38,264.66
SIL,264.66,265.56
TVF,265.56,266.63
SIL,266.63,267.73
TVF,267.73,269.97
SIL,269.97,270.95
TVF,270.95,272.64
SIL,272.64,274.01
TVF,274.01,276.35
SIL,276.35,277.16
TVF,277.16,278.93
SIL,278.93,279.73
TVF,279.73,281.42
SIL,281.42,282.22
TVF,282.22,284.98
SIL,284.98,286.49
TVF,286.49,287.49
SIL,287.49,290.84
CHNSP,290.84,291.44
SIL,291.44,292.40
CHF,292.40,293.00
TVN,293.00,294.35
SIL,294.35,295.97
TVF,295.97,296.99
SIL,296.99,297.79
TVF,297.79,299.68
SIL,299.68,307.22
TVF,307.22,309.15
SIL,309.15,309.95
CXN,309.95,310.75
SIL,310.75,312.92
TVF,312.92,313.95
SIL,313.95,314.75
TVF,314.75,316.70
SIL,316.70,318.83
TVF,318.83,319.83
SIL,319.83,325.85
NOF,325.85,326.95
SIL,326.95,343.31
NOF,343.31,344.11
SIL,344.11,350.43
TVF,350.43,351.93
SIL,351.93,354.38
TVF,354.38,355.41
SIL,355.41,358.15
TVF,358.15,359.26
SIL,359.26,363.73
CXN,363.73,364.53
SIL,364.53,367.03
CXF,367.03,367.83
SIL,367.83,368.85
TVF,368.85,370.03
SIL,370.03,379.86
TVF,379.86,380.89
SIL,380.89,381.78
TVF,381.78,382.83
SIL,382.83,383.86
TVF,383.86,385.98
SIL,385.98,387.17
CXF,387.17,387.97
TVF,387.97,389.26
SIL,389.26,391.06
TVF,391.06,392.71
SIL,392.71,393.94
CXN,393.94,394.54
SIL,394.54,395.37
CXN,395.37,396.59
TVF,396.59,398.78
SIL,398.78,399.91
TVF,399.91,401.54
SIL,401.54,403.23
CXN,403.23,403.83
SIL,403.83,404.63
CXN,404.63,405.43
SIL,405.43,406.39
TVF,406.39,407.43
CHNSP,407.43,408.23
SIL,408.23,409.10
CXN,409.10,410.16
SIL,410.16,411.10
CXF,411.10,412.17
SIL,412.17,414.30
FAN,414.30,415.30
SIL,415.30,416.39
TVF,416.39,417.40
SIL,417.40,418.70
CXN,418.70,419.88
TVF,419.88,421.32
SIL,421.32,422.92
CHNSP,422.92,423.53
TVF,423.53,425.06
SIL,425.06,426.70
TVF,426.70,427.77
SIL,427.77,429.71
TVF,429.71,430.77
SIL,430.77,432.53
TVF,432.53,435.35
SIL,435.35,436.32
NOF,436.32,437.69
SIL,437.69,438.87
CXN,438.87,440.87
SIL,440.87,441.53
CXN,441.53,443.13
CHNNSP,443.13,444.41
FAN,444.41,445.24
FAN,445.24,446.37
SIL,446.37,447.57
FAN,447.57,448.66
SIL,448.66,449.79
CXN,449.79,450.59
FAN,450.59,451.59
CHNSP,451.59,452.19
CXN,452.19,453.73
NOF,453.73,454.60
CXN,454.60,455.46
FAN,455.46,457.26
SIL,457.26,460.10
CXN,460.10,461.93
SIL,461.93,463.89
FAN,463.89,465.31
SIL,465.31,466.20
CHNNSP,466.20,466.90
CXN,466.90,467.70
FAN,467.70,469.21
NOF,469.21,470.01
FAN,470.01,472.36
SIL,472.36,473.16
FAN,473.16,474.31
SIL,474.31,477.75
CXF,477.75,479.54
SIL,479.54,481.25
NOF,481.25,482.09
SIL,482.09,483.08
CXN,483.08,484.05
FAN,484.05,485.24
FAN,485.24,486.17
FAN,486.17,487.58
SIL,487.58,488.39
CXN,488.39,489.62
SIL,489.62,491.56
FAN,491.56,493.58
SIL,493.58,494.38
CXN,494.38,495.22
FAN,495.22,497.49
SIL,497.49,498.37
NOF,498.37,503.00
SIL,503.00,504.65
CXN,504.65,505.45
FAN,505.45,507.06
SIL,507.06,507.88
FAN,507.88,508.88
SIL,508.88,510.02
NOF,510.02,510.82
SIL,510.82,513.35
CXN,513.35,516.43
NOF,516.43,517.23
SIL,517.23,518.03
FAF,518.03,520.67
NOF,520.67,522.15
FAF,522.15,523.15
SIL,523.15,524.63
FAF,524.63,525.65
NOF,525.65,526.54
FAF,526.54,527.34
NOF,527.34,528.14
SIL,528.14,528.94
NOF,528.94,529.80
CXF,529.80,530.60
NOF,530.60,531.40
CXN,531.40,532.43
SIL,532.43,534.43
FAN,534.43,535.38
OLF,535.38,536.18
NOF,536.18,536.99
FAF,536.99,538.65
NOF,538.65,540.52
SIL,540.52,541.32
NOF,541.32,542.78
SIL,542.78,543.85
FAF,543.85,545.24
CXN,545.24,546.34
SIL,546.34,550.23
CXF,550.23,551.04
SIL,551.04,551.91
CXN,551.91,552.95
CHNSP,552.95,553.55
FAF,553.55,554.48
CXN,554.48,555.08
FAN,555.08,556.09
SIL,556.09,556.96
NOF,556.96,557.76
FAN,557.76,558.76
CXN,558.76,559.56
SIL,559.56,560.36
FAN,560.36,561.36
CXN,561.36,562.60
SIL,562.60,563.40
FAF,563.40,564.40
CXN,564.40,565.99
SIL,565.99,566.80
CXF,566.80,567.60
SIL,567.60,568.41
FAN,568.41,570.59
SIL,570.59,573.03
CXF,573.03,573.83
FAN,573.83,575.07
TVF,575.07,576.11
SIL,576.11,577.03
CHF,577.03,577.63
SIL,577.63,580.31
FAN,580.31,581.37
SIL,581.37,582.67
NOF,582.67,584.01
SIL,584.01,584.81
NOF,584.81,585.80
SIL,585.80,586.99
FAN,586.99,588.01
SIL,588.01,589.30
NOF,589.30,592.04
FAN,592.04,593.78
TVF,593.78,594.78
FAN,594.78,595.78
SIL,595.78,596.65
FAN,596.65,597.65
NOF,597.65,599.21
OLN,599.21,600.23
FAN,600.23,601.24
OLF,601.24,602.55
FAN,602.55,603.31
NOF,603.31,604.12
OLN,604.12,605.75
NOF,605.75,606.55
OLN,606.55,607.35
FAN,607.35,608.47
OLN,608.47,609.28
NOF,609.28,610.09
OLN,610.09,611.06
CXN,611.06,611.86
NOF,611.86,613.09
OLN,613.09,613.93
NOF,613.93,614.99
FAN,614.99,616.00
NOF,616.00,617.05
FAN,617.05,618.18
NOF,618.18,619.33
OLN,619.33,620.55
NOF,620.55,621.35
OLN,621.35,622.87
CHNSP,622.87,623.47
NOF,623.47,624.27
CHNSP,624.27,624.87
OLN,624.87,626.42
CHNSP,626.42,627.02
OLN,627.02,629.28
NOF,629.28,630.85
FAN,630.85,632.17
NOF,632.17,638.32
CHNSP,638.32,638.92
NON,638.92,639.92
OLN,639.92,641.11
NON,641.11,642.82
FAN,642.82,643.88
OLN,643.88,645.41
NON,645.41,647.68
FAN,647.68,649.61
OLN,649.61,650.65
MAN,650.65,651.67
NOF,651.67,652.51
CHNSP,652.51,653.11
OLN,653.11,653.91
FAN,653.91,654.91
OLN,654.91,655.90
FAN,655.90,656.96
OLN,656.96,657.76
CHNSP,657.76,658.36
OLN,658.36,659.19
CHNSP,659.19,659.86
OLN,659.86,660.81
NOF,660.81,664.35
CXN,664.35,665.01
NON,665.01,667.06
OLN,667.06,667.92
NON,667.92,669.55
OLN,669.55,670.35
NON,670.35,671.16
OLN,671.16,673.77
CHNSP,673.77,674.37
NON,674.37,675.17
CHNSP,675.17,675.82
NON,675.82,677.52
OLN,677.52,678.38
NON,678.38,679.43
OLN,679.43,680.26
NOF,680.26,681.07
OLN,681.07,682.62
OLF,682.62,683.72
CHNSP,683.72,684.32
NOF,684.32,685.93
CXN,685.93,686.85
NON,686.85,688.01
OLN,688.01,688.86
FAF,688.86,689.92
OLN,689.92,690.74
NON,690.74,692.10
CHNSP,692.10,692.71
OLF,692.71,694.36
SIL,694.36,695.53
CHNSP,695.53,696.17
NOF,696.17,698.10
CHNSP,698.10,698.74
NOF,698.74,700.83
CHNSP,700.83,701.43
OLN,701.43,702.45
NON,702.45,703.38
OLF,703.38,704.18
NOF,704.18,707.17
OLN,707.17,707.97
CXN,707.97,708.90
OLF,708.90,709.51
OLN,709.51,710.33
NOF,710.33,711.50
SIL,711.50,714.83
OLN,714.83,717.11
NON,717.11,721.87
OLN,721.87,722.67
OLF,722.67,723.71
CHNSP,723.71,724.31
OLF,724.31,725.49
NOF,725.49,726.59
OLN,726.59,729.46
NOF,729.46,730.51
OLN,730.51,731.46
NOF,731.46,732.98
OLN,732.98,734.60
NOF,734.60,735.40
OLN,735.40,736.26
NOF,736.26,738.64
OLN,738.64,739.51
NON,739.51,741.67
OLF,741.67,742.47
NOF,742.47,743.57
SIL,743.57,744.37
NOF,744.37,746.88
SIL,746.88,748.46
CHNSP,748.46,750.39
MAF,750.39,751.44
CHNSP,751.44,752.04
MAF,752.04,753.04
NOF,753.04,753.84
SIL,753.84,754.64
FAF,754.64,755.74
TVF,755.74,757.41
NOF,757.41,759.04
CHNSP,759.04,759.64
NON,759.64,760.56
SIL,760.56,761.37
CHNSP,761.37,762.69
NOF,762.69,763.72
CHNSP,763.72,764.38
NOF,764.38,765.69
CHNSP,765.69,766.74
OLF,766.74,768.17
NON,768.17,769.13
OLN,769.13,769.94
NOF,769.94,771.33
OLN,771.33,772.13
NON,772.13,772.93
OLN,772.93,774.47
CHNNSP,774.47,775.07
OLN,775.07,776.24
CHNSP,776.24,776.99
MAF,776.99,778.28
SIL,778.28,779.08
SIL,779.08,780.63
NOF,780.63,782.22
TVF,782.22,783.22
SIL,783.22,784.31
NOF,784.31,786.18
OLN,786.18,786.99
NOF,786.99,788.11
OLF,788.11,789.65
NOF,789.65,790.54
SIL,790.54,791.37
NON,791.37,792.58
SIL,792.58,793.58
NOF,793.58,794.38
FAN,794.38,795.38
NOF,795.38,796.77
SIL,796.77,797.76
NOF,797.76,800.31
OLF,800.31,801.94
NOF,801.94,802.80
SIL,802.80,803.65
NON,803.65,805.30
OLN,805.30,806.96
NON,806.96,807.77
OLN,807.77,808.77
NON,808.77,810.18
CHNSP,810.18,810.83
NON,810.83,812.40
OLF,812.40,813.21
NOF,813.21,814.29
CHNSP,814.29,815.42
NOF,815.42,816.23
CHNSP,816.23,816.93
NON,816.93,820.89
OLN,820.89,821.80
NON,821.80,824.88
OLN,824.88,826.02
NON,826.02,826.87
SIL,826.87,827.68
SIL,827.68,828.71
CHNSP,828.71,829.40
SIL,829.40,830.49
SIL,830.49,831.49
SIL,831.49,832.63
SIL,832.63,834.91
NOF,834.91,835.81
OLN,835.81,836.61
NON,836.61,837.53
OLN,837.53,839.61
CHNSP,839.61,840.21
NON,840.21,841.34
OLN,841.34,842.14
NOF,842.14,843.17
OLN,843.17,844.52
NOF,844.52,845.40
OLN,845.40,847.70
NOF,847.70,850.16
SIL,850.16,851.64
SIL,851.64,853.91
NOF,853.91,854.94
SIL,854.94,855.74
NOF,855.74,857.78
OLF,857.78,858.58
SIL,858.58,863.35
NOF,863.35,864.52
SIL,864.52,865.56
NOF,865.56,867.03
SIL,867.03,867.93
SIL,867.93,869.36
SIL,869.36,870.51
NOF,870.51,871.95
OLN,871.95,872.87
NON,872.87,877.50
OLN,877.50,878.30
NOF,878.30,882.23
SIL,882.23,883.41
NOF,883.41,884.47
SIL,884.47,885.51
SIL,885.51,889.43
NOF,889.43,890.23
SIL,890.23,891.08
NOF,891.08,892.17
SIL,892.17,894.58
SIL,894.58,895.38
SIL,895.38,896.48
SIL,896.48,897.28
SIL,897.28,900.77
NOF,900.77,902.04
CHNNSP,902.04,902.64
NOF,902.64,903.44
OLN,903.44,904.24
FAN,904.24,904.84
OLN,904.84,905.67
CHNSP,905.67,906.67
NON,906.67,907.79
CHNSP,907.79,908.71
NOF,908.71,910.19
CHNSP,910.19,910.98
CXN,910.98,911.78
FAN,911.78,912.89
SIL,912.89,913.69
SIL,913.69,914.92
SIL,914.92,916.13
TVF,916.13,917.13
SIL,917.13,918.30
SIL,918.30,919.55
SIL,919.55,920.88
NOF,920.88,921.68
SIL,921.68,922.54
TVF,922.54,923.55
NOF,923.55,924.15
SIL,924.15,925.15
NOF,925.15,926.60
SIL,926.60,927.78
NOF,927.78,928.58
SIL,928.58,929.41
TVF,929.41,930.21
SIL,930.21,931.96
NOF,931.96,932.84
SIL,932.84,933.68
CXN,933.68,934.38
SIL,934.38,937.44
SIL,937.44,938.26
SIL,938.26,939.28
SIL,939.28,940.19
SIL,940.19,942.04
SIL,942.04,942.84
SIL,942.84,944.23
NOF,944.23,945.14
SIL,945.14,946.75
SIL,946.75,947.55
SIL,947.55,948.55
OLN,948.55,949.53
NOF,949.53,950.51
SIL,950.51,952.02
NOF,952.02,953.54
SIL,953.54,954.42
SIL,954.42,956.35
SIL,956.35,957.27
OLF,957.27,958.39
SIL,958.39,959.20
SIL,959.20,960.20
SIL,960.20,962.19
NOF,962.19,965.26
SIL,965.26,966.83
NOF,966.83,967.67
SIL,967.67,969.12
NOF,969.12,970.57
OLN,970.57,971.60
NON,971.60,973.33
CHNSP,973.33,973.93
OLN,973.93,974.73
CHNSP,974.73,975.33
OLN,975.33,976.13
CHNSP,976.13,976.73
NOF,976.73,977.56
FAN,977.56,978.16
SIL,978.16,978.96
CHNSP,978.96,979.93
SIL,979.93,980.95
CXN,980.95,981.75
NOF,981.75,983.39
OLN,983.39,985.19
NOF,985.19,986.63
CHNSP,986.63,987.51
NOF,987.51,988.33
CHNSP,988.33,989.89
CXN,989.89,990.69
NOF,990.69,991.83
CXN,991.83,992.74
SIL,992.74,993.54
CHNSP,993.54,994.14
NOF,994.14,994.94
CHNSP,994.94,996.23
TVF,996.23,997.23
CHNSP,997.23,997.83
SIL,997.83,998.89
CHNSP,998.89,999.55
NOF,999.55,1000.74
OLN,1000.74,1001.81
NOF,1001.81,1002.61
OLN,1002.61,1003.55
NOF,1003.55,1006.03
SIL,1006.03,1006.89
NOF,1006.89,1007.82
CHNSP,1007.82,1008.42
NOF,1008.42,1009.35
MAN,1009.35,1011.49
SIL,1011.49,1012.29
MAN,1012.29,1016.89
CXN,1016.89,1017.89
SIL,1017.89,1019.46
CHNSP,1019.46,1020.21
MAN,1020.21,1021.36
SIL,1021.36,1022.75
MAN,1022.75,1024.97
SIL,1024.97,1025.77
MAN,1025.77,1027.70
MAF,1027.70,1028.70
MAN,1028.70,1030.47
SIL,1030.47,1031.27
MAN,1031.27,1033.46
NOF,1033.46,1034.33
TVF,1034.33,1035.52
NOF,1035.52,1036.55
CXN,1036.55,1037.15
SIL,1037.15,1037.95
SIL,1037.95,1039.65
MAN,1039.65,1041.83
TVN,1041.83,1042.83
MAN,1042.83,1045.11
TVF,1045.11,1046.11
MAN,1046.11,1048.52
SIL,1048.52,1050.49
TVF,1050.49,1051.29
SIL,1051.29,1052.33
SIL,1052.33,1053.33
SIL,1053.33,1054.25
MAN,1054.25,1056.13
SIL,1056.13,1056.93
MAN,1056.93,1059.03
SIL,1059.03,1059.83
MAN,1059.83,1061.64
CHNSP,1061.64,1062.24
SIL,1062.24,1063.04
CHNSP,1063.04,1063.64
MAN,1063.64,1064.64
SIL,1064.64,1065.69
SIL,1065.69,1066.64
SIL,1066.64,1067.70
SIL,1067.70,1068.65
MAN,1068.65,1070.49
TVF,1070.49,1071.49
MAN,1071.49,1073.26
SIL,1073.26,1074.06
MAN,1074.06,1075.74
CHNSP,1075.74,1077.52
MAF,1077.52,1078.52
NOF,1078.52,1079.45
CHNSP,1079.45,1080.25
NOF,1080.25,1082.48
SIL,1082.48,1083.49
SIL,1083.49,1084.30
MAN,1084.30,1086.30
CHF,1086.30,1087.24
MAN,1087.24,1089.59
SIL,1089.59,1090.39
MAN,1090.39,1093.00
CHNSP,1093.00,1093.60
TVF,1093.60,1094.60
CHNSP,1094.60,1095.54
TVF,1095.54,1096.54
FAN,1096.54,1097.28
TVF,1097.28,1098.28
OLF,1098.28,1099.08
SIL,1099.08,1100.06
NOF,1100.06,1100.99
SIL,1100.99,1102.60
MAN,1102.60,1104.90
MAF,1104.90,1105.77
MAN,1105.77,1110.67
SIL,1110.67,1112.82
SIL,1112.82,1113.64
MAN,1113.64,1114.64
NOF,1114.64,1115.85
MAN,1115.85,1117.43
SIL,1117.43,1119.51
MAN,1119.51,1125.70
FAN,1125.70,1126.86
NOF,1126.86,1127.70
MAN,1127.70,1128.71
SIL,1128.71,1129.73
NOF,1129.73,1130.81
SIL,1130.81,1134.81
SIL,1134.81,1135.62
SIL,1135.62,1136.65
MAN,1136.65,1138.54
CHNSP,1138.54,1139.42
MAN,1139.42,1142.20
NOF,1142.20,1143.00
MAN,1143.00,1145.14
FAN,1145.14,1146.14
CHNSP,1146.14,1146.74
MAN,1146.74,1149.48
TVF,1149.48,1150.49
CHNSP,1150.49,1151.09
FAN,1151.09,1152.09
CXN,1152.09,1152.89
TVF,1152.89,1154.92
MAN,1154.92,1157.19
TVF,1157.19,1158.19
MAN,1158.19,1162.11
FAN,1162.11,1163.14
CHNSP,1163.14,1163.78
SIL,1163.78,1164.96
CHNSP,1164.96,1166.34
SIL,1166.34,1167.16
CHNSP,1167.16,1169.19
SIL,1169.19,1171.38
MAN,1171.38,1177.95
CHNSP,1177.95,1178.72
TVF,1178.72,1180.79
CHNSP,1180.79,1181.39
TVF,1181.39,1182.78
SIL,1182.78,1183.59
MAN,1183.59,1185.70
MAF,1185.70,1186.52
MAN,1186.52,1190.34
SIL,1190.34,1191.14
CHNSP,1191.14,1191.80
SIL,1191.80,1193.73
OLF,1193.73,1194.81
SIL,1194.81,1196.65
SIL,1196.65,1197.74
NOF,1197.74,1199.49
CHNSP,1199.49,1200.09
MAN,1200.09,1201.18
OLN,1201.18,1201.78
MAN,1201.78,1204.13
TVF,1204.13,1205.13
MAN,1205.13,1207.40
SIL,1207.40,1208.40
CHNSP,1208.40,1209.15
SIL,1209.15,1209.97
MAF,1209.97,1211.45
SIL,1211.45,1213.25
NOF,1213.25,1214.07
CHNSP,1214.07,1214.67
FAN,1214.67,1215.68
CXN,1215.68,1216.42
NOF,1216.42,1217.36
SIL,1217.36,1218.40
SIL,1218.40,1219.92
MAN,1219.92,1221.97
SIL,1221.97,1222.77
MAN,1222.77,1226.16
SIL,1226.16,1227.16
CHNSP,1227.16,1227.76
SIL,1227.76,1229.08
MAN,1229.08,1231.15
CHNSP,1231.15,1231.81
TVF,1231.81,1233.53
CHNSP,1233.53,1234.13
MAF,1234.13,1235.13
NOF,1235.13,1236.16
MAN,1236.16,1237.16
CHNSP,1237.16,1238.53
NON,1238.53,1240.16
CHNSP,1240.16,1240.92
NOF,1240.92,1243.91
CXN,1243.91,1244.74
NOF,1244.74,1245.63
CHNSP,1245.63,1246.23
NOF,1246.23,1248.23
CHNSP,1248.23,1248.87
NOF,1248.87,1250.63
SIL,1250.63,1251.63
CXN,1251.63,1252.43
TVF,1252.43,1253.78
MAN,1253.78,1260.88
FAF,1260.88,1261.68
MAN,1261.68,1262.68
FAN,1262.68,1263.53
MAN,1263.53,1264.53
CHNSP,1264.53,1266.48
MAN,1266.48,1268.01
SIL,1268.01,1268.89
NOF,1268.89,1269.69
SIL,1269.69,1270.52
CXN,1270.52,1272.05
MAN,1272.05,1274.68
CHNNSP,1274.68,1275.32
SIL,1275.32,1276.24
CHNSP,1276.24,1276.84
NOF,1276.84,1277.64
CHNSP,1277.64,1278.31
SIL,1278.31,1279.22
NOF,1279.22,1280.52
CHNNSP,1280.52,1281.13
TVF,1281.13,1282.13
MAN,1282.13,1283.13
CXN,1283.13,1283.93
TVF,1283.93,1284.93
CHNNSP,1284.93,1285.53
NOF,1285.53,1286.33
FAN,1286.33,1286.94
OLF,1286.94,1289.05
CHNSP,1289.05,1290.24
MAN,1290.24,1291.24
NOF,1291.24,1294.04
MAN,1294.04,1296.58
CHNSP,1296.58,1297.69
MAN,1297.69,1298.69
SIL,1298.69,1299.73
NOF,1299.73,1300.65
MAN,1300.65,1301.75
TVF,1301.75,1302.75
NOF,1302.75,1305.30
SIL,1305.30,1306.87
MAN,1306.87,1313.48
SIL,1313.48,1314.30
MAN,1314.30,1315.30
SIL,1315.30,1316.17
CXN,1316.17,1317.30
FAF,1317.30,1318.10
NOF,1318.10,1319.79
MAN,1319.79,1322.90
NOF,1322.90,1323.97
MAN,1323.97,1326.95
TVN,1326.95,1328.05
MAN,1328.05,1329.15
TVF,1329.15,1330.17
MAN,1330.17,1335.37
SIL,1335.37,1336.17
MAN,1336.17,1340.31
SIL,1340.31,1341.40
CHNSP,1341.40,1343.13
CHF,1343.13,1343.93
MAN,1343.93,1344.93
NOF,1344.93,1345.80
SIL,1345.80,1347.01
MAN,1347.01,1350.33
NOF,1350.33,1351.27
MAN,1351.27,1356.15
TVF,1356.15,1357.15
MAN,1357.15,1359.26
NOF,1359.26,1360.18
CXN,1360.18,1361.92
SIL,1361.92,1362.72
NOF,1362.72,1363.72
MAN,1363.72,1366.69
TVF,1366.69,1367.69
MAN,1367.69,1371.20
SIL,1371.20,1372.30
CHNNSP,1372.30,1372.91
CXN,1372.91,1375.05
NOF,1375.05,1376.67
MAN,1376.67,1380.26
SIL,1380.26,1381.26
NOF,1381.26,1382.18
MAN,1382.18,1385.06
TVF,1385.06,1386.06
CHNSP,1386.06,1386.66
CXN,1386.66,1387.46
SIL,1387.46,1388.26
FAN,1388.26,1389.55
CHNSP,1389.55,1390.41
NOF,1390.41,1391.26
CHNSP,1391.26,1391.86
NOF,1391.86,1392.69
CHNNSP,1392.69,1393.49
SIL,1393.49,1394.29
SIL,1394.29,1395.33
CHNSP,1395.33,1397.04
OLN,1397.04,1398.31
NOF,1398.31,1399.37
CHNSP,1399.37,1399.97
TVF,1399.97,1400.97
CHF,1400.97,1401.94
OLN,1401.94,1402.77
NOF,1402.77,1403.57
OLF,1403.57,1404.37
MAN,1404.37,1405.37
TVF,1405.37,1406.37
MAF,1406.37,1407.37
NOF,1407.37,1409.87
TVN,1409.87,1410.67
TVN,1410.67,1412.39
TVN,1412.39,1413.41
TVN,1413.41,1414.21
TVN,1414.21,1415.21
TVN,1415.21,1416.65
TVN,1416.65,1417.77
TVN,1417.77,1418.77
TVN,1418.77,1419.57
TVN,1419.57,1420.57
TVN,1420.57,1421.37
TVN,1421.37,1422.39
TVN,1422.39,1423.19
TVN,1423.19,1427.19
TVN,1427.19,1427.99
TVN,1427.99,1429.20
TVN,1429.20,1430.58
TVN,1430.58,1431.38
TVN,1431.38,1432.38
TVN,1432.38,1433.72
TVN,1433.72,1436.24
TVN,1436.24,1438.58
TVN,1438.58,1439.60
TVN,1439.60,1441.29
TVN,1441.29,1442.94
TVN,1442.94,1443.74
TVN,1443.74,1445.57
TVN,1445.57,1446.64
TVN,1446.64,1447.73
TVN,1447.73,1448.71
TVN,1448.71,1449.74
TVN,1449.74,1450.54
CHNSP,1450.54,1451.93
CHNSP,1451.93,1452.93
TVN,1452.93,1454.16
TVN,1454.16,1455.51
TVN,1455.51,1456.55
MAN,1456.55,1457.86
TVN,1457.86,1458.70
TVN,1458.70,1459.86
TVN,1459.86,1461.02
TVN,1461.02,1462.67
OLN,1462.67,1464.87
CHNSP,1464.87,1466.12
SIL,1466.12,1467.36
CHNNSP,1467.36,1468.20
OLN,1468.20,1469.16
CHF,1469.16,1469.88
NON,1469.88,1470.78
MAN,1470.78,1472.74
CHNNSP,1472.74,1473.47
OLN,1473.47,1474.27
CHNNSP,1474.27,1475.85
OLN,1475.85,1476.95
MAN,1476.95,1477.95
TVN,1477.95,1479.97
TVN,1479.97,1481.09
TVN,1481.09,1481.69
TVN,1481.69,1483.56
TVN,1483.56,1484.66
TVN,1484.66,1486.12
TVN,1486.12,1488.84
TVN,1488.84,1490.10
TVN,1490.10,1498.88
TVN,1498.88,1503.96
TVN,1503.96,1505.51
TVN,1505.51,1506.51
TVN,1506.51,1511.43
OLN,1511.43,1513.25
TVN,1513.25,1514.25
TVN,1514.25,1516.00
TVN,1516.00,1519.62
TVN,1519.62,1520.42
TVN,1520.42,1521.62
TVN,1521.62,1522.42
TVN,1522.42,1524.06
TVN,1524.06,1525.81
TVN,1525.81,1529.60
TVN,1529.60,1530.40
MAN,1530.40,1531.60
TVN,1531.60,1532.40
TVN,1532.40,1533.59
TVN,1533.59,1534.40
TVN,1534.40,1536.84
TVN,1536.84,1537.84
CHNSP,1537.84,1538.44
TVN,1538.44,1539.45
TVN,1539.45,1540.72
TVN,1540.72,1541.52
TVN,1541.52,1542.62
CXN,1542.62,1543.42
TVN,1543.42,1546.30
CHNSP,1546.30,1546.90
TVN,1546.90,1547.88
FAN,1547.88,1548.88
TVN,1548.88,1549.90
TVN,1549.90,1550.90
TVN,1550.90,1552.03
TVN,1552.03,1553.16
OLN,1553.16,1554.17
TVN,1554.17,1555.37
CXN,1555.37,1556.52
MAN,1556.52,1557.71
CXN,1557.71,1559.86
TVN,1559.86,1560.96
FAN,1560.96,1562.05
