segtype,startsec,endsec
NOF,169.67,171.41
CHF,171.41,172.69
NOF,172.69,174.27
CHNNSP,174.27,175.75
MAF,175.75,176.75
CHNSP,176.75,177.46
CHNSP,177.46,178.47
FAN,178.47,179.07
OLN,179.07,179.87
FAN,179.87,180.87
OLN,180.87,181.95
CHNSP,181.95,183.47
FAN,183.47,184.47
OLN,184.47,186.08
CHNNSP,186.08,186.95
CXN,186.95,187.75
FAN,187.75,188.75
CHNNSP,188.75,189.35
FAN,189.35,190.88
FAN,190.88,191.56
FAN,191.56,194.32
CHNSP,194.32,194.96
CXN,194.96,195.86
CHNNSP,195.86,196.66
CXN,196.66,197.46
CHNNSP,197.46,198.27
FAN,198.27,199.53
TVF,199.53,200.53
CHNNSP,200.53,202.60
CXN,202.60,203.51
FAN,203.51,204.58
CHNSP,204.58,205.18
FAN,205.18,206.18
CHNNSP,206.18,206.78
NOF,206.78,207.58
FAN,207.58,208.19
CXN,208.19,209.01
OLN,209.01,209.83
FAN,209.83,210.86
CXN,210.86,211.73
NOF,211.73,212.53
CHNSP,212.53,213.13
CXN,213.13,213.93
CHNNSP,213.93,214.73
FAN,214.73,217.02
NOF,217.02,217.82
CXN,217.82,218.73
OLF,218.73,219.76
CHNSP,219.76,220.39
OLN,220.39,221.59
CHNNSP,221.59,222.25
OLN,222.25,223.05
CXN,223.05,223.91
OLN,223.91,224.74
NOF,224.74,225.55
CHNSP,225.55,226.66
OLN,226.66,227.77
NOF,227.77,229.11
FAN,229.11,230.20
OLN,230.20,231.08
FAN,231.08,232.68
OLN,232.68,234.40
CHNNSP,234.40,235.03
OLN,235.03,236.63
FAN,236.63,238.23
TVF,238.23,239.50
NOF,239.50,241.59
SIL,241.59,242.39
NOF,242.39,243.74
MAN,243.74,244.77
FAN,244.77,246.47
OLN,246.47,247.36
NOF,247.36,248.40
TVF,248.40,249.40
NOF,249.40,251.38
CXN,251.38,251.98
CXN,251.98,252.78
CXN,252.78,254.36
CXN,254.36,254.96
CXN,254.96,255.96
OLN,255.96,256.89
CXN,256.89,257.89
CXN,257.89,259.02
FAN,259.02,260.16
FAN,260.16,260.93
FAN,260.93,263.71
MAN,263.71,264.71
FAN,264.71,267.06
OLN,267.06,267.86
FAN,267.86,269.04
OLN,269.04,269.84
MAN,269.84,270.84
CXN,270.84,272.26
CXN,272.26,273.06
CXN,273.06,273.94
TVF,273.94,275.34
SIL,275.34,276.37
MAN,276.37,277.37
FAN,277.37,277.97
CHF,277.97,278.78
FAF,278.78,279.78
NOF,279.78,280.60
FAN,280.60,281.61
FAN,281.61,282.45
FAN,282.45,284.40
OLN,284.40,285.57
FAN,285.57,286.57
CXN,286.57,287.37
CHNSP,287.37,287.97
MAN,287.97,288.97
FAN,288.97,290.27
MAN,290.27,292.19
CHNSP,292.19,293.21
CXN,293.21,293.99
FAN,293.99,295.07
CXN,295.07,295.91
CXN,295.91,297.02
OLN,297.02,297.82
CHNNSP,297.82,298.42
CXN,298.42,299.23
FAN,299.23,300.96
CXN,300.96,301.89
FAN,301.89,304.71
CXN,304.71,305.51
OLN,305.51,306.40
CXN,306.40,307.79
FAN,307.79,309.70
NOF,309.70,310.50
OLN,310.50,312.33
FAN,312.33,313.59
CXN,313.59,314.51
MAF,314.51,315.51
CXN,315.51,317.85
FAN,317.85,318.97
OLF,318.97,320.33
CXN,320.33,322.53
FAF,322.53,324.05
NOF,324.05,325.17
OLN,325.17,330.43
NOF,330.43,332.08
CXN,332.08,333.08
NOF,333.08,336.53
OLF,336.53,337.34
NON,337.34,338.14
OLN,338.14,342.51
NOF,342.51,343.71
FAN,343.71,344.94
FAN,344.94,345.60
OLN,345.60,346.45
NOF,346.45,347.31
OLN,347.31,348.54
NOF,348.54,350.19
OLN,350.19,351.05
CXN,351.05,351.85
OLF,351.85,352.65
CXN,352.65,353.73
OLF,353.73,356.20
NOF,356.20,357.61
OLF,357.61,359.22
NOF,359.22,361.72
OLN,361.72,364.24
MAF,364.24,365.26
CXN,365.26,367.27
OLN,367.27,368.59
CXN,368.59,369.39
FAN,369.39,369.99
CXN,369.99,370.97
OLN,370.97,371.77
NOF,371.77,374.74
OLF,374.74,375.54
NOF,375.54,376.66
FAN,376.66,377.75
OLN,377.75,378.63
NOF,378.63,379.45
FAN,379.45,381.98
OLF,381.98,382.60
FAN,382.60,384.45
NOF,384.45,385.83
FAN,385.83,387.11
NOF,387.11,388.98
MAN,388.98,389.98
NOF,389.98,390.78
FAN,390.78,393.87
NOF,393.87,394.67
OLN,394.67,395.89
OLF,395.89,396.69
OLN,396.69,397.66
NOF,397.66,399.14
OLN,399.14,400.90
NOF,400.90,401.84
SIL,401.84,402.64
NOF,402.64,404.39
FAN,404.39,405.93
CHNSP,405.93,408.14
NOF,408.14,408.94
CHNNSP,408.94,409.54
NOF,409.54,410.34
CHNNSP,410.34,411.52
CXN,411.52,412.52
NOF,412.52,414.64
FAN,414.64,415.64
OLN,415.64,416.57
CXN,416.57,417.60
CHNSP,417.60,420.44
NOF,420.44,421.37
FAN,421.37,422.07
NOF,422.07,423.20
OLF,423.20,424.00
CXN,424.00,424.81
NOF,424.81,425.70
CXN,425.70,426.77
NOF,426.77,427.66
CXN,427.66,428.93
NOF,428.93,429.74
OLN,429.74,430.71
NOF,430.71,431.51
OLN,431.51,432.49
CHNSP,432.49,435.54
CXN,435.54,437.13
TVF,437.13,438.11
FAN,438.11,440.66
OLN,440.66,441.64
FAF,441.64,442.27
OLN,442.27,443.07
CXN,443.07,444.28
NOF,444.28,445.08
FAF,445.08,446.08
CXN,446.08,447.00
CXN,447.00,447.62
CHF,447.62,449.01
FAN,449.01,449.61
NOF,449.61,450.92
TVF,450.92,452.08
NOF,452.08,454.30
FAN,454.30,455.68
NOF,455.68,456.53
SIL,456.53,457.33
MAF,457.33,458.58
TVF,458.58,459.59
NOF,459.59,466.18
MAF,466.18,467.50
NOF,467.50,468.37
CHF,468.37,469.26
MAN,469.26,470.26
NOF,470.26,472.16
FAN,472.16,473.30
TVF,473.30,474.30
FAN,474.30,475.89
SIL,475.89,476.69
FAN,476.69,477.69
OLN,477.69,478.49
NOF,478.49,479.74
FAN,479.74,480.84
OLN,480.84,483.08
CXN,483.08,483.84
FAN,483.84,485.93
SIL,485.93,486.73
MAN,486.73,487.75
OLN,487.75,491.06
OLF,491.06,493.10
OLN,493.10,493.96
NOF,493.96,496.98
MAN,496.98,498.02
OLN,498.02,499.01
OLF,499.01,499.81
OLN,499.81,500.61
CXN,500.61,501.21
CHNNSP,501.21,502.47
OLN,502.47,503.27
CHNNSP,503.27,507.06
FAN,507.06,507.66
FAN,507.66,508.81
CXN,508.81,509.43
CXN,509.43,511.87
CHF,511.87,512.52
CHNSP,512.52,515.60
CHNNSP,515.60,516.20
CHNSP,516.20,518.94
CHNNSP,518.94,520.85
FAN,520.85,525.94
CHNNSP,525.94,526.54
CHNNSP,526.54,527.66
FAN,527.66,528.29
CHNNSP,528.29,547.95
CXN,547.95,548.55
CHNSP,548.55,556.76
CHNNSP,556.76,557.96
FAN,557.96,562.81
CHNNSP,562.81,563.42
FAN,563.42,565.89
CHNNSP,565.89,566.63
FAN,566.63,567.99
CHNNSP,567.99,568.77
CHNNSP,568.77,571.87
CHNNSP,571.87,572.67
CHNNSP,572.67,573.89
CHNNSP,573.89,574.51
CHNNSP,574.51,575.73
CHNNSP,575.73,576.68
CHNNSP,576.68,578.23
CHNNSP,578.23,578.83
FAN,578.83,582.14
CHNSP,582.14,582.75
CHNSP,582.75,583.75
CHNNSP,583.75,584.37
CHNSP,584.37,585.94
CHNNSP,585.94,586.54
CHNSP,586.54,587.60
CHNNSP,587.60,588.82
CHNNSP,588.82,591.55
CHNNSP,591.55,593.00
OLN,593.00,593.80
CHNNSP,593.80,594.47
CHNNSP,594.47,596.06
CHNNSP,596.06,597.44
CHNNSP,597.44,599.23
CHNNSP,599.23,602.47
OLN,602.47,603.27
CHNNSP,603.27,604.65
OLN,604.65,605.45
CHNNSP,605.45,607.13
OLN,607.13,607.99
CHNNSP,607.99,609.26
OLN,609.26,610.06
CHNNSP,610.06,611.12
OLN,611.12,612.44
CHNSP,612.44,613.25
OLN,613.25,614.05
CHNNSP,614.05,614.65
OLN,614.65,615.70
CHNSP,615.70,616.71
OLF,616.71,617.51
FAN,617.51,619.35
OLN,619.35,620.19
FAN,620.19,621.22
OLN,621.22,622.18
FAN,622.18,623.74
NOF,623.74,624.55
FAF,624.55,625.76
OLF,625.76,626.63
FAF,626.63,627.63
NOF,627.63,630.67
MAF,630.67,631.93
NOF,631.93,632.91
FAF,632.91,633.96
NOF,633.96,634.83
OLF,634.83,635.89
NOF,635.89,638.17
SIL,638.17,639.30
TVF,639.30,640.93
FAF,640.93,641.53
SIL,641.53,642.43
TVF,642.43,644.51
CXN,644.51,645.51
MAF,645.51,646.51
FAN,646.51,648.85
TVF,648.85,651.07
MAF,651.07,652.07
SIL,652.07,652.94
NOF,652.94,653.74
SIL,653.74,654.79
FAF,654.79,655.66
SIL,655.66,657.18
TVF,657.18,658.64
FAN,658.64,659.98
SIL,659.98,661.02
NOF,661.02,661.82
FAN,661.82,663.47
TVF,663.47,664.47
FAN,664.47,667.73
SIL,667.73,668.61
FAN,668.61,670.83
TVF,670.83,671.83
FAF,671.83,672.71
SIL,672.71,674.45
FAF,674.45,675.45
OLF,675.45,676.29
SIL,676.29,677.25
FAF,677.25,678.26
TVF,678.26,680.21
SIL,680.21,681.30
TVF,681.30,682.82
FAF,682.82,686.45
SIL,686.45,687.26
FAF,687.26,688.54
SIL,688.54,689.34
FAF,689.34,691.03
TVF,691.03,692.09
FAF,692.09,693.43
TVF,693.43,694.43
SIL,694.43,695.23
TVF,695.23,698.18
NOF,698.18,700.43
FAN,700.43,701.83
OLF,701.83,702.63
FAF,702.63,704.04
SIL,704.04,705.25
FAF,705.25,706.79
SIL,706.79,707.59
FAF,707.59,708.82
SIL,708.82,709.69
CXF,709.69,710.49
FAF,710.49,711.88
SIL,711.88,713.02
FAF,713.02,714.63
SIL,714.63,715.44
TVF,715.44,716.89
SIL,716.89,717.69
MAF,717.69,718.76
FAF,718.76,719.99
TVF,719.99,721.06
FAF,721.06,722.40
NOF,722.40,723.27
FAF,723.27,725.01
SIL,725.01,725.81
FAF,725.81,727.14
CHNSP,727.14,727.75
MAF,727.75,728.78
OLF,728.78,729.58
FAF,729.58,730.45
SIL,730.45,731.97
TVN,731.97,734.23
SIL,734.23,735.48
CHF,735.48,736.28
TVF,736.28,737.51
FAF,737.51,738.51
SIL,738.51,741.09
TVF,741.09,742.56
SIL,742.56,743.38
TVF,743.38,751.59
SIL,751.59,752.40
FAF,752.40,753.07
SIL,753.07,757.24
MAF,757.24,758.24
SIL,758.24,760.46
OLF,760.46,762.43
TVF,762.43,763.68
SIL,763.68,764.67
TVF,764.67,765.72
NOF,765.72,766.75
TVF,766.75,768.01
SIL,768.01,769.54
TVF,769.54,770.34
MAF,770.34,771.83
NOF,771.83,773.10
CHNSP,773.10,773.71
NOF,773.71,776.14
TVF,776.14,778.03
SIL,778.03,779.11
OLF,779.11,782.24
NOF,782.24,783.04
SIL,783.04,783.84
OLF,783.84,784.93
NOF,784.93,785.93
SIL,785.93,788.05
TVF,788.05,789.43
SIL,789.43,793.37
TVN,793.37,794.63
SIL,794.63,797.38
OLF,797.38,798.18
SIL,798.18,798.98
NOF,798.98,800.57
SIL,800.57,805.93
TVF,805.93,808.09
MAF,808.09,809.16
TVF,809.16,810.34
MAF,810.34,812.01
TVF,812.01,815.67
MAF,815.67,818.09
SIL,818.09,819.10
TVF,819.10,821.02
NOF,821.02,821.82
SIL,821.82,822.62
OLF,822.62,824.11
MAF,824.11,825.57
OLF,825.57,827.32
SIL,827.32,828.12
OLF,828.12,831.44
SIL,831.44,832.25
OLF,832.25,833.05
SIL,833.05,833.85
OLF,833.85,834.83
SIL,834.83,836.16
TVF,836.16,837.16
SIL,837.16,837.96
FAF,837.96,839.15
SIL,839.15,840.60
TVF,840.60,842.88
OLF,842.88,844.08
TVF,844.08,845.75
OLF,845.75,846.55
TVF,846.55,847.89
SIL,847.89,849.05
TVF,849.05,851.26
SIL,851.26,852.06
MAF,852.06,853.84
NOF,853.84,854.84
TVF,854.84,855.84
SIL,855.84,857.26
TVF,857.26,858.26
SIL,858.26,859.10
TVF,859.10,859.90
SIL,859.90,860.88
TVF,860.88,863.96
SIL,863.96,864.76
TVF,864.76,865.76
SIL,865.76,867.36
MAF,867.36,868.48
TVF,868.48,870.03
SIL,870.03,870.83
MAF,870.83,871.83
NOF,871.83,872.70
TVF,872.70,873.70
MAF,873.70,874.56
FAN,874.56,875.17
OLF,875.17,875.97
SIL,875.97,877.54
TVF,877.54,878.54
MAF,878.54,879.72
SIL,879.72,881.01
FAN,881.01,882.26
TVF,882.26,883.45
OLF,883.45,884.77
TVF,884.77,885.77
SIL,885.77,888.25
OLF,888.25,891.90
NOF,891.90,894.90
SIL,894.90,895.76
NOF,895.76,896.56
OLN,896.56,897.37
SIL,897.37,898.32
CXF,898.32,899.23
OLF,899.23,902.21
SIL,902.21,903.01
NOF,903.01,906.74
MAF,906.74,907.78
NOF,907.78,910.33
OLF,910.33,911.45
NOF,911.45,913.82
OLF,913.82,914.68
NOF,914.68,915.88
OLN,915.88,917.69
OLF,917.69,919.59
CXF,919.59,920.54
OLF,920.54,921.34
SIL,921.34,922.27
OLF,922.27,923.08
CXN,923.08,924.78
FAN,924.78,925.87
CXN,925.87,926.49
CXN,926.49,927.37
CXN,927.37,928.57
CXN,928.57,930.18
FAN,930.18,931.18
CHNSP,931.18,931.78
FAN,931.78,932.94
OLF,932.94,934.61
FAF,934.61,935.42
CXN,935.42,936.26
FAN,936.26,937.89
CXN,937.89,938.81
FAN,938.81,940.22
CXN,940.22,941.02
OLN,941.02,941.95
CXN,941.95,942.75
FAN,942.75,943.76
CXN,943.76,944.56
OLN,944.56,945.50
CXN,945.50,946.30
MAN,946.30,947.42
CXN,947.42,948.22
FAN,948.22,950.42
CXN,950.42,952.39
TVN,952.39,953.39
FAN,953.39,954.43
OLN,954.43,955.50
FAN,955.50,957.79
TVF,957.79,960.38
CXN,960.38,961.71
MAF,961.71,962.90
CXN,962.90,964.54
MAN,964.54,966.41
TVF,966.41,967.41
MAF,967.41,968.42
NOF,968.42,969.28
FAF,969.28,970.37
MAF,970.37,972.48
TVF,972.48,973.49
OLF,973.49,974.38
SIL,974.38,976.20
CXN,976.20,977.05
NOF,977.05,977.88
FAN,977.88,979.69
CXN,979.69,981.10
FAN,981.10,982.63
OLN,982.63,983.51
NOF,983.51,984.41
OLN,984.41,985.32
FAN,985.32,990.23
CXN,990.23,991.15
MAN,991.15,992.75
FAN,992.75,993.79
OLF,993.79,994.59
FAN,994.59,995.59
TVF,995.59,996.41
FAN,996.41,998.60
MAN,998.60,999.65
FAN,999.65,1000.77
OLN,1000.77,1002.11
CXN,1002.11,1002.91
FAN,1002.91,1003.91
CXN,1003.91,1004.71
OLF,1004.71,1005.51
FAN,1005.51,1006.51
OLF,1006.51,1007.78
CXN,1007.78,1008.79
CXN,1008.79,1009.39
FAN,1009.39,1010.64
OLN,1010.64,1011.97
FAN,1011.97,1014.43
MAN,1014.43,1015.44
FAN,1015.44,1016.44
OLN,1016.44,1017.71
CXN,1017.71,1018.40
OLN,1018.40,1020.04
FAN,1020.04,1021.91
OLF,1021.91,1022.71
CHNSP,1022.71,1023.64
CXN,1023.64,1024.45
OLN,1024.45,1025.26
CXN,1025.26,1028.10
OLN,1028.10,1028.70
FAN,1028.70,1029.51
CXN,1029.51,1031.54
TVF,1031.54,1032.14
CXN,1032.14,1032.94
OLF,1032.94,1033.74
FAN,1033.74,1034.86
SIL,1034.86,1035.66
OLN,1035.66,1036.49
CXN,1036.49,1037.33
MAF,1037.33,1038.36
OLF,1038.36,1039.91
CXN,1039.91,1041.72
MAF,1041.72,1044.12
OLF,1044.12,1044.92
MAF,1044.92,1045.92
CXN,1045.92,1046.79
TVF,1046.79,1047.82
FAF,1047.82,1048.83
OLF,1048.83,1049.65
FAF,1049.65,1050.98
OLN,1050.98,1051.78
MAN,1051.78,1052.78
OLF,1052.78,1053.58
NOF,1053.58,1055.10
TVF,1055.10,1057.35
OLF,1057.35,1058.23
TVF,1058.23,1059.48
MAF,1059.48,1061.20
CXN,1061.20,1062.16
SIL,1062.16,1062.99
OLN,1062.99,1064.01
OLF,1064.01,1065.01
CXN,1065.01,1065.85
OLF,1065.85,1067.03
MAF,1067.03,1068.03
FAN,1068.03,1070.15
OLF,1070.15,1070.97
TVF,1070.97,1071.97
CXN,1071.97,1073.01
MAF,1073.01,1074.03
SIL,1074.03,1075.30
NOF,1075.30,1076.10
OLF,1076.10,1076.70
SIL,1076.70,1077.50
OLF,1077.50,1079.41
TVF,1079.41,1082.42
CXN,1082.42,1083.33
OLN,1083.33,1084.13
MAF,1084.13,1085.22
OLF,1085.22,1086.43
CXN,1086.43,1087.68
CXN,1087.68,1090.06
CXN,1090.06,1091.08
OLN,1091.08,1091.88
CXN,1091.88,1092.68
OLF,1092.68,1093.95
CHNSP,1093.95,1094.65
FAN,1094.65,1095.65
CXN,1095.65,1096.46
FAN,1096.46,1098.00
MAF,1098.00,1099.00
CXN,1099.00,1099.84
CHF,1099.84,1100.82
CXN,1100.82,1101.62
OLF,1101.62,1102.45
CXN,1102.45,1103.25
TVF,1103.25,1104.25
CXN,1104.25,1105.16
CHF,1105.16,1106.37
CXN,1106.37,1107.27
OLF,1107.27,1109.93
CXN,1109.93,1110.93
OLF,1110.93,1111.83
NOF,1111.83,1113.01
SIL,1113.01,1113.81
NOF,1113.81,1114.89
CXN,1114.89,1115.69
FAN,1115.69,1116.51
CXN,1116.51,1117.39
FAF,1117.39,1118.22
CXN,1118.22,1119.26
MAF,1119.26,1120.57
CXN,1120.57,1121.57
CHNSP,1121.57,1122.23
MAF,1122.23,1123.23
CXN,1123.23,1124.03
NOF,1124.03,1125.06
OLN,1125.06,1125.86
FAN,1125.86,1126.86
SIL,1126.86,1127.66
CXN,1127.66,1128.88
OLF,1128.88,1129.73
OLN,1129.73,1130.62
FAN,1130.62,1131.62
FAN,1131.62,1132.28
FAN,1132.28,1133.34
TVF,1133.34,1134.48
SIL,1134.48,1135.39
NON,1135.39,1136.63
SIL,1136.63,1137.95
CXN,1137.95,1139.99
CXN,1139.99,1140.91
CHF,1140.91,1141.51
OLN,1141.51,1142.33
CXN,1142.33,1143.13
CXN,1143.13,1143.73
FAN,1143.73,1146.57
CXN,1146.57,1147.63
CXN,1147.63,1148.77
CHNNSP,1148.77,1149.51
CXN,1149.51,1150.64
CXN,1150.64,1151.67
CXN,1151.67,1152.47
FAN,1152.47,1153.59
OLN,1153.59,1154.84
FAN,1154.84,1156.01
OLN,1156.01,1156.87
CXN,1156.87,1157.67
FAN,1157.67,1158.51
OLF,1158.51,1159.68
FAN,1159.68,1160.88
TVF,1160.88,1162.01
CHNNSP,1162.01,1162.61
CXN,1162.61,1163.41
CHNSP,1163.41,1164.12
OLN,1164.12,1165.07
CHNNSP,1165.07,1165.67
OLN,1165.67,1166.55
FAN,1166.55,1167.64
CXN,1167.64,1168.45
FAN,1168.45,1171.05
FAN,1171.05,1171.65
OLF,1171.65,1172.45
FAN,1172.45,1173.74
MAF,1173.74,1174.66
CXN,1174.66,1175.54
OLF,1175.54,1177.61
NOF,1177.61,1181.69
TVF,1181.69,1182.69
NOF,1182.69,1183.67
OLF,1183.67,1184.73
NOF,1184.73,1186.25
OLN,1186.25,1186.85
NOF,1186.85,1187.65
MAF,1187.65,1189.48
OLF,1189.48,1190.28
NOF,1190.28,1192.26
OLF,1192.26,1193.28
NOF,1193.28,1194.09
CHNSP,1194.09,1194.77
CXN,1194.77,1195.58
FAN,1195.58,1196.19
OLF,1196.19,1197.10
MAN,1197.10,1198.10
FAN,1198.10,1200.29
CHNNSP,1200.29,1200.89
NOF,1200.89,1201.70
CHNSP,1201.70,1202.30
CXN,1202.30,1203.46
OLN,1203.46,1204.26
CXN,1204.26,1205.50
NOF,1205.50,1206.38
CXN,1206.38,1207.18
OLF,1207.18,1208.04
NOF,1208.04,1209.32
CHNSP,1209.32,1210.16
NOF,1210.16,1211.13
CHNSP,1211.13,1212.39
FAN,1212.39,1213.97
CHNSP,1213.97,1214.97
FAN,1214.97,1215.89
CXN,1215.89,1216.69
FAN,1216.69,1217.74
CXN,1217.74,1218.56
FAN,1218.56,1219.56
CHNSP,1219.56,1221.56
CXN,1221.56,1222.36
FAN,1222.36,1223.42
OLN,1223.42,1224.53
CHNSP,1224.53,1225.38
OLF,1225.38,1226.18
FAN,1226.18,1227.21
CHF,1227.21,1227.97
SIL,1227.97,1229.03
CHNNSP,1229.03,1230.89
OLN,1230.89,1231.69
FAN,1231.69,1232.92
OLN,1232.92,1233.75
CXN,1233.75,1234.55
NOF,1234.55,1235.35
CXN,1235.35,1237.03
TVF,1237.03,1237.83
CXN,1237.83,1238.63
OLF,1238.63,1239.59
CHNSP,1239.59,1240.19
FAN,1240.19,1242.63
OLF,1242.63,1244.02
FAN,1244.02,1245.85
FAF,1245.85,1246.67
FAN,1246.67,1247.69
CXN,1247.69,1248.68
CHNNSP,1248.68,1249.56
FAN,1249.56,1250.59
CHNNSP,1250.59,1251.38
OLF,1251.38,1252.25
FAF,1252.25,1253.08
OLN,1253.08,1253.90
CHNSP,1253.90,1254.97
CXN,1254.97,1256.27
CHNSP,1256.27,1257.49
NOF,1257.49,1259.20
CHNSP,1259.20,1260.13
NOF,1260.13,1261.16
CHNSP,1261.16,1261.77
OLF,1261.77,1262.77
CHNNSP,1262.77,1263.41
MAN,1263.41,1265.74
CHNSP,1265.74,1266.79
CHNSP,1266.79,1267.83
CHNSP,1267.83,1268.44
FAN,1268.44,1269.89
NOF,1269.89,1271.60
OLF,1271.60,1272.67
NOF,1272.67,1273.68
FAN,1273.68,1274.73
NOF,1274.73,1275.53
OLF,1275.53,1276.47
CHNSP,1276.47,1277.48
MAN,1277.48,1278.97
CHNNSP,1278.97,1280.06
CHNSP,1280.06,1280.79
CHNSP,1280.79,1282.11
CHNSP,1282.11,1282.83
TVF,1282.83,1283.85
FAN,1283.85,1289.12
OLF,1289.12,1294.07
FAN,1294.07,1294.67
OLF,1294.67,1296.78
MAF,1296.78,1297.78
OLF,1297.78,1299.45
NOF,1299.45,1300.25
OLF,1300.25,1302.86
NOF,1302.86,1303.66
OLF,1303.66,1304.82
NOF,1304.82,1305.67
OLF,1305.67,1311.68
NOF,1311.68,1312.48
TVF,1312.48,1313.30
NOF,1313.30,1314.98
OLF,1314.98,1317.30
CHF,1317.30,1317.90
OLF,1317.90,1319.35
MAF,1319.35,1320.53
OLN,1320.53,1323.54
CXN,1323.54,1324.37
CHNSP,1324.37,1324.97
CXN,1324.97,1325.81
OLF,1325.81,1327.37
CXN,1327.37,1328.17
MAN,1328.17,1329.61
OLF,1329.61,1330.73
CXN,1330.73,1331.54
OLN,1331.54,1334.27
CXN,1334.27,1334.89
CXN,1334.89,1335.83
OLN,1335.83,1336.63
CHNNSP,1336.63,1337.23
MAN,1337.23,1338.21
CXN,1338.21,1339.06
MAN,1339.06,1340.62
OLF,1340.62,1341.59
FAN,1341.59,1342.61
OLN,1342.61,1343.94
CXN,1343.94,1346.75
OLF,1346.75,1347.60
FAN,1347.60,1351.43
CXN,1351.43,1352.23
OLN,1352.23,1355.75
MAN,1355.75,1357.51
FAN,1357.51,1358.31
MAN,1358.31,1360.05
MAF,1360.05,1360.85
OLN,1360.85,1361.82
MAF,1361.82,1362.82
CXN,1362.82,1363.62
OLN,1363.62,1365.01
MAF,1365.01,1366.02
OLN,1366.02,1367.21
SIL,1367.21,1368.01
MAN,1368.01,1369.01
FAN,1369.01,1371.12
MAN,1371.12,1372.35
FAN,1372.35,1373.75
MAN,1373.75,1376.07
FAN,1376.07,1376.67
SIL,1376.67,1377.47
TVF,1377.47,1378.75
MAN,1378.75,1382.77
TVF,1382.77,1383.77
SIL,1383.77,1384.57
MAF,1384.57,1385.81
FAN,1385.81,1391.54
MAN,1391.54,1392.61
SIL,1392.61,1393.61
MAN,1393.61,1397.46
SIL,1397.46,1398.27
MAN,1398.27,1399.27
