segtype,startsec,endsec
CXF,789.30,790.66
SIL,790.66,791.66
MAN,791.66,792.26
SIL,792.26,793.24
SIL,793.24,794.47
SIL,794.47,795.27
TVF,795.27,796.27
SIL,796.27,799.75
TVF,799.75,801.07
SIL,801.07,804.73
SIL,804.73,805.93
SIL,805.93,807.32
TVF,807.32,808.80
SIL,808.80,809.91
SIL,809.91,811.29
SIL,811.29,816.56
SIL,816.56,817.57
SIL,817.57,818.42
SIL,818.42,819.43
SIL,819.43,827.28
SIL,827.28,828.39
SIL,828.39,835.73
SIL,835.73,838.59
SIL,838.59,846.00
CXF,846.00,846.80
SIL,846.80,849.71
OLF,849.71,850.97
TVF,850.97,852.01
NOF,852.01,852.86
FAF,852.86,853.86
SIL,853.86,855.28
TVF,855.28,856.77
MAN,856.77,857.77
MAF,857.77,858.99
SIL,858.99,859.89
SIL,859.89,861.25
FAN,861.25,862.26
TVF,862.26,864.57
SIL,864.57,866.02
FAF,866.02,867.59
SIL,867.59,869.17
FAF,869.17,871.14
SIL,871.14,878.63
SIL,878.63,879.69
SIL,879.69,880.49
SIL,880.49,881.54
NOF,881.54,882.14
SIL,882.14,883.01
TVF,883.01,890.63
FAN,890.63,892.15
TVF,892.15,894.57
MAF,894.57,895.57
FAN,895.57,896.57
SIL,896.57,897.39
FAN,897.39,898.40
TVF,898.40,899.86
FAN,899.86,901.13
SIL,901.13,902.30
SIL,902.30,904.35
SIL,904.35,905.36
TVF,905.36,906.61
SIL,906.61,908.57
MAN,908.57,909.79
SIL,909.79,911.43
FAN,911.43,912.69
SIL,912.69,913.76
FAF,913.76,914.41
SIL,914.41,918.42
FAF,918.42,919.42
SIL,919.42,926.05
SIL,926.05,927.53
SIL,927.53,928.63
MAN,928.63,929.63
SIL,929.63,930.53
FAF,930.53,931.53
SIL,931.53,932.73
FAN,932.73,934.33
SIL,934.33,935.48
FAN,935.48,937.10
NOF,937.10,938.30
SIL,938.30,941.69
NON,941.69,942.56
OLN,942.56,944.61
OLF,944.61,949.03
SIL,949.03,950.30
NOF,950.30,951.10
SIL,951.10,952.74
NOF,952.74,953.56
SIL,953.56,954.58
NOF,954.58,955.73
SIL,955.73,956.53
NOF,956.53,959.90
SIL,959.90,963.09
NOF,963.09,965.68
SIL,965.68,966.50
NOF,966.50,967.32
SIL,967.32,973.13
SIL,973.13,975.92
SIL,975.92,977.39
TVF,977.39,978.56
SIL,978.56,979.49
TVF,979.49,980.49
SIL,980.49,981.55
NOF,981.55,982.35
SIL,982.35,983.15
NOF,983.15,986.13
SIL,986.13,990.51
NOF,990.51,992.04
SIL,992.04,992.91
NOF,992.91,993.71
SIL,993.71,994.93
TVF,994.93,995.93
SIL,995.93,996.81
SIL,996.81,998.30
SIL,998.30,1004.40
NOF,1004.40,1006.17
OLF,1006.17,1007.58
FAF,1007.58,1008.58
SIL,1008.58,1009.38
MAF,1009.38,1010.18
SIL,1010.18,1012.76
TVF,1012.76,1013.78
SIL,1013.78,1016.59
FAF,1016.59,1017.59
SIL,1017.59,1019.03
MAN,1019.03,1020.03
SIL,1020.03,1021.38
MAF,1021.38,1022.61
FAF,1022.61,1023.61
SIL,1023.61,1024.44
MAN,1024.44,1025.65
SIL,1025.65,1027.16
SIL,1027.16,1028.87
SIL,1028.87,1034.47
FAF,1034.47,1035.47
SIL,1035.47,1036.40
NOF,1036.40,1037.20
SIL,1037.20,1038.34
FAF,1038.34,1038.96
SIL,1038.96,1047.73
FAN,1047.73,1048.89
SIL,1048.89,1069.99
NOF,1069.99,1070.90
SIL,1070.90,1080.41
FAF,1080.41,1082.18
NOF,1082.18,1083.58
SIL,1083.58,1084.74
SIL,1084.74,1085.74
SIL,1085.74,1090.02
NOF,1090.02,1090.82
SIL,1090.82,1093.92
NOF,1093.92,1097.00
SIL,1097.00,1098.22
MAF,1098.22,1099.63
FAN,1099.63,1101.04
FAN,1101.04,1102.88
CXN,1102.88,1103.68
FAF,1103.68,1104.68
SIL,1104.68,1106.80
CXN,1106.80,1107.99
NOF,1107.99,1110.21
SIL,1110.21,1111.12
MAN,1111.12,1112.89
SIL,1112.89,1115.67
NOF,1115.67,1116.79
SIL,1116.79,1118.36
FAN,1118.36,1119.37
CXF,1119.37,1120.28
SIL,1120.28,1121.14
OLF,1121.14,1121.94
SIL,1121.94,1125.17
NOF,1125.17,1125.97
SIL,1125.97,1126.84
TVF,1126.84,1127.64
SIL,1127.64,1131.17
NOF,1131.17,1131.97
SIL,1131.97,1137.74
SIL,1137.74,1138.77
SIL,1138.77,1140.02
NOF,1140.02,1140.82
SIL,1140.82,1143.87
FAN,1143.87,1144.87
SIL,1144.87,1146.91
FAN,1146.91,1147.91
SIL,1147.91,1148.82
FAN,1148.82,1149.82
SIL,1149.82,1150.62
FAF,1150.62,1151.87
SIL,1151.87,1152.67
NOF,1152.67,1153.48
SIL,1153.48,1158.15
NOF,1158.15,1159.31
SIL,1159.31,1169.99
SIL,1169.99,1170.99
SIL,1170.99,1171.79
NOF,1171.79,1172.84
SIL,1172.84,1178.90
FAF,1178.90,1180.14
OLF,1180.14,1180.98
NOF,1180.98,1183.28
FAN,1183.28,1184.29
OLF,1184.29,1185.09
SIL,1185.09,1185.93
MAN,1185.93,1187.44
SIL,1187.44,1188.38
MAN,1188.38,1189.62
SIL,1189.62,1190.91
NOF,1190.91,1193.21
SIL,1193.21,1194.85
NOF,1194.85,1195.79
SIL,1195.79,1196.74
OLF,1196.74,1199.05
SIL,1199.05,1200.92
SIL,1200.92,1202.47
SIL,1202.47,1204.60
NOF,1204.60,1205.40
SIL,1205.40,1206.20
MAF,1206.20,1207.25
SIL,1207.25,1209.09
NOF,1209.09,1210.16
SIL,1210.16,1213.51
FAF,1213.51,1214.72
SIL,1214.72,1219.09
NOF,1219.09,1220.54
OLF,1220.54,1221.37
NOF,1221.37,1222.23
SIL,1222.23,1223.06
NOF,1223.06,1224.24
SIL,1224.24,1225.70
NOF,1225.70,1226.50
SIL,1226.50,1227.30
NOF,1227.30,1228.13
SIL,1228.13,1229.05
MAF,1229.05,1230.47
SIL,1230.47,1233.08
NOF,1233.08,1234.40
SIL,1234.40,1235.32
SIL,1235.32,1236.54
SIL,1236.54,1239.17
NOF,1239.17,1240.22
MAF,1240.22,1241.23
NOF,1241.23,1242.12
SIL,1242.12,1243.63
FAF,1243.63,1245.24
SIL,1245.24,1246.09
SIL,1246.09,1249.03
SIL,1249.03,1249.91
NOF,1249.91,1250.79
FAN,1250.79,1251.98
NOF,1251.98,1253.18
SIL,1253.18,1254.93
NOF,1254.93,1256.04
SIL,1256.04,1258.37
NOF,1258.37,1259.55
SIL,1259.55,1260.54
NOF,1260.54,1264.15
SIL,1264.15,1265.99
CXF,1265.99,1267.05
FAF,1267.05,1268.05
NOF,1268.05,1268.94
SIL,1268.94,1269.75
NOF,1269.75,1270.58
SIL,1270.58,1272.00
NOF,1272.00,1273.38
SIL,1273.38,1274.53
NOF,1274.53,1276.37
SIL,1276.37,1277.17
NOF,1277.17,1279.20
SIL,1279.20,1281.11
NOF,1281.11,1285.12
SIL,1285.12,1287.65
NOF,1287.65,1289.39
SIL,1289.39,1290.19
NOF,1290.19,1292.38
OLF,1292.38,1293.19
NOF,1293.19,1295.16
FAN,1295.16,1296.57
MAN,1296.57,1297.57
NOF,1297.57,1298.37
FAN,1298.37,1300.51
OLF,1300.51,1301.91
MAN,1301.91,1303.20
SIL,1303.20,1304.26
NOF,1304.26,1305.60
OLN,1305.60,1306.43
FAN,1306.43,1307.48
MAF,1307.48,1309.04
NOF,1309.04,1310.70
FAN,1310.70,1313.15
NOF,1313.15,1314.70
OLF,1314.70,1315.50
NOF,1315.50,1319.45
OLN,1319.45,1321.03
FAN,1321.03,1322.03
NOF,1322.03,1322.84
FAN,1322.84,1324.05
NOF,1324.05,1324.85
MAN,1324.85,1325.87
NOF,1325.87,1326.74
FAN,1326.74,1327.74
NOF,1327.74,1328.67
MAN,1328.67,1329.85
SIL,1329.85,1330.79
MAN,1330.79,1332.99
NOF,1332.99,1334.32
OLF,1334.32,1335.16
NOF,1335.16,1341.22
FAF,1341.22,1342.22
SIL,1342.22,1343.02
FAN,1343.02,1344.25
SIL,1344.25,1345.16
OLF,1345.16,1346.27
NOF,1346.27,1347.07
SIL,1347.07,1347.87
NOF,1347.87,1352.52
SIL,1352.52,1353.32
NOF,1353.32,1354.83
SIL,1354.83,1355.72
NOF,1355.72,1357.19
SIL,1357.19,1358.07
NOF,1358.07,1359.78
SIL,1359.78,1361.79
NOF,1361.79,1362.59
FAF,1362.59,1363.59
OLF,1363.59,1365.79
NOF,1365.79,1367.26
FAN,1367.26,1368.26
NOF,1368.26,1370.48
OLF,1370.48,1371.36
NOF,1371.36,1372.73
FAF,1372.73,1373.78
NOF,1373.78,1374.59
SIL,1374.59,1375.39
NOF,1375.39,1377.35
SIL,1377.35,1378.26
NOF,1378.26,1380.02
SIL,1380.02,1380.82
NOF,1380.82,1381.64
SIL,1381.64,1382.51
SIL,1382.51,1383.79
NOF,1383.79,1387.11
SIL,1387.11,1388.07
NOF,1388.07,1392.00
SIL,1392.00,1394.82
SIL,1394.82,1395.82
NOF,1395.82,1397.76
SIL,1397.76,1398.59
NOF,1398.59,1399.39
SIL,1399.39,1400.19
NOF,1400.19,1401.82
SIL,1401.82,1402.94
NOF,1402.94,1404.02
SIL,1404.02,1404.82
NOF,1404.82,1410.68
SIL,1410.68,1411.79
NOF,1411.79,1412.59
SIL,1412.59,1413.85
NOF,1413.85,1414.65
SIL,1414.65,1416.77
NOF,1416.77,1417.95
SIL,1417.95,1418.75
NOF,1418.75,1419.88
SIL,1419.88,1420.71
NOF,1420.71,1421.51
SIL,1421.51,1423.32
NOF,1423.32,1424.13
SIL,1424.13,1425.31
NOF,1425.31,1426.11
SIL,1426.11,1427.25
NOF,1427.25,1428.73
SIL,1428.73,1429.53
NOF,1429.53,1430.33
SIL,1430.33,1431.85
NOF,1431.85,1433.86
SIL,1433.86,1434.69
NOF,1434.69,1435.51
SIL,1435.51,1436.98
NOF,1436.98,1444.14
SIL,1444.14,1444.94
NOF,1444.94,1445.85
SIL,1445.85,1446.66
NOF,1446.66,1448.32
SIL,1448.32,1449.13
NOF,1449.13,1451.04
SIL,1451.04,1451.84
NOF,1451.84,1453.69
SIL,1453.69,1454.60
NOF,1454.60,1460.66
OLN,1460.66,1461.48
NOF,1461.48,1463.26
SIL,1463.26,1464.06
NOF,1464.06,1464.99
TVF,1464.99,1466.62
NOF,1466.62,1467.44
SIL,1467.44,1468.31
NOF,1468.31,1475.94
SIL,1475.94,1476.94
NOF,1476.94,1482.23
OLF,1482.23,1483.09
NOF,1483.09,1483.89
SIL,1483.89,1484.92
NOF,1484.92,1486.61
OLN,1486.61,1487.84
NOF,1487.84,1490.69
OLF,1490.69,1491.49
SIL,1491.49,1492.47
NOF,1492.47,1493.79
SIL,1493.79,1494.60
NOF,1494.60,1495.40
SIL,1495.40,1496.20
NOF,1496.20,1497.00
SIL,1497.00,1498.39
FAN,1498.39,1500.57
MAF,1500.57,1501.57
NOF,1501.57,1502.45
FAF,1502.45,1503.45
OLF,1503.45,1504.48
NOF,1504.48,1506.54
MAF,1506.54,1507.54
OLF,1507.54,1508.68
NOF,1508.68,1513.40
OLF,1513.40,1514.23
SIL,1514.23,1515.10
NOF,1515.10,1520.27
SIL,1520.27,1522.23
TVF,1522.23,1524.15
SIL,1524.15,1525.91
NOF,1525.91,1529.33
OLN,1529.33,1530.13
NOF,1530.13,1535.03
OLF,1535.03,1535.85
NOF,1535.85,1537.39
OLF,1537.39,1538.32
NOF,1538.32,1543.14
OLF,1543.14,1543.94
FAF,1543.94,1546.63
SIL,1546.63,1548.31
OLF,1548.31,1549.11
NOF,1549.11,1552.94
SIL,1552.94,1553.74
NOF,1553.74,1555.46
SIL,1555.46,1556.26
NOF,1556.26,1559.80
SIL,1559.80,1560.62
NOF,1560.62,1561.42
SIL,1561.42,1563.21
NOF,1563.21,1564.01
SIL,1564.01,1565.20
NOF,1565.20,1566.00
SIL,1566.00,1566.82
NOF,1566.82,1568.53
MAF,1568.53,1569.53
NOF,1569.53,1570.33
SIL,1570.33,1571.16
NOF,1571.16,1576.80
SIL,1576.80,1577.64
NOF,1577.64,1580.70
SIL,1580.70,1581.93
FAF,1581.93,1582.93
SIL,1582.93,1584.58
OLF,1584.58,1585.55
MAF,1585.55,1587.09
NOF,1587.09,1587.93
SIL,1587.93,1594.41
MAF,1594.41,1595.21
SIL,1595.21,1599.49
FAF,1599.49,1600.29
SIL,1600.29,1605.10
NOF,1605.10,1605.90
SIL,1605.90,1610.19
NOF,1610.19,1610.99
SIL,1610.99,1612.53
NOF,1612.53,1613.47
SIL,1613.47,1615.96
NOF,1615.96,1617.61
SIL,1617.61,1618.41
NOF,1618.41,1619.26
SIL,1619.26,1625.57
NOF,1625.57,1626.37
SIL,1626.37,1637.00
NON,1637.00,1637.80
SIL,1637.80,1641.85
OLF,1641.85,1642.65
SIL,1642.65,1646.01
NOF,1646.01,1646.81
SIL,1646.81,1650.41
NOF,1650.41,1658.63
OLF,1658.63,1659.43
NOF,1659.43,1660.47
SIL,1660.47,1663.26
MAF,1663.26,1664.35
NOF,1664.35,1665.15
SIL,1665.15,1666.16
OLF,1666.16,1667.30
SIL,1667.30,1669.90
NOF,1669.90,1671.89
SIL,1671.89,1672.69
NOF,1672.69,1673.49
SIL,1673.49,1678.06
NOF,1678.06,1678.86
SIL,1678.86,1679.68
MAF,1679.68,1680.50
SIL,1680.50,1681.40
NOF,1681.40,1682.20
SIL,1682.20,1683.00
NOF,1683.00,1683.84
SIL,1683.84,1690.61
OLF,1690.61,1691.41
SIL,1691.41,1692.37
OLF,1692.37,1693.40
SIL,1693.40,1695.46
NOF,1695.46,1696.26
SIL,1696.26,1698.74
NOF,1698.74,1699.54
SIL,1699.54,1704.10
NOF,1704.10,1704.91
SIL,1704.91,1714.96
NOF,1714.96,1715.78
SIL,1715.78,1718.24
NOF,1718.24,1719.05
SIL,1719.05,1728.07
NOF,1728.07,1728.87
SIL,1728.87,1731.48
NOF,1731.48,1732.33
SIL,1732.33,1743.11
NOF,1743.11,1744.25
SIL,1744.25,1746.27
OLF,1746.27,1748.62
CXF,1748.62,1749.42
SIL,1749.42,1773.44
OLF,1773.44,1774.30
SIL,1774.30,1781.44
NOF,1781.44,1782.24
SIL,1782.24,1783.04
NOF,1783.04,1784.85
OLN,1784.85,1785.86
NON,1785.86,1786.71
OLN,1786.71,1788.52
NOF,1788.52,1796.82
SIL,1796.82,1797.74
NOF,1797.74,1807.61
SIL,1807.61,1808.42
NOF,1808.42,1810.91
SIL,1810.91,1811.71
NOF,1811.71,1817.45
SIL,1817.45,1818.36
NOF,1818.36,1819.19
SIL,1819.19,1820.23
NOF,1820.23,1821.12
SIL,1821.12,1821.92
NOF,1821.92,1823.84
SIL,1823.84,1825.14
NOF,1825.14,1825.96
SIL,1825.96,1827.61
CHF,1827.61,1828.61
SIL,1828.61,1829.60
NOF,1829.60,1830.55
SIL,1830.55,1831.49
NOF,1831.49,1832.51
SIL,1832.51,1833.32
NOF,1833.32,1834.14
SIL,1834.14,1834.94
NOF,1834.94,1835.74
SIL,1835.74,1836.54
MAF,1836.54,1837.80
NOF,1837.80,1838.76
SIL,1838.76,1840.00
NOF,1840.00,1840.81
SIL,1840.81,1841.86
NOF,1841.86,1843.66
OLF,1843.66,1844.83
NOF,1844.83,1845.86
SIL,1845.86,1847.89
NOF,1847.89,1849.28
SIL,1849.28,1850.49
NOF,1850.49,1851.29
SIL,1851.29,1852.37
NOF,1852.37,1854.41
SIL,1854.41,1855.76
NOF,1855.76,1856.65
OLN,1856.65,1857.76
NOF,1857.76,1861.96
SIL,1861.96,1863.82
NOF,1863.82,1864.62
SIL,1864.62,1865.55
FAF,1865.55,1866.35
SIL,1866.35,1867.33
NOF,1867.33,1868.13
SIL,1868.13,1870.70
NOF,1870.70,1871.51
SIL,1871.51,1872.31
NOF,1872.31,1873.11
SIL,1873.11,1874.16
