startSeconds,endSeconds,isTargetChildOnly
10137.1,10138.4,False
10139.81,10140.42,False
10157.53,10158.71,False
10164.68,10165.73,False
10176.64,10177.24,True
10182.34,10182.94,True
10185.31,10186.2,True
10187.2,10188.12,False
10195.76,10196.36,True
10199.9,10200.5,True
10208.17,10210.72,False
10215.02,10215.63,False
10221.31,10221.91,True
10234.97,10235.57,True
10237.87,10239.03,True
10245.46,10246.1,False
10247.6,10248.63,False
10251.45,10252.08,True
10255.47,10256.13,False
10258.18,10258.81,True
10264.91,10265.54,True
10270.66,10271.33,True
10279.1,10279.71,False
10286.89,10287.49,True
10293.58,10294.18,False
10302.67,10303.78,True
10305.15,10306.2,True
10308.27,10308.94,True
10311.05,10311.73,True
10317.81,10318.89,True
10326.6,10328.02,True
10330.84,10331.45,True
10332.42,10333.64,True
10340.82,10341.92,True
10352.14,10352.97,True
10356.86,10357.61,True
10366.13,10366.89,True
10368.2,10369.02,True
10370.86,10371.87,True
10378.88,10379.62,True
10381.39,10382.04,True
10385.12,10385.73,True
10389.04,10389.67,True
10391.98,10392.58,True
10393.58,10394.18,True
10398.69,10399.38,True
10414.51,10415.41,True
10420.69,10421.29,True
10423.89,10424.53,True
10426.71,10427.79,True
10448.28,10449.04,False
10454.95,10456.5,True
10470.26,10471.05,True
10475.47,10476.21,True
10487.94,10488.54,True
10489.99,10490.59,True
10498.67,10499.57,True
10501.16,10502.37,True
10521.53,10523.33,True
10526.66,10527.26,True
10535.19,10535.8,False
10539.44,10540.04,True
10543.61,10545.18,True
10552.7,10553.6,True
10554.78,10555.38,True
10560.19,10560.86,True
10561.87,10563.0,False
10565.21,10566.29,False
10573.75,10574.35,True
10589.11,10589.71,True
10593.39,10593.99,True
10598.78,10599.38,True
10601.18,10602.03,True
10605.1,10608.01,True
10614.4,10615.4,False
10619.25,10620.05,True
10624.11,10625.58,True
10650.64,10651.92,False
10653.75,10654.36,False
10657.56,10658.16,True
10661.06,10661.7,True
10672.11,10672.79,False
10690.76,10691.83,False
10709.77,10710.37,True
10730.73,10731.6,True
10735.01,10735.61,True
10741.4,10742.3,True
10746.06,10746.92,True
10766.76,10767.81,True
10770.25,10770.88,True
10777.51,10778.11,True
10779.82,10780.42,True
10781.77,10782.83,True
10786.82,10787.77,True
10788.75,10789.35,True
10790.15,10790.75,True
10794.78,10795.38,True
10800.25,10801.26,True
10804.79,10805.58,True
10806.88,10807.87,True
10837.98,10838.74,True
10846.65,10847.29,False
10849.12,10849.73,True
10850.89,10851.55,True
10855.69,10856.29,True
10879.96,10880.56,True
10883.31,10884.35,True
10888.45,10889.05,True
10890.01,10890.62,True
10899.14,10900.84,True
10902.78,10903.38,True
10904.2,10907.3,True
10912.01,10912.77,True
10918.32,10918.99,True
10931.34,10932.08,False
10933.0,10933.6,True
10934.81,10935.52,True
10944.21,10944.81,True
10945.61,10946.21,False
10948.92,10949.52,False
10950.55,10951.62,False
10973.36,10974.28,False
10982.76,10984.3,False
10984.3,10985.3,False
10985.3,10985.93,False
10986.94,10987.89,False
10988.89,10989.67,True
10990.67,10991.27,True
10998.38,10999.0,True
11004.0,11004.67,False
11005.67,11006.95,False
11007.96,11009.13,True
11010.29,11013.83,True
11014.83,11015.49,True
11016.5,11017.43,False
11018.23,11018.83,True
11020.47,11021.76,True
11023.46,11024.06,True
11037.77,11038.37,True
11039.17,11040.25,False
11041.05,11043.6,False
11044.6,11045.2,True
11046.2,11047.35,True
11048.35,11049.78,False
11051.69,11052.44,True
11053.46,11054.72,True
11058.6,11060.06,True
11065.79,11066.53,False
11071.13,11071.73,False
11073.72,11074.33,False
11077.66,11078.26,False
11079.06,11080.22,False
11084.99,11085.99,False
11089.47,11090.15,False
11094.98,11095.59,False
11097.03,11097.7,False
11100.71,11101.31,False
11111.01,11111.61,True
11123.87,11125.37,True
11126.83,11127.43,True
11130.72,11131.32,True
11137.2,11137.96,True
11140.46,11141.08,True
11163.54,11165.18,True
11165.98,11166.58,True
11179.19,11180.07,True
11184.66,11185.56,True
11187.17,11188.34,True
11198.09,11200.17,True
11202.05,11203.24,False
11204.24,11206.34,False
11207.23,11209.36,True
11212.15,11212.95,True
11218.04,11218.64,True
11220.32,11220.94,False
11237.27,11240.13,False
11244.11,11244.76,True
11245.56,11246.73,True
11250.15,11250.85,True
11260.38,11261.65,True
11266.15,11267.02,True
11277.03,11277.63,False
11278.53,11279.13,True
11282.55,11283.73,True
11285.75,11286.72,True
11287.7,11288.87,True
11290.71,11291.58,True
11293.6,11294.62,True
11296.72,11298.07,True
11426.33,11427.11,True
11429.25,11429.88,False
11441.13,11441.73,True
11443.26,11443.86,True
11445.63,11446.23,False
11477.12,11477.86,True
11478.99,11479.6,False
11485.74,11487.67,False
11511.24,11511.88,True
11514.34,11515.06,True
11517.14,11518.25,True
11520.35,11521.17,True
11528.99,11529.69,True
11530.69,11531.65,True
11532.45,11533.05,True
11538.06,11538.72,True
11539.66,11541.61,True
11546.84,11547.44,True
11548.24,11548.84,True
11559.52,11560.38,True
11561.49,11562.5,True
11568.08,11568.75,True
11578.39,11578.99,True
11578.99,11579.8,True
11580.6,11581.25,True
11611.27,11611.87,True
11613.11,11614.22,True
11622.5,11623.11,True
11628.34,11629.29,False
11644.64,11645.3,False
11665.99,11668.01,False
11669.32,11669.93,False
11677.38,11678.98,False
11681.66,11682.27,False
11684.24,11684.9,False
11703.49,11704.46,False
11705.68,11706.68,False
11707.48,11708.11,False
11708.93,11709.53,False
11715.18,11715.96,False
11716.77,11717.39,False
11732.62,11733.23,False
11740.81,11741.48,True
11750.27,11750.89,False
11752.73,11753.58,True
11757.52,11758.31,False
11762.68,11763.79,True
11765.64,11766.25,True
11773.96,11774.59,True
11775.57,11776.17,True
11784.0,11784.77,True
11786.79,11787.95,False
11794.03,11795.32,True
11797.16,11798.17,False
11798.97,11799.57,False
11815.15,11817.64,True
11820.73,11821.33,False
11823.77,11826.52,False
11831.43,11834.04,False
11840.29,11840.97,False
11844.75,11845.47,True
11848.59,11849.19,False
11861.16,11861.9,True
11875.92,11876.62,False
11878.72,11879.46,True
11883.85,11884.45,True
11885.25,11885.85,False
11887.46,11888.07,True
11889.37,11889.97,True
11890.77,11891.97,True
11894.21,11894.9,True
11895.8,11897.92,True
11899.85,11901.26,True
11902.06,11902.67,True
11904.69,11906.7,True
11908.53,11912.96,True
11915.59,11917.87,False
11919.03,11919.95,True
11925.37,11926.17,True
11928.51,11929.27,True
11930.12,11931.73,True
11932.53,11934.17,False
11941.01,11942.23,True
11944.42,11945.02,True
11946.37,11946.97,True
11951.17,11952.02,False
11956.36,11956.96,False
11971.55,11972.18,True
11973.8,11974.6,False
11983.67,11984.34,True
11988.52,11989.24,False
12000.86,12001.46,False
12011.68,12012.29,False
12021.64,12022.43,False
12024.58,12025.19,False
12038.96,12039.61,False
12059.72,12060.32,False
12071.19,12071.8,False
12074.24,12075.08,False
12084.54,12085.66,False
12093.2,12094.41,False
12098.75,12099.41,False
12100.21,12101.1,False
12105.83,12107.46,False
12108.29,12109.03,False
12110.24,12110.84,False
12112.47,12113.74,False
12115.65,12116.3,False
12117.1,12117.87,False
12123.86,12124.93,False
12132.84,12133.44,False
12138.19,12138.8,False
12147.46,12148.06,False
12163.39,12164.35,False
12175.51,12176.75,False
12186.81,12187.75,False
12206.26,12206.86,False
12209.46,12210.66,True
12211.75,12213.13,False
12218.49,12219.49,False
12232.8,12233.43,True
12265.82,12266.42,False
12311.27,12311.87,False
12315.98,12316.58,False
12317.4,12318.31,False
12323.5,12324.1,True
12337.41,12338.01,True
12345.68,12346.28,True
12348.1,12348.7,False
12361.56,12362.16,True
12364.19,12364.79,True
12375.2,12375.8,False
12435.41,12436.01,True
12481.13,12482.59,True
12485.04,12486.38,True
12511.49,12512.09,True
12513.15,12514.4,True
12516.56,12517.59,False
12517.59,12518.76,True
12521.94,12523.46,False
12534.86,12535.47,False
12536.76,12539.1,False
12539.1,12539.9,True
12550.1,12551.24,False
12552.84,12553.66,True
12557.37,12558.54,True
12559.84,12560.45,True
12578.48,12579.08,False
12583.74,12584.34,False
12586.91,12587.51,True
12596.95,12599.08,True
12600.76,12602.9,True
12604.98,12605.72,True
12606.87,12608.29,False
12609.11,12609.96,True
12611.86,12612.7,True
12614.63,12615.29,True
12618.35,12619.58,True
12620.75,12621.81,True
12626.58,12627.18,True
12633.59,12635.0,True
12635.0,12636.02,True
12637.09,12638.04,True
12647.77,12648.47,True
12649.33,12649.93,False
12665.0,12665.6,True
12666.54,12667.15,True
12669.08,12670.73,True
12686.1,12686.91,True
12694.58,12695.18,True
12720.78,12721.38,False
12722.94,12723.54,False
12727.32,12727.92,False
12735.27,12735.87,False
12740.91,12741.9,False
12747.28,12748.21,True
12750.19,12750.9,True
12754.0,12755.4,False
12757.49,12758.34,False
12759.61,12760.8,False
12761.74,12762.46,True
12764.45,12765.43,False
12767.23,12768.4,True
12769.32,12770.01,True
12771.43,12772.06,True
12774.78,12776.34,True
12782.13,12782.73,True
12784.06,12785.02,False
12785.99,12786.66,False
12791.7,12792.41,False
12794.75,12795.39,False
12796.28,12797.4,False
12822.01,12822.65,False
12825.06,12825.8,False
12828.45,12829.27,False
12856.25,12856.86,False
12902.98,12903.77,False
12910.07,12910.67,False
12912.47,12913.62,False
12915.04,12915.66,False
12918.52,12919.12,False
12955.24,12956.02,False
13040.31,13040.91,False
13043.23,13044.23,False
13047.58,13048.25,False
13052.56,13053.41,False
13055.53,13056.13,False
13093.66,13094.27,False
13095.48,13096.08,False
13100.39,13101.17,False
13123.42,13124.22,False
13136.41,13137.01,False
13152.85,13153.45,False
13155.3,13155.9,False
13159.83,13160.43,False
13165.34,13165.94,False
13168.79,13169.39,False
13172.04,13172.64,False
13173.57,13174.18,False
13176.16,13176.77,True
13178.93,13179.53,False
13188.83,13189.43,False
13192.86,13193.46,True
13201.57,13203.47,False
13213.17,13213.77,False
13226.75,13227.88,True
13259.92,13261.46,True
13283.25,13283.98,True
13285.88,13286.81,True
13291.04,13291.71,True
13390.35,13390.95,True
13391.75,13392.35,True
13409.85,13410.78,True
13414.42,13415.34,True
13430.72,13431.34,True
13432.14,13432.74,True
13436.6,13437.28,True
13443.84,13444.6,True
13445.8,13446.82,False
13456.52,13457.12,True
13461.3,13462.59,True
13467.07,13468.65,True
13472.31,13473.47,True
13476.81,13480.46,True
13481.52,13482.49,True
13484.51,13485.52,True
13488.94,13489.57,True
13493.22,13495.84,True
13496.7,13499.41,True
13499.41,13500.22,True
13500.22,13501.23,True
13501.23,13502.14,True
13502.94,13504.16,True
13505.58,13507.35,True
13508.33,13510.15,True
13511.0,13512.1,True
13513.49,13514.82,True
13516.84,13518.83,True
13523.21,13524.89,True
13526.99,13527.62,True
13530.59,13531.56,True
13537.73,13538.59,True
13542.27,13542.87,True
13545.45,13546.32,True
13549.17,13549.78,True
13562.1,13563.08,True
13566.04,13566.79,True
13571.07,13572.64,True
13574.34,13575.46,True
13580.74,13581.84,True
13585.51,13586.11,True
13590.98,13591.66,True
13592.54,13593.77,True
13598.76,13601.71,True
13604.89,13606.58,True
13607.38,13607.98,False
13611.88,13612.67,True
13614.56,13617.98,True
13619.02,13625.04,False
13626.68,13627.28,False
13628.08,13630.56,True
13633.46,13634.13,True
13634.13,13635.39,True
13637.13,13638.93,False
13641.84,13642.44,False
13643.43,13644.16,False
13645.96,13646.99,True
13655.43,13656.68,False
13660.42,13662.1,True
13663.12,13663.78,True
13664.58,13665.58,True
13665.58,13666.58,True
13681.58,13682.18,False
13701.8,13702.4,False
13713.51,13714.12,False
13715.18,13716.2,True
13721.48,13722.58,True
13725.93,13726.66,True
13728.99,13729.64,True
13732.52,13733.12,False
13735.23,13735.83,False
13737.54,13738.14,False
13738.14,13739.63,False
13741.17,13741.88,False
13743.3,13743.9,False
13744.7,13745.37,False
13746.52,13747.67,False
13749.26,13750.94,False
13751.99,13752.8,False
13754.6,13756.35,False
13758.29,13758.89,False
13760.59,13761.98,True
13782.75,13783.77,False
13798.43,13799.03,True
13811.82,13812.42,False
13865.32,13865.93,False
13871.16,13871.8,True
13878.91,13879.52,True
13895.53,13896.17,True
13911.39,13911.99,False
13914.11,13914.73,False
13949.11,13949.72,False
13985.94,13986.55,False
13987.71,13988.32,True
13989.83,13990.44,False
13994.05,13994.7,False
14000.21,14000.83,False
14014.91,14015.54,False
14026.12,14027.22,False
14033.85,14034.46,False
14042.64,14043.41,False
14085.56,14086.33,True
14089.62,14090.22,True
14095.91,14096.97,False
14126.96,14127.56,True
14134.07,14134.67,False
14135.58,14136.18,True
14139.05,14139.77,True
14147.84,14148.44,False
14149.4,14150.2,True
14183.43,14184.26,False
14186.15,14186.83,False
14217.82,14218.63,False
14223.17,14224.03,False
14227.5,14228.79,False
14228.79,14229.39,False
14255.53,14257.51,True
14261.82,14262.42,True
14268.14,14273.47,True
14274.27,14275.05,True
14276.05,14277.94,True
14279.56,14282.76,False
14284.64,14286.3,True
14291.77,14293.12,False
14296.26,14297.45,True
14298.36,14298.96,False
14299.76,14302.98,False
14304.75,14307.37,True
14316.16,14317.26,True
14318.06,14319.34,True
14321.05,14322.05,True
14322.05,14323.13,True
14323.13,14324.15,False
14328.11,14329.19,False
14329.19,14331.25,False
14334.13,14334.73,False
14335.66,14336.38,False
14355.14,14355.74,True
14364.81,14366.55,False
14382.18,14382.87,True
14384.08,14384.69,True
14387.69,14389.6,True
14397.16,14398.64,False
14399.44,14400.04,False
14401.12,14402.13,False
14402.93,14403.56,False
14404.44,14405.05,True
14406.67,14407.27,False
14411.64,14412.24,False
14419.9,14420.5,False
14422.18,14422.87,False
14433.83,14434.43,False
14435.66,14436.26,False
14438.34,14438.95,False
14440.04,14441.04,False
14441.04,14441.73,False
14447.36,14447.96,False
14449.69,14450.58,False
14452.64,14453.24,False
14454.04,14455.35,False
14459.13,14459.73,False
14481.55,14482.17,False
14488.28,14489.31,False
14498.26,14498.9,False
14500.87,14501.85,False
14504.25,14505.39,False
14507.58,14508.42,False
14516.47,14517.34,True
14519.4,14520.63,False
14523.27,14524.08,True
14528.31,14529.17,True
14529.99,14530.62,True
14539.41,14540.29,False
14542.7,14543.3,False
14548.0,14548.63,True
14551.24,14553.44,True
14565.14,14567.48,True
14568.58,14570.49,False
14572.53,14573.86,False
14575.83,14576.43,True
14587.86,14589.61,False
14593.84,14594.87,True
14595.67,14597.85,False
14599.17,14599.77,False
14601.75,14602.94,False
14603.94,14604.54,True
14611.17,14611.77,False
14617.91,14618.51,True
14621.73,14622.56,False
14624.95,14625.63,False
14635.12,14635.81,False
14636.96,14639.26,False
14642.5,14643.37,False
14644.83,14645.43,False
14648.36,14648.96,False
14661.66,14662.58,True
14673.59,14674.19,False
14682.38,14682.99,False
14683.79,14684.47,False
14699.48,14701.01,False
14701.01,14702.37,False
14702.37,14703.73,True
14705.07,14708.5,True
14709.64,14710.66,False
14711.66,14713.34,True
14715.14,14716.7,True
14718.5,14719.77,True
14719.77,14721.12,False
14721.12,14721.86,False
14722.77,14724.34,False
14724.34,14725.01,False
14726.45,14727.37,True
14728.36,14729.39,True
14730.2,14730.85,True
14738.27,14739.21,True
14743.96,14746.24,True
14750.95,14751.55,True
14756.49,14757.09,True
14757.09,14758.1,False
14761.84,14762.44,True
14763.39,14764.4,True
14767.22,14767.82,True
14769.22,14769.82,True
14771.3,14771.9,True
14774.73,14776.15,False
14776.15,14776.94,False
14779.05,14779.65,True
14782.88,14783.59,True
14784.39,14785.12,True
14786.41,14787.01,True
14789.16,14789.76,False
14790.56,14791.17,False
14791.17,14792.89,False
14793.73,14794.33,True
14795.2,14796.15,True
14810.13,14811.18,True
14817.8,14818.42,True
14819.91,14821.19,True
14831.42,14832.07,True
14835.75,14836.38,True
14838.43,14839.03,False
14839.83,14841.68,False
14854.83,14855.45,False
14856.45,14857.38,True
14859.47,14860.67,True
14861.67,14862.27,True
14873.82,14874.42,False
14875.55,14876.31,True
14877.41,14878.23,True
14879.03,14879.74,True
14890.78,14891.38,True
14903.82,14904.42,True
14916.87,14918.54,True
14919.56,14920.33,True
14928.65,14930.29,True
14931.15,14931.85,True
14941.7,14942.32,True
14950.86,14951.93,True
14952.85,14954.36,True
14955.38,14955.99,True
14957.83,14958.52,False
14959.46,14964.05,True
14966.75,14967.55,False
14970.9,14971.71,True
14974.44,14975.52,True
14980.5,14981.95,True
14988.31,14988.91,False
14993.09,14994.06,True
14999.06,14999.66,False
15003.52,15004.12,False
15009.05,15010.17,False
15014.77,15015.46,True
15017.63,15018.23,True
15021.85,15022.45,True
15033.73,15034.36,False
15045.58,15046.18,True
15048.03,15049.03,True
15049.03,15050.07,True
15053.16,15053.87,True
15055.5,15056.31,True
15060.03,15060.63,True
15062.32,15062.92,True
15068.78,15070.59,True
15072.67,15073.53,True
15074.56,15075.16,True
15078.68,15082.35,True
15083.25,15083.89,True
15083.89,15084.89,False
15084.89,15085.76,True
15087.83,15090.16,True
15091.96,15093.02,True
15097.1,15097.7,True
15104.58,15105.36,True
15108.07,15109.48,True
15110.29,15111.0,True
15144.91,15145.55,True
15146.38,15146.98,True
15148.47,15149.66,True
15150.46,15152.29,True
15154.56,15157.2,True
15159.04,15162.26,True
15165.09,15166.81,True
15170.16,15170.9,True
15178.08,15178.68,True
15183.28,15183.88,True
15184.7,15185.41,True
15186.51,15187.44,True
15192.52,15196.4,True
15204.11,15205.21,True
15207.25,15209.67,True
15210.68,15212.0,True
15212.98,15214.04,True
15214.84,15215.44,True
15216.24,15216.84,True
15217.68,15218.36,True
15219.18,15220.89,True
15222.74,15223.45,True
15224.25,15224.86,True
15226.36,15227.52,True
15228.56,15229.16,True
15231.89,15233.17,True
15236.39,15237.01,True
15237.96,15238.57,True
15239.38,15239.99,True
15240.82,15241.42,True
15271.76,15272.36,True
15275.67,15277.14,True
15294.85,15295.45,True
15301.51,15303.77,True
15304.57,15305.59,True
15305.59,15306.6,True
15306.6,15308.07,True
15319.98,15320.58,True
15321.38,15321.98,True
15323.98,15324.63,True
15325.51,15326.7,True
15328.35,15329.01,True
15340.9,15341.9,True
15352.67,15353.33,True
15354.2,15355.25,True
15357.36,15358.02,True
15362.26,15363.11,True
15364.25,15364.85,True
15367.68,15368.3,True
15370.73,15371.98,False
15372.89,15373.63,True
15374.54,15375.14,True
15377.03,15377.63,True
15379.48,15380.09,False
15386.86,15388.56,True
15414.16,15414.76,False
15423.34,15423.94,True
15432.29,15432.89,True
15436.13,15436.73,True
15437.81,15438.8,True
15439.6,15443.18,True
15443.98,15444.61,True
15447.64,15448.24,False
15453.33,15454.42,True
15456.38,15457.24,True
15479.21,15480.82,False
15490.06,15490.66,False
15496.77,15497.37,True
15500.79,15501.39,True
15505.32,15505.92,True
15514.41,15515.01,True
15516.6,15518.21,True
15519.1,15519.7,True
15525.05,15526.07,True
15527.35,15528.01,True
15528.88,15529.48,True
15534.0,15534.6,True
15537.48,15538.65,True
15548.24,15549.03,True
15554.34,15555.33,True
15580.41,15581.02,True
15602.23,15603.23,True
15604.83,15605.43,True
15621.37,15622.37,True
15625.04,15625.64,True
15635.96,15636.56,False
15647.59,15648.19,True
15649.01,15650.22,True
15651.13,15652.55,True
15653.35,15653.95,True
15662.93,15663.53,True
15665.98,15666.58,True
15675.14,15675.74,True
15717.38,15717.98,True
15721.22,15721.82,True
15722.62,15723.22,True
15725.25,15725.85,True
15726.65,15727.58,True
15729.67,15730.33,True
15752.77,15753.4,True
15754.35,15754.95,True
15757.89,15758.54,True
15764.71,15765.38,False
15766.98,15767.58,True
15774.95,15775.55,True
15776.35,15777.29,False
15786.84,15787.44,True
15825.01,15825.81,True
15840.89,15842.11,False
15853.4,15854.0,True
15854.99,15855.67,True
15856.93,15857.55,True
15859.28,15860.29,False
15882.86,15883.6,True
15884.5,15885.57,True
15896.88,15897.78,True
15902.54,15903.3,True
15910.05,15910.85,True
15922.12,15922.72,True
15924.41,15926.16,False
15927.06,15927.66,False
15939.3,15940.13,True
15943.97,15945.22,True
15963.41,15965.32,True
15966.99,15969.73,True
15970.66,15971.26,True
15995.28,15995.9,True
16033.04,16033.64,True
16035.25,16036.4,True
16047.27,16047.87,True
16075.03,16075.73,True
16077.22,16077.82,False
16078.95,16079.57,True
16079.57,16081.81,False
16085.11,16085.78,True
16089.66,16090.68,False
16099.57,16100.41,False
16102.23,16103.06,True
16107.59,16108.19,False
16139.87,16140.49,True
16144.52,16145.24,True
16146.27,16146.87,True
16150.47,16151.58,True
16152.4,16153.95,True
16156.08,16156.68,True
16160.49,16161.09,True
16164.92,16166.09,True
16180.71,16181.31,True
16183.42,16185.32,True
16187.03,16187.93,True
16189.89,16190.56,True
16201.93,16202.53,True
16213.35,16213.97,True
16214.9,16215.66,True
16218.08,16218.68,True
16219.48,16220.08,True
16220.88,16221.48,True
16224.17,16224.77,True
16238.69,16239.34,False
16246.55,16247.84,True
16265.11,16265.71,True
16266.51,16267.11,True
16267.91,16268.78,False
16283.6,16284.35,True
16291.51,16292.11,True
16302.26,16302.86,True
16315.19,16315.79,True
16316.59,16317.23,True
16324.74,16325.34,True
16326.31,16326.91,True
16327.75,16328.4,True
16329.43,16330.03,True
16347.44,16348.72,True
16349.88,16350.48,True
16351.36,16351.98,True
16352.8,16353.4,True
16363.21,16364.55,False
16367.35,16367.95,True
16370.58,16371.2,True
16381.21,16382.27,True
16389.0,16390.92,True
16400.71,16401.31,True
16403.0,16404.3,False
16411.83,16413.43,True
16416.88,16417.54,True
16420.19,16420.79,True
16428.86,16429.63,True
16431.37,16432.22,True
16433.02,16433.75,True
16434.55,16435.43,True
16439.17,16439.78,True
16442.81,16443.43,True
16449.63,16450.23,True
16461.71,16462.31,True
16468.1,16468.78,True
16471.4,16472.06,True
16472.06,16473.3,True
16485.5,16486.1,True
16490.89,16491.53,True
16493.49,16494.15,True
16497.95,16498.55,True
16501.16,16501.76,True
16506.06,16506.7,True
16507.79,16508.39,True
16513.8,16514.58,True
16515.53,16516.15,True
16518.69,16519.29,True
16535.06,16535.66,True
16537.7,16538.3,True
16542.65,16543.26,False
16560.05,16560.71,True
16565.09,16565.77,True
16614.74,16615.47,True
16617.27,16618.17,True
16618.97,16620.49,True
16640.89,16641.92,True
16646.35,16646.95,True
16651.54,16652.14,True
16660.33,16660.93,True
16664.12,16664.8,True
16685.88,16686.48,True
16689.24,16689.84,True
16690.65,16691.26,True
16707.72,16708.32,True
16711.36,16711.96,True
16719.89,16720.49,True
16736.17,16737.35,True
16738.97,16739.65,True
16742.56,16743.17,True
16747.29,16747.89,False
16765.3,16765.93,False
16775.61,16777.03,False
16811.1,16812.07,True
16812.87,16813.47,False
16815.77,16816.37,False
16822.12,16822.76,False
16841.24,16842.04,True
16855.82,16856.43,True
16862.77,16863.37,True
16865.14,16865.76,True
16868.03,16868.63,False
16872.97,16873.59,False
16880.28,16881.18,True
16904.64,16905.31,True
16909.51,16910.12,True
16923.18,16923.93,True
16924.95,16926.12,True
16935.67,16936.31,True
16937.51,16938.12,True
16953.17,16953.77,True
16954.57,16955.34,True
16966.43,16967.39,True
16986.36,16986.97,True
16988.2,16988.84,True
16993.64,16994.32,True
17007.4,17008.08,True
17009.77,17010.37,True
17026.78,17027.38,True
17028.18,17028.79,True
17029.76,17030.4,True
17032.96,17033.61,True
17034.41,17035.28,True
17036.08,17036.9,True
17039.49,17040.09,True
17041.38,17042.38,True
17044.38,17045.11,True
17047.19,17047.79,True
17048.91,17049.85,False
17056.27,17056.87,True
17057.73,17058.39,True
17059.23,17059.98,True
17064.12,17064.8,True
17066.15,17067.19,False
17072.84,17073.48,True
17080.23,17082.11,True
17082.99,17083.64,True
17094.72,17095.39,True
17097.46,17098.06,True
17116.96,17117.72,True
17118.52,17119.93,True
17120.86,17121.58,True
17127.73,17128.41,True
17129.27,17129.87,True
17137.84,17138.58,True
17140.52,17141.12,True
17152.19,17152.83,True
17154.05,17154.65,True
17157.45,17158.15,True
17160.4,17161.01,True
17161.93,17162.85,True
17165.1,17165.7,True
17166.5,17167.26,True
17172.41,17173.11,True
17176.51,17177.56,False
17178.79,17179.48,True
17185.61,17186.59,True
17197.22,17197.82,True
17199.04,17199.66,True
17200.63,17201.37,True
17202.89,17204.06,True
17218.61,17219.35,True
17231.68,17232.5,True
17248.09,17248.69,True
17254.33,17255.17,True
17260.98,17262.17,True
17268.45,17269.58,False
17272.93,17273.72,False
17284.74,17285.34,True
17289.88,17290.62,True
17292.48,17293.09,True
17296.57,17297.2,True
17303.19,17303.91,False
17304.78,17305.38,True
17308.43,17309.03,True
17310.82,17311.42,True
17316.27,17318.47,True
17340.18,17340.98,True
17350.75,17351.35,True
17364.38,17364.98,True
17366.18,17366.9,True
17367.94,17369.04,True
17375.19,17377.41,True
17397.69,17398.29,True
17404.69,17405.38,True
17411.9,17412.51,False
17417.88,17418.48,True
17421.76,17422.56,True
17423.36,17424.03,True
17424.85,17425.45,True
17426.51,17427.11,True
17441.47,17442.07,True
17444.05,17444.65,True
17445.45,17446.05,True
17449.82,17450.42,True
17455.96,17456.56,True
17457.37,17458.31,True
17462.55,17463.28,True
17464.9,17465.5,True
17484.95,17486.87,True
17510.96,17511.79,True
17515.55,17516.15,True
17517.69,17518.29,True
17526.43,17527.03,True
17542.73,17543.56,True
17544.4,17545.0,True
17546.94,17547.54,True
17551.51,17552.11,True
17557.5,17558.1,True
17559.28,17559.89,False
17565.53,17566.38,True
17567.18,17568.71,True
17574.62,17575.44,True
17577.2,17577.92,True
17577.92,17578.72,False
17591.68,17592.38,True
17594.24,17595.84,True
17597.74,17598.34,True
17599.98,17600.78,True
17601.87,17602.72,True
17610.44,17612.23,True
17627.39,17628.0,True
17631.47,17632.12,True
17636.71,17637.33,True
17664.26,17665.04,False
17667.64,17668.6,False
17671.26,17672.06,True
17672.06,17675.14,True
17675.95,17677.85,True
17701.52,17702.48,True
17710.76,17711.36,True
17715.38,17716.0,True
17728.6,17729.38,True
17730.36,17730.96,True
17732.63,17733.5,True
17748.84,17749.6,True
17752.25,17752.85,True
17758.43,17759.03,False
17776.39,17776.99,True
17783.7,17784.3,True
17794.89,17795.6,True
17796.41,17797.67,True
17801.08,17802.08,False
17826.51,17827.79,True
17829.09,17830.78,True
17833.76,17835.24,True
17838.18,17838.84,True
17862.45,17863.33,True
17865.32,17866.8,True
17897.97,17898.61,True
17904.64,17905.24,True
17944.03,17944.87,False
17951.13,17951.76,True
17954.44,17955.09,True
17964.73,17965.33,True
17966.13,17967.05,True
17970.24,17971.03,True
17974.36,17974.96,True
17985.58,17986.18,True
17988.85,17989.6,True
17991.23,17992.38,True
17993.42,17994.3,True
17996.18,17997.3,True
18000.43,18001.03,True
18003.68,18006.32,True
18007.12,18010.78,True
18027.19,18027.79,True
18031.27,18031.87,True
18068.95,18069.55,True
18070.82,18072.69,False
18073.6,18074.33,True
18075.13,18075.73,False
18076.74,18077.56,False
18078.59,18079.89,False
18080.79,18081.39,True
18085.03,18085.67,False
18115.98,18116.6,True
18123.14,18124.14,False
18127.57,18128.57,True
18156.19,18156.8,True
18159.6,18160.23,True
18163.82,18164.42,True
18167.45,18168.06,True
18171.95,18172.57,True
18177.64,18178.24,False
18179.99,18180.59,True
18182.55,18183.17,True
18192.35,18193.1,True
18196.89,18197.98,False
18209.67,18210.35,True
18264.25,18265.33,False
18266.71,18267.72,False
18275.74,18276.34,False
18283.08,18284.1,True
18295.29,18295.9,True
18298.72,18303.85,True
18303.85,18304.86,False
18304.86,18305.46,False
18306.87,18308.75,True
18309.89,18311.78,False
18311.78,18312.86,False
18312.86,18324.76,False
18325.94,18326.74,True
18327.54,18328.14,False
18328.96,18333.7,True
18336.06,18336.94,True
18339.74,18340.35,True
18342.56,18343.56,False
18344.85,18346.29,True
18346.29,18347.3,True
18347.3,18348.25,True
