segtype,startsec,endsec
SIL,0.00,2.10
SIL,2.10,3.10
NOF,3.10,4.35
FAN,4.35,5.90
SIL,5.90,7.04
NOF,7.04,7.84
OLF,7.84,8.65
NOF,8.65,9.71
SIL,9.71,11.58
NOF,11.58,12.61
FAN,12.61,13.64
NOF,13.64,14.46
SIL,14.46,17.79
NOF,17.79,20.75
OLF,20.75,21.86
NOF,21.86,25.10
OLN,25.10,25.94
NOF,25.94,27.15
SIL,27.15,27.95
NOF,27.95,32.16
OLN,32.16,33.06
NOF,33.06,34.64
OLN,34.64,35.75
NOF,35.75,37.70
SIL,37.70,38.51
NOF,38.51,40.57
OLN,40.57,41.47
NON,41.47,42.32
CHNSP,42.32,42.92
SIL,42.92,43.92
NOF,43.92,44.52
MAF,44.52,45.56
SIL,45.56,46.36
CHNSP,46.36,47.02
FAN,47.02,48.08
FAN,48.08,48.73
FAF,48.73,49.81
TVF,49.81,52.49
SIL,52.49,53.34
SIL,53.34,54.38
FAN,54.38,55.02
SIL,55.02,59.72
SIL,59.72,60.52
SIL,60.52,69.20
SIL,69.20,74.55
SIL,74.55,77.24
SIL,77.24,78.32
SIL,78.32,85.11
SIL,85.11,258.87
NOF,258.87,259.80
SIL,259.80,270.25
NOF,270.25,270.85
SIL,270.85,331.39
NOF,331.39,331.99
SIL,331.99,408.85
MAF,408.85,409.45
SIL,409.45,1191.24
NOF,1191.24,1191.84
SIL,1191.84,1488.80
TVF,1488.80,1495.26
SIL,1495.26,1791.13
SIL,1791.13,1803.24
SIL,1803.24,1804.04
SIL,1804.04,1808.76
SIL,1808.76,1809.71
SIL,1809.71,1814.15
FAN,1814.15,1815.31
TVF,1815.31,1819.65
FAN,1819.65,1820.25
TVN,1820.25,1821.25
FAN,1821.25,1822.59
SIL,1822.59,1825.65
MAF,1825.65,1826.26
SIL,1826.26,1827.45
SIL,1827.45,1831.42
SIL,1831.42,1833.29
SIL,1833.29,1834.75
NOF,1834.75,1835.55
TVF,1835.55,1836.56
SIL,1836.56,1837.76
SIL,1837.76,1838.76
SIL,1838.76,1839.56
CXF,1839.56,1840.41
SIL,1840.41,1841.37
TVF,1841.37,1842.51
NOF,1842.51,1843.31
SIL,1843.31,1844.12
NOF,1844.12,1844.96
SIL,1844.96,1845.97
NOF,1845.97,1846.77
SIL,1846.77,1847.57
NOF,1847.57,1849.38
SIL,1849.38,2160.07
CXN,2160.07,2160.67
SIL,2160.67,2161.67
CHNNSP,2161.67,2162.48
SIL,2162.48,2400.47
CXN,2400.47,2401.07
SIL,2401.07,2884.88
NOF,2884.88,2885.70
SIL,2885.70,2887.03
NOF,2887.03,2887.83
SIL,2887.83,2891.66
SIL,2891.66,2892.48
SIL,2892.48,2893.54
SIL,2893.54,2894.49
SIL,2894.49,2895.73
SIL,2895.73,2897.22
SIL,2897.22,2898.30
NOF,2898.30,2899.23
SIL,2899.23,2900.62
NOF,2900.62,2901.74
SIL,2901.74,2902.96
NOF,2902.96,2903.76
SIL,2903.76,2904.91
TVF,2904.91,2908.90
CHF,2908.90,2909.71
SIL,2909.71,2910.58
NOF,2910.58,2911.97
SIL,2911.97,2913.20
SIL,2913.20,2914.00
TVF,2914.00,2915.05
SIL,2915.05,2915.85
SIL,2915.85,2917.16
SIL,2917.16,2918.76
SIL,2918.76,2920.21
SIL,2920.21,2921.44
SIL,2921.44,2939.16
SIL,2939.16,2940.80
SIL,2940.80,2942.19
SIL,2942.19,2943.00
SIL,2943.00,2945.79
SIL,2945.79,2946.67
SIL,2946.67,2950.95
FAN,2950.95,2951.65
SIL,2951.65,6739.01
NOF,6739.01,6739.91
SIL,6739.91,6745.40
SIL,6745.40,6746.21
SIL,6746.21,6749.46
SIL,6749.46,6750.52
SIL,6750.52,6755.59
SIL,6755.59,6756.40
SIL,6756.40,6757.42
SIL,6757.42,6758.49
SIL,6758.49,6762.91
SIL,6762.91,6770.96
SIL,6770.96,6777.64
SIL,6777.64,6778.44
SIL,6778.44,6795.38
SIL,6795.38,6796.29
NOF,6796.29,6797.10
SIL,6797.10,6799.81
SIL,6799.81,6800.61
SIL,6800.61,6804.71
SIL,6804.71,6805.51
SIL,6805.51,6808.29
SIL,6808.29,6809.47
SIL,6809.47,6812.62
SIL,6812.62,6814.81
NOF,6814.81,6816.11
SIL,6816.11,7161.20
NOF,7161.20,7162.09
SIL,7162.09,7163.17
NOF,7163.17,7166.71
SIL,7166.71,7169.14
NOF,7169.14,7170.23
OLN,7170.23,7171.26
NOF,7171.26,7172.06
SIL,7172.06,7175.67
SIL,7175.67,7176.64
TVN,7176.64,7179.61
SIL,7179.61,7180.41
NOF,7180.41,7183.14
SIL,7183.14,7183.94
CHF,7183.94,7184.55
SIL,7184.55,7186.66
SIL,7186.66,7187.76
SIL,7187.76,7189.18
NOF,7189.18,7190.19
SIL,7190.19,7190.99
NOF,7190.99,7191.79
SIL,7191.79,7193.42
TVN,7193.42,7194.50
SIL,7194.50,7195.77
SIL,7195.77,7197.26
NOF,7197.26,7199.52
SIL,7199.52,7200.52
TVF,7200.52,7201.61
TVN,7201.61,7203.42
SIL,7203.42,7204.49
SIL,7204.49,7205.91
TVF,7205.91,7207.77
SIL,7207.77,7208.80
TVF,7208.80,7209.62
SIL,7209.62,7211.36
TVN,7211.36,7212.16
SIL,7212.16,7213.03
TVF,7213.03,7214.09
SIL,7214.09,7215.71
SIL,7215.71,7216.79
TVF,7216.79,7219.59
TVN,7219.59,7220.87
TVF,7220.87,7222.11
SIL,7222.11,7222.99
TVF,7222.99,7223.82
SIL,7223.82,7231.18
SIL,7231.18,7231.99
SIL,7231.99,7232.99
SIL,7232.99,7233.79
SIL,7233.79,7234.92
SIL,7234.92,7235.72
SIL,7235.72,7239.85
SIL,7239.85,7240.67
SIL,7240.67,7241.81
SIL,7241.81,7242.64
SIL,7242.64,7244.18
TVN,7244.18,7245.04
SIL,7245.04,7245.98
SIL,7245.98,7246.98
SIL,7246.98,7248.37
NOF,7248.37,7256.49
SIL,7256.49,7257.92
NOF,7257.92,7259.87
SIL,7259.87,7260.67
TVF,7260.67,7262.11
SIL,7262.11,7264.53
TVF,7264.53,7265.48
SIL,7265.48,7266.44
TVF,7266.44,7267.79
SIL,7267.79,7268.81
TVN,7268.81,7269.61
SIL,7269.61,7270.63
SIL,7270.63,7271.63
TVF,7271.63,7273.49
SIL,7273.49,7274.33
TVF,7274.33,7275.85
SIL,7275.85,7276.67
TVN,7276.67,7278.16
SIL,7278.16,7279.39
SIL,7279.39,7280.39
SIL,7280.39,7281.20
SIL,7281.20,7282.92
SIL,7282.92,7285.64
SIL,7285.64,7286.68
NON,7286.68,7287.95
SIL,7287.95,7288.87
TVF,7288.87,7290.43
CHF,7290.43,7291.58
SIL,7291.58,7292.57
CHF,7292.57,7293.68
SIL,7293.68,7295.31
NOF,7295.31,7296.97
SIL,7296.97,7297.91
NOF,7297.91,7298.78
SIL,7298.78,7299.86
NOF,7299.86,7301.41
SIL,7301.41,7302.21
NOF,7302.21,7303.21
SIL,7303.21,7304.39
TVF,7304.39,7305.19
SIL,7305.19,7305.99
TVN,7305.99,7309.84
CHNSP,7309.84,7310.49
SIL,7310.49,7312.20
NOF,7312.20,7313.00
SIL,7313.00,7314.05
SIL,7314.05,7315.55
MAN,7315.55,7316.63
SIL,7316.63,7317.62
TVF,7317.62,7318.63
SIL,7318.63,7320.24
CHNSP,7320.24,7320.89
SIL,7320.89,7322.07
NOF,7322.07,7323.50
SIL,7323.50,7325.08
TVN,7325.08,7326.13
TVF,7326.13,7327.90
SIL,7327.90,7328.70
NOF,7328.70,7336.32
SIL,7336.32,7337.57
NOF,7337.57,7338.94
SIL,7338.94,7340.19
NOF,7340.19,7341.25
SIL,7341.25,7342.13
NOF,7342.13,7343.01
SIL,7343.01,7344.16
NOF,7344.16,7346.43
SIL,7346.43,7347.76
TVF,7347.76,7349.04
SIL,7349.04,7350.07
SIL,7350.07,7351.18
CHF,7351.18,7351.78
SIL,7351.78,7353.09
CHNNSP,7353.09,7354.05
NOF,7354.05,7354.85
SIL,7354.85,7355.76
NOF,7355.76,7356.72
MAF,7356.72,7358.30
NOF,7358.30,7359.10
FAN,7359.10,7360.32
NOF,7360.32,7365.35
SIL,7365.35,7366.52
NOF,7366.52,7370.56
SIL,7370.56,7371.41
TVF,7371.41,7373.34
SIL,7373.34,7374.14
CHF,7374.14,7374.81
TVF,7374.81,7376.07
CHNSP,7376.07,7378.26
TVF,7378.26,7379.31
SIL,7379.31,7380.19
FAF,7380.19,7381.23
SIL,7381.23,7382.22
SIL,7382.22,7383.42
SIL,7383.42,7384.24
TVN,7384.24,7385.58
SIL,7385.58,7391.81
NOF,7391.81,7393.26
SIL,7393.26,7394.09
NOF,7394.09,7395.98
SIL,7395.98,7397.83
